G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
122.12803565135381,121.69224323288255,85.20730809187481,89.74323151475365,88.1539752506346,1.5803139110395843,22.267115287381944,-72.58301007392053,-26.121461632410536,-649.9334698326417,-168.0023435490991,-588.0190239215434
