G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
121.66276177622777,121.56894952939476,63.009693413677084,86.07845664712386,85.35169949398995,5.016929330629317,19.776556461123878,-71.50990722495982,-69.91324907698726,-485.05417665260666,-166.10187701913412,-1804.2286469504509
