G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
120.38401245155427,118.79637877653259,88.68555058752487,91.38512047107854,89.53536358974857,3.336565405423987,22.028166305314617,-74.0553909510661,-5.00833185192632,-1065.3952566716546,390.42100249561173,-603.7241010793066
