time,minvar_x,minvar_y,minvar_z
"2022-09-10/23:43:10",0.9973578653122230,0.07108536975891784,0.01497193060641349
"2022-09-10/23:43:25",0.9973562099536453,0.07115572158550422,0.01474631318486988
"2022-09-10/23:43:40",0.9974061230392106,0.07038590680879779,0.01506153533324508
"2022-09-10/23:43:55",0.9974536744182237,0.06964352041681908,0.01536058115881557
"2022-09-10/23:44:10",0.9974898922803763,0.06901719003012600,0.01582852737397058
"2022-09-10/23:44:25",0.9975396506389271,0.06818051613661608,0.01631142613362582
"2022-09-10/23:44:40",0.9975885926697360,0.06737965623916187,0.01664276720703722
"2022-09-10/23:44:55",0.9976177987805886,0.06686132297403005,0.01697913561803611
"2022-09-10/23:45:10",0.9976444082011290,0.06640376246049429,0.01720973899016168
"2022-09-10/23:45:25",0.9976703210747747,0.06595141070907704,0.01744539687248101
"2022-09-10/23:45:40",0.9976974352363357,0.06549136419112676,0.01762693788560100
"2022-09-10/23:45:55",0.9977289252900773,0.06498384294753108,0.01772263511100633
"2022-09-10/23:46:10",0.9977619328055704,0.06443638480659925,0.01786274774910464
"2022-09-10/23:46:25",0.9977956549759972,0.06386745289202703,0.01802163622165546
"2022-09-10/23:46:40",0.9978290025988756,0.06327940614500023,0.01824824184597213
"2022-09-10/23:46:55",0.9978579808531167,0.06276547551135297,0.01843760102549169
"2022-09-10/23:47:10",0.9978884945603602,0.06216810227937163,0.01880636815123144
"2022-09-10/23:47:25",0.9979074953101199,0.06180428076106838,0.01899635974313195
"2022-09-10/23:47:40",0.9979230454163942,0.06149171166148383,0.01919283261558446
"2022-09-10/23:47:55",0.9979391009517227,0.06119055553209907,0.01932011142153000
"2022-09-10/23:48:10",0.9979566330435600,0.06088596469740147,0.01937673520561221
"2022-09-10/23:48:25",0.9979823987602331,0.06044787678350126,0.01942127588852662
"2022-09-10/23:48:40",0.9979962852753551,0.06019497609759847,0.01949306105263080
