time,minvar_x,minvar_y,minvar_z
"2022-04-22/07:37:17",0.9832476410474600,0.1821938730479738,0.005428535565322821
"2022-04-22/07:37:32",0.9834388932463942,0.1811399046313271,0.006023138754922896
"2022-04-22/07:37:47",0.9834747662830243,0.1809320181050403,0.006402258116283215
"2022-04-22/07:38:02",0.9836220086825657,0.1801275316389575,0.006466558662127964
"2022-04-22/07:38:17",0.9837629290541435,0.1793375923198994,0.006966161045635737
"2022-04-22/07:38:32",0.9837971817441631,0.1791364361370324,0.007296741763634543
"2022-04-22/07:38:47",0.9839336703280426,0.1783802316515623,0.007417907435491808
"2022-04-22/07:39:02",0.9840650323050215,0.1776320223520335,0.007929491133985566
"2022-04-22/07:39:17",0.9840899327902789,0.1774839475810041,0.008151842238919571
"2022-04-22/07:39:32",0.9842254686503449,0.1767249991100728,0.008276566290071856
"2022-04-22/07:39:47",0.9843448394021358,0.1760320724888198,0.008828737037353018
"2022-04-22/07:40:02",0.9843789961198103,0.1758365718724446,0.008915828077150538
"2022-04-22/07:40:17",0.9845371480454099,0.1749369343439408,0.009147301293546290
"2022-04-22/07:40:32",0.9846634311254642,0.1741937397573432,0.009719487310506848
"2022-04-22/07:40:47",0.9847219861549592,0.1738542571956987,0.009864443114756424
"2022-04-22/07:41:02",0.9848542619297572,0.1730831582530617,0.01021288832498877
"2022-04-22/07:41:17",0.9850062632260179,0.1721852843159239,0.01071864126470096
"2022-04-22/07:41:32",0.9850579633879171,0.1718742974247813,0.01095603262073796
"2022-04-22/07:41:47",0.9851948963130428,0.1710818150556915,0.01104666628367776
"2022-04-22/07:42:02",0.9852979096800372,0.1704601954455002,0.01146084415877869
"2022-04-22/07:42:17",0.9853773965080654,0.1699826977480498,0.01171618185594988
"2022-04-22/07:42:32",0.9855123217409969,0.1691855367282888,0.01190453101263480
"2022-04-22/07:42:47",0.9856161391902720,0.1685430501914871,0.01241234868237212
