time,minvar_x,minvar_y,minvar_z
"2022-03-11/20:40:26",0.9715809317581259,-0.2342678444514804,0.03389793651639115
"2022-03-11/20:40:41",0.9714950291799356,-0.2346376279418260,0.03380224596841216
"2022-03-11/20:40:56",0.9714243583999157,-0.2348774791074519,0.03416556329757378
"2022-03-11/20:41:11",0.9713457251132779,-0.2352146456730851,0.03408156048431019
"2022-03-11/20:41:26",0.9712881081383784,-0.2354619445979280,0.03401593207795054
"2022-03-11/20:41:41",0.9711982703135827,-0.2358309152475676,0.03402497837471320
"2022-03-11/20:41:56",0.9711209112630397,-0.2361340058904844,0.03413073350743946
"2022-03-11/20:42:11",0.9710428492741422,-0.2364384908092007,0.03424361162936574
"2022-03-11/20:42:26",0.9709888593929066,-0.2366534590516421,0.03428957937559394
"2022-03-11/20:42:41",0.9709062069814322,-0.2369871654397607,0.03432521903435148
"2022-03-11/20:42:56",0.9708026520484485,-0.2374036461119296,0.03437614854023847
"2022-03-11/20:43:11",0.9707053334416071,-0.2377878200628443,0.03446894628181454
"2022-03-11/20:43:26",0.9706307055438302,-0.2380797358418601,0.03455535901935303
"2022-03-11/20:43:41",0.9705579737595021,-0.2383754554604650,0.03455954001235681
"2022-03-11/20:43:56",0.9704647303518907,-0.2387507946402225,0.03458706697155037
"2022-03-11/20:44:11",0.9703761972457705,-0.2390982992055145,0.03467043604957332
"2022-03-11/20:44:26",0.9703046228279257,-0.2393768837824264,0.03475120759587286
"2022-03-11/20:44:41",0.9702491065421387,-0.2396036773365510,0.03473829386979707
"2022-03-11/20:44:56",0.9701695373398476,-0.2399252373799988,0.03474117565565742
"2022-03-11/20:45:11",0.9700835592868731,-0.2402624189921459,0.03481175119631742
"2022-03-11/20:45:26",0.9700148712895219,-0.2405273539408322,0.03489615284517227
"2022-03-11/20:45:41",0.9699676612506568,-0.2407162499390907,0.03490591845508229
"2022-03-11/20:45:56",0.9699067135027850,-0.2409639711716027,0.03489028087359299
