time,minvar_x,minvar_y,minvar_z
"2019-08-06/07:41:08",0.7731222714851623,-0.6340859353628076,0.01473023790359469
"2019-08-06/07:41:23",0.7745673358895669,-0.6323058547249165,0.01532149645210265
"2019-08-06/07:41:38",0.7728360136494574,-0.6344169732061559,0.01547902175060813
"2019-08-06/07:41:53",0.7743736310730063,-0.6325528421383289,0.01491245793053517
"2019-08-06/07:42:08",0.7728517623939752,-0.6343877202560453,0.01588627561338969
"2019-08-06/07:42:23",0.7739671433339697,-0.6330567006425152,0.01463129560454244
"2019-08-06/07:42:38",0.7730149965236039,-0.6341826361951092,0.01613068808931883
"2019-08-06/07:42:53",0.7734499774967433,-0.6336902688975952,0.01455250544685838
"2019-08-06/07:43:08",0.7732596846834934,-0.6338852230741188,0.01609298019195799
"2019-08-06/07:43:23",0.7729374920241558,-0.6343128006286356,0.01465961739148603
"2019-08-06/07:43:38",0.7734649271352151,-0.6336414634998884,0.01582726209539565
"2019-08-06/07:43:53",0.7725367420900003,-0.6347936295118742,0.01496763348394926
"2019-08-06/07:44:08",0.7735346343219461,-0.6335653827662148,0.01546205887690533
"2019-08-06/07:44:23",0.7723059262167915,-0.6350661749274273,0.01531371259591281
"2019-08-06/07:44:38",0.7734423198784944,-0.6336877603178934,0.01505988858737521
"2019-08-06/07:44:53",0.7722958029851644,-0.6350702255280098,0.01565251862490468
"2019-08-06/07:45:08",0.7731845928258992,-0.6340088779691132,0.01477592883695030
"2019-08-06/07:45:23",0.7724427045842224,-0.6348869274125168,0.01583848273369457
"2019-08-06/07:45:38",0.7728118477874115,-0.6344665819980954,0.01462888399915863
"2019-08-06/07:45:53",0.7724947714588073,-0.6348281513515497,0.01565395542280395
"2019-08-06/07:46:08",0.7722602211100966,-0.6351352100429075,0.01474502813619842
"2019-08-06/07:46:23",0.7723994449541191,-0.6349454857525265,0.01559896012743583
"2019-08-06/07:46:38",0.7712754174617908,-0.6363326467089612,0.01466264476513326
"2019-08-06/07:46:53",0.7715769045738203,-0.6359549639835598,0.01517775058931177
"2019-08-06/07:47:08",0.7701544004187015,-0.6376828419375470,0.01492623911652648
"2019-08-06/07:47:23",0.7705209475306596,-0.6372435282946408,0.01477007322432218
"2019-08-06/07:47:38",0.7688209998766719,-0.6392836689391415,0.01518752041462046
"2019-08-06/07:47:53",0.7688472033670752,-0.6392724250372962,0.01430889449124575
"2019-08-06/07:48:08",0.7672782740331469,-0.6411322337346066,0.01528100334367038
"2019-08-06/07:48:23",0.7669404793554994,-0.6415660311638720,0.01397600739105668
"2019-08-06/07:48:38",0.7657782834410282,-0.6429260682301747,0.01515557323895582
"2019-08-06/07:48:53",0.7638841736627791,-0.6452061949892699,0.01378169710164750
"2019-08-06/07:49:08",0.7626759245027498,-0.6466148047016855,0.01465361813604185
"2019-08-06/07:49:23",0.7605388321826365,-0.6491465976741260,0.01376152136859437
"2019-08-06/07:49:38",0.7601478877042540,-0.6495997099245416,0.01397875833942941
"2019-08-06/07:49:53",0.7568877190779167,-0.6534045943806885,0.01354314406762676
"2019-08-06/07:50:08",0.7565900945588643,-0.6537595683039962,0.01303286869346177
"2019-08-06/07:50:23",0.7536715102730136,-0.6571112559491299,0.01356657317643421
"2019-08-06/07:50:38",0.7520479728646140,-0.6589938577378850,0.01228584445473107
"2019-08-06/07:50:53",0.7500250446839593,-0.6612782366284264,0.01317293089723815
"2019-08-06/07:51:08",0.7478438827199849,-0.6637681117115862,0.01189205420156431
"2019-08-06/07:51:23",0.7469586645269084,-0.6647466939796999,0.01282912043895122
"2019-08-06/07:51:38",0.7437741677226443,-0.6683306684077595,0.01158037538791963
"2019-08-06/07:51:53",0.7427506523376713,-0.6694614319223126,0.01195238973974942
"2019-08-06/07:52:08",0.7390926017541648,-0.6735044072146278,0.01157322317819023
"2019-08-06/07:52:23",0.7386550057103610,-0.6739943408876223,0.01097319417885146
"2019-08-06/07:52:38",0.7353503705655047,-0.6775882406363132,0.01157621097598774
"2019-08-06/07:52:53",0.7345420387991979,-0.6784876179283120,0.01012647790117342
"2019-08-06/07:53:08",0.7318368270876958,-0.6813850024107290,0.01137264296214296
"2019-08-06/07:53:23",0.7305872744554209,-0.6827514082850077,0.009630622442904619
"2019-08-06/07:53:38",0.7292601904474877,-0.6841482981430307,0.01098548025756117
"2019-08-06/07:53:53",0.7272462607808478,-0.6863096924252426,0.009585523639574409
"2019-08-06/07:54:08",0.7268343058322175,-0.6867348116471440,0.01035327664849586
"2019-08-06/07:54:23",0.7241454787750445,-0.6895781261365963,0.009763888754135861
"2019-08-06/07:54:38",0.7241908708461917,-0.6895329049356125,0.009589347949152602
"2019-08-06/07:54:53",0.7216064627308281,-0.6922328362714417,0.009890062320229587
"2019-08-06/07:55:08",0.7214134198682417,-0.6924465370715550,0.008970559158687674
"2019-08-06/07:55:23",0.7193458837712163,-0.6945824673169561,0.009833391952799137
"2019-08-06/07:55:38",0.7185590275250714,-0.6954123474894626,0.008636603581190515
"2019-08-06/07:55:53",0.7173868979883526,-0.6966104474189955,0.009482781309105679
"2019-08-06/07:56:08",0.7161406585529155,-0.6979027220736136,0.008622510634174484
"2019-08-06/07:56:23",0.7155450719350281,-0.6985084070742026,0.009014170852380064
"2019-08-06/07:56:38",0.7138652593849022,-0.7002301942049868,0.008606193524015752
"2019-08-06/07:56:53",0.7128916767041266,-0.7012222828905483,0.008530373013353706
"2019-08-06/07:57:08",0.7109061737991474,-0.7032361659945610,0.008444340798818121
"2019-08-06/07:57:23",0.7095583660652878,-0.7045985944255195,0.008230788561358006
"2019-08-06/07:57:38",0.7080547628489796,-0.7061116831292588,0.008046350429901645
"2019-08-06/07:57:53",0.7063692702992406,-0.7077983169704123,0.007999779420120650
"2019-08-06/07:58:08",0.7047782180244064,-0.7093876573419358,0.007537573167985291
"2019-08-06/07:58:23",0.7035626806630559,-0.7105908595167196,0.007757883055596900
"2019-08-06/07:58:38",0.7019867541078086,-0.7121541219218617,0.007148684276488613
"2019-08-06/07:58:53",0.7014237851435742,-0.7127081565830518,0.007194245954175436
"2019-08-06/07:59:08",0.6990568085238839,-0.7150337311739873,0.006807476757822865
"2019-08-06/07:59:23",0.6986302980996087,-0.7154558389863976,0.006216835008423334
"2019-08-06/07:59:38",0.6961671015793830,-0.7178488522850887,0.006662728535806267
"2019-08-06/07:59:53",0.6963678593991344,-0.7176635875470179,0.005547927992619423
"2019-08-06/08:00:08",0.6950702474751513,-0.7189092797131610,0.006840951478854630
"2019-08-06/08:00:23",0.6953104863721299,-0.7186902351590491,0.005260553961595220
"2019-08-06/08:00:38",0.6953264108179612,-0.7186608915070481,0.006906912284519198
"2019-08-06/08:00:53",0.6947184766616402,-0.7192617338204251,0.005366232064101357
"2019-08-06/08:01:08",0.6959568713031378,-0.7180526698489712,0.006663078020884681
"2019-08-06/08:01:23",0.6943199496158073,-0.7196431276521520,0.005794513657910365
"2019-08-06/08:01:38",0.6964480716478164,-0.7175808739250494,0.006145964122935110
"2019-08-06/08:01:53",0.6942088295979009,-0.7197453661372097,0.006380347351547835
"2019-08-06/08:02:08",0.6966482908496874,-0.7173914927407896,0.005532178535728357
"2019-08-06/08:02:23",0.6945146383492704,-0.7194448116606291,0.006969942121987553
"2019-08-06/08:02:38",0.6965104162456524,-0.7175286916615784,0.005081014045616796
"2019-08-06/08:02:53",0.6952295445082333,-0.7187498833649758,0.007381436561286105
"2019-08-06/08:03:08",0.6962360118765731,-0.7177960233020388,0.004927950688020283
"2019-08-06/08:03:23",0.6964332974700523,-0.7175828452916707,0.007451329955083726
"2019-08-06/08:03:38",0.6963526239020250,-0.7176813774771468,0.005144279081727732
"2019-08-06/08:03:53",0.6984641122277938,-0.7156080408719898,0.007281192841338383
"2019-08-06/08:04:08",0.6977891090868572,-0.7162795821285753,0.005824042022859156
"2019-08-06/08:04:23",0.7017918161088129,-0.7123479041856321,0.006979272528858067
"2019-08-06/08:04:38",0.7008140131076470,-0.7133113395795689,0.006830216625811481
"2019-08-06/08:04:53",0.7057445235613771,-0.7084350105374123,0.006671079971177139
"2019-08-06/08:05:08",0.7050198693377770,-0.7091430660008674,0.007943285329982966
"2019-08-06/08:05:23",0.7101087197912732,-0.7040618403837601,0.006521578937058394
"2019-08-06/08:05:38",0.7101722235036787,-0.7039706282684042,0.008987074008231266
"2019-08-06/08:05:53",0.7144359584821299,-0.6996693811964227,0.006634624626534262
"2019-08-06/08:06:08",0.7156694493653448,-0.6983719163494043,0.009690495320925372
"2019-08-06/08:06:23",0.7184720052048501,-0.6955203093640648,0.007033988842573857
"2019-08-06/08:06:38",0.7214085245845356,-0.6924371322832231,0.01002788572679984
