G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
100.69279445874649,95.53837419271636,113.28156067848698,89.2031468328669,79.21512832652718,0.3912246747959439,-21.127324828667643,80.72757630849568,-38.85699015470807,-852.3481706583706,-77.64810304346534,-590.2915564408733
