G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
79.30033189003436,94.13332833982052,113.65125150662945,88.87053796027438,78.77894283770011,3.9996967180443685,-17.1512133725847,79.35727297591549,-36.16040533790636,-2455.2589885711586,87.82600594617548,-305.38271540927855
