G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
102.85635010048156,75.68967501702618,95.44396698176953,90.63168015842105,88.27787419737916,2.1107455902904504,47.61436149828889,68.85097357839517,-33.99716660051368,-1036.4154037506462,225.34290441409112,-740.0322094551744
