id,number,mission_id,start_time,tle_id,beta_angle
94255,20578,2,"2022-05-12 18:09:16.762000",NULL,31.714
94256,20579,2,"2022-05-12 19:41:34.024000",NULL,31.677
94257,20580,2,"2022-05-12 21:13:51.255000",NULL,31.64
94258,20581,2,"2022-05-12 22:46:08.454000",NULL,31.603
94274,20582,2,"2022-05-13 00:18:25.575000",NULL,31.567
94275,20583,2,"2022-05-13 01:50:42.690000",NULL,31.53
94276,20584,2,"2022-05-13 03:22:59.771000",NULL,31.493
94277,20585,2,"2022-05-13 04:55:16.820000",NULL,31.456
94278,20586,2,"2022-05-13 06:27:33.834000",NULL,31.419
94279,20587,2,"2022-05-13 07:59:50.816000",NULL,31.383
94280,20588,2,"2022-05-13 09:32:07.764000",NULL,31.346
94281,20589,2,"2022-05-13 11:04:24.679000",NULL,31.309
94282,20590,2,"2022-05-13 12:36:41.560000",NULL,31.272
94283,20591,2,"2022-05-13 14:08:58.408000",NULL,31.235
94284,20592,2,"2022-05-13 15:41:15.257000",NULL,31.198
94285,20593,2,"2022-05-13 17:13:32.035000",NULL,31.161
94286,20594,2,"2022-05-13 18:45:48.781000",NULL,31.125
94287,20595,2,"2022-05-13 20:18:05.494000",NULL,31.088
94288,20596,2,"2022-05-13 21:50:22.174000",NULL,31.051
94289,20597,2,"2022-05-13 23:22:38.821000",NULL,31.014
94306,20598,2,"2022-05-14 00:54:55.435000",NULL,30.977
94307,20599,2,"2022-05-14 02:27:12.017000",NULL,30.941
94308,20600,2,"2022-05-14 03:59:28.502000",NULL,30.904
94309,20601,2,"2022-05-14 05:31:44.975000",NULL,30.868
94310,20602,2,"2022-05-14 07:04:01.414000",NULL,30.831
94311,20603,2,"2022-05-14 08:36:17.818000",NULL,30.794
94312,20604,2,"2022-05-14 10:08:34.189000",NULL,30.757
94313,20605,2,"2022-05-14 11:40:50.525000",NULL,30.72
94314,20606,2,"2022-05-14 13:13:06.827000",NULL,30.684
94315,20607,2,"2022-05-14 14:45:23.095000",NULL,30.647
94316,20608,2,"2022-05-14 16:17:39.329000",NULL,30.61
94317,20609,2,"2022-05-14 17:49:55.529000",NULL,30.573
94318,20610,2,"2022-05-14 19:22:11.555000",NULL,30.537
94319,20611,2,"2022-05-14 20:54:27.672000",NULL,30.5
94320,20612,2,"2022-05-14 22:26:43.749000",NULL,30.463
94336,20613,2,"2022-05-14 23:58:59.785000",NULL,30.426
94337,20614,2,"2022-05-15 01:31:15.781000",NULL,30.389
94338,20615,2,"2022-05-15 03:03:31.736000",NULL,30.353
94339,20616,2,"2022-05-15 04:35:47.650000",NULL,30.316
94340,20617,2,"2022-05-15 06:08:03.488000",NULL,30.279
94341,20618,2,"2022-05-15 07:40:19.305000",NULL,30.242
94342,20619,2,"2022-05-15 09:12:35.081000",NULL,30.206
94343,20620,2,"2022-05-15 10:44:50.817000",NULL,30.169
94344,20621,2,"2022-05-15 12:17:06.512000",NULL,30.132
94345,20622,2,"2022-05-15 13:49:22.166000",NULL,30.095
94346,20623,2,"2022-05-15 15:21:37.812000",NULL,30.058
94347,20624,2,"2022-05-15 16:53:53.382000",NULL,30.021
94348,20625,2,"2022-05-15 18:26:08.911000",NULL,29.985
94349,20626,2,"2022-05-15 19:58:24.398000",NULL,29.948
94350,20627,2,"2022-05-15 21:30:39.842000",NULL,29.911
94351,20628,2,"2022-05-15 23:02:55.246000",NULL,29.874
94368,20629,2,"2022-05-16 00:35:10.607000",NULL,29.838
94369,20630,2,"2022-05-16 02:07:26.004000",NULL,29.801
94370,20631,2,"2022-05-16 03:39:41.300000",NULL,29.765
94371,20632,2,"2022-05-16 05:11:56.561000",NULL,29.728
94372,20633,2,"2022-05-16 06:44:11.786000",NULL,29.691
94373,20634,2,"2022-05-16 08:16:26.976000",NULL,29.654
94374,20635,2,"2022-05-16 09:48:42.131000",NULL,29.618
94375,20636,2,"2022-05-16 11:20:57.249000",NULL,29.581
94376,20637,2,"2022-05-16 12:53:12.333000",NULL,29.544
94377,20638,2,"2022-05-16 14:25:27.381000",NULL,29.507
94378,20639,2,"2022-05-16 15:57:42.393000",NULL,29.471
94379,20640,2,"2022-05-16 17:29:57.167000",NULL,29.434
94380,20641,2,"2022-05-16 19:02:12.060000",NULL,29.397
94381,20642,2,"2022-05-16 20:34:26.913000",NULL,29.361
94382,20643,2,"2022-05-16 22:06:41.726000",NULL,29.324
94383,20644,2,"2022-05-16 23:38:56.499000",NULL,29.287
94400,20645,2,"2022-05-17 01:11:11.232000",NULL,29.25
94401,20646,2,"2022-05-17 02:43:25.925000",NULL,29.214
94402,20647,2,"2022-05-17 04:15:40.579000",NULL,29.177
94403,20648,2,"2022-05-17 05:47:55.146000",NULL,29.14
94404,20649,2,"2022-05-17 07:20:09.702000",NULL,29.104
94405,20650,2,"2022-05-17 08:52:24.219000",NULL,29.067
94406,20651,2,"2022-05-17 10:24:38.696000",NULL,29.03
94407,20652,2,"2022-05-17 11:56:53.134000",NULL,28.993
94408,20653,2,"2022-05-17 13:29:07.533000",NULL,28.957
94409,20654,2,"2022-05-17 15:01:21.892000",NULL,28.92
94410,20655,2,"2022-05-17 16:33:36.212000",NULL,28.883
94411,20656,2,"2022-05-17 18:05:50.492000",NULL,28.847
94412,20657,2,"2022-05-17 19:38:04.733000",NULL,28.81
94413,20658,2,"2022-05-17 21:10:18.700000",NULL,28.773
94414,20659,2,"2022-05-17 22:42:32.785000",NULL,28.737
94430,20660,2,"2022-05-18 00:14:46.822000",NULL,28.7
94431,20661,2,"2022-05-18 01:47:00.812000",NULL,28.663
94432,20662,2,"2022-05-18 03:19:14.755000",NULL,28.626
94433,20663,2,"2022-05-18 04:51:28.650000",NULL,28.59
94434,20664,2,"2022-05-18 06:23:42.499000",NULL,28.553
94435,20665,2,"2022-05-18 07:55:56.299000",NULL,28.516
94436,20666,2,"2022-05-18 09:28:10.053000",NULL,28.48
94437,20667,2,"2022-05-18 11:00:23.759000",NULL,28.443
94438,20668,2,"2022-05-18 12:32:37.509000",NULL,28.406
94439,20669,2,"2022-05-18 14:04:51.162000",NULL,28.369
94440,20670,2,"2022-05-18 15:37:04.769000",NULL,28.333
94441,20671,2,"2022-05-18 17:09:18.332000",NULL,28.296
94442,20672,2,"2022-05-18 18:41:31.849000",NULL,28.259
94443,20673,2,"2022-05-18 20:13:45.320000",NULL,28.222
94444,20674,2,"2022-05-18 21:45:58.747000",NULL,28.186
94445,20675,2,"2022-05-18 23:18:12.128000",NULL,28.149
94462,20676,2,"2022-05-19 00:50:25.382000",NULL,28.113
94463,20677,2,"2022-05-19 02:22:38.668000",NULL,28.076
94464,20678,2,"2022-05-19 03:54:51.909000",NULL,28.04
94465,20679,2,"2022-05-19 05:27:05.107000",NULL,28.003
94466,20680,2,"2022-05-19 06:59:18.260000",NULL,27.966
94467,20681,2,"2022-05-19 08:31:31.368000",NULL,27.93
94468,20682,2,"2022-05-19 10:03:44.432000",NULL,27.893
94469,20683,2,"2022-05-19 11:35:57.452000",NULL,27.856
94470,20684,2,"2022-05-19 13:08:10.387000",NULL,27.819
94471,20685,2,"2022-05-19 14:40:23.297000",NULL,27.783
94472,20686,2,"2022-05-19 16:12:36.152000",NULL,27.746
94473,20687,2,"2022-05-19 17:44:48.955000",NULL,27.709
94474,20688,2,"2022-05-19 19:17:01.780000",NULL,27.673
94475,20689,2,"2022-05-19 20:49:14.508000",NULL,27.636
94476,20690,2,"2022-05-19 22:21:27.187000",NULL,27.6
94477,20691,2,"2022-05-19 23:53:39.817000",NULL,27.563
94494,20692,2,"2022-05-20 01:25:52.400000",NULL,27.526
94495,20693,2,"2022-05-20 02:58:04.934000",NULL,27.49
94496,20694,2,"2022-05-20 04:30:17.419000",NULL,27.453
94497,20695,2,"2022-05-20 06:02:29.816000",NULL,27.416
94498,20696,2,"2022-05-20 07:34:42.229000",NULL,27.379
94499,20697,2,"2022-05-20 09:06:54.592000",NULL,27.343
94500,20698,2,"2022-05-20 10:39:06.907000",NULL,27.306
94501,20699,2,"2022-05-20 12:11:19.173000",NULL,27.27
94502,20700,2,"2022-05-20 13:43:31.390000",NULL,27.233
94503,20701,2,"2022-05-20 15:15:43.558000",NULL,27.196
94504,20702,2,"2022-05-20 16:47:55.677000",NULL,27.16
94505,20703,2,"2022-05-20 18:20:07.747000",NULL,27.123
94506,20704,2,"2022-05-20 19:52:19.768000",NULL,27.086
94507,20705,2,"2022-05-20 21:24:31.740000",NULL,27.05
94508,20706,2,"2022-05-20 22:56:43.710000",NULL,27.014
94524,20707,2,"2022-05-21 00:28:55.568000",NULL,26.977
94525,20708,2,"2022-05-21 02:01:07.371000",NULL,26.94
94526,20709,2,"2022-05-21 03:33:19.118000",NULL,26.904
94527,20710,2,"2022-05-21 05:05:30.811000",NULL,26.867
94528,20711,2,"2022-05-21 06:37:42.448000",NULL,26.831
94529,20712,2,"2022-05-21 08:09:54.031000",NULL,26.794
94530,20713,2,"2022-05-21 09:42:05.558000",NULL,26.757
94531,20714,2,"2022-05-21 11:14:17.030000",NULL,26.721
94532,20715,2,"2022-05-21 12:46:28.446000",NULL,26.684
94533,20716,2,"2022-05-21 14:18:40.008000",NULL,26.647
94534,20717,2,"2022-05-21 15:50:51.352000",NULL,26.611
94535,20718,2,"2022-05-21 17:23:02.645000",NULL,26.574
94536,20719,2,"2022-05-21 18:55:13.885000",NULL,26.537
94537,20720,2,"2022-05-21 20:27:25.072000",NULL,26.501
94538,20721,2,"2022-05-21 21:59:36.208000",NULL,26.464
94539,20722,2,"2022-05-21 23:31:47.394000",NULL,26.428
94556,20723,2,"2022-05-22 01:03:58.474000",NULL,26.391
94557,20724,2,"2022-05-22 02:36:09.504000",NULL,26.355
94558,20725,2,"2022-05-22 04:08:20.483000",NULL,26.318
94559,20726,2,"2022-05-22 05:40:31.358000",NULL,26.281
94560,20727,2,"2022-05-22 07:12:42.211000",NULL,26.245
94561,20728,2,"2022-05-22 08:44:53.012000",NULL,26.208
94562,20729,2,"2022-05-22 10:17:03.761000",NULL,26.172
94563,20730,2,"2022-05-22 11:49:14.459000",NULL,26.135
94564,20731,2,"2022-05-22 13:21:25.105000",NULL,26.098
94565,20732,2,"2022-05-22 14:53:35.788000",NULL,26.061
94566,20733,2,"2022-05-22 16:25:46.346000",NULL,26.025
94567,20734,2,"2022-05-22 17:57:56.853000",NULL,25.988
94568,20735,2,"2022-05-22 19:30:07.307000",NULL,25.952
94569,20736,2,"2022-05-22 21:02:17.710000",NULL,25.915
94570,20737,2,"2022-05-22 22:34:28.060000",NULL,25.879
94571,20738,2,"2022-05-23 00:06:38.359000",NULL,25.842
94588,20739,2,"2022-05-23 01:38:48.605000",NULL,25.805
94589,20740,2,"2022-05-23 03:10:58.868000",NULL,25.769
94590,20741,2,"2022-05-23 04:43:09.041000",NULL,25.732
94591,20742,2,"2022-05-23 06:15:19.165000",NULL,25.696
94592,20743,2,"2022-05-23 07:47:29.240000",NULL,25.659
94593,20744,2,"2022-05-23 09:19:39.266000",NULL,25.622
94594,20745,2,"2022-05-23 10:51:49.244000",NULL,25.586
94595,20746,2,"2022-05-23 12:23:59.173000",NULL,25.549
94596,20747,2,"2022-05-23 13:56:09.053000",NULL,25.513
94597,20748,2,"2022-05-23 15:28:18.884000",NULL,25.476
94598,20749,2,"2022-05-23 17:00:28.666000",NULL,25.44
94599,20750,2,"2022-05-23 18:32:38.400000",NULL,25.403
94600,20751,2,"2022-05-23 20:04:48.101000",NULL,25.367
94601,20752,2,"2022-05-23 21:36:57.771000",NULL,25.33
94602,20753,2,"2022-05-23 23:09:07.399000",NULL,25.294
94618,20754,2,"2022-05-24 00:41:16.985000",NULL,25.257
94619,20755,2,"2022-05-24 02:13:26.528000",NULL,25.221
94620,20756,2,"2022-05-24 03:45:36.029000",NULL,25.184
94621,20757,2,"2022-05-24 05:17:45.488000",NULL,25.148
94622,20758,2,"2022-05-24 06:49:54.877000",NULL,25.111
94623,20759,2,"2022-05-24 08:22:04.246000",NULL,25.074
94624,20760,2,"2022-05-24 09:54:13.577000",NULL,25.038
94625,20761,2,"2022-05-24 11:26:22.870000",NULL,25.001
94626,20762,2,"2022-05-24 12:58:32.124000",NULL,24.965
94627,20763,2,"2022-05-24 14:30:41.340000",NULL,24.928
94628,20764,2,"2022-05-24 16:02:50.450000",NULL,24.891
94629,20765,2,"2022-05-24 17:34:59.543000",NULL,24.855
94630,20766,2,"2022-05-24 19:07:08.591000",NULL,24.818
94631,20767,2,"2022-05-24 20:39:17.594000",NULL,24.782
94632,20768,2,"2022-05-24 22:11:26.552000",NULL,24.745
94633,20769,2,"2022-05-24 23:43:35.464000",NULL,24.709
94650,20770,2,"2022-05-25 01:15:44.331000",NULL,24.672
94651,20771,2,"2022-05-25 02:47:53.338000",NULL,24.636
94652,20772,2,"2022-05-25 04:20:02.141000",NULL,24.599
94653,20773,2,"2022-05-25 05:52:10.904000",NULL,24.563
94654,20774,2,"2022-05-25 07:24:19.626000",NULL,24.526
94655,20775,2,"2022-05-25 08:56:28.307000",NULL,24.49
94656,20776,2,"2022-05-25 10:28:36.946000",NULL,24.453
94657,20777,2,"2022-05-25 12:00:45.545000",NULL,24.417
94658,20778,2,"2022-05-25 13:32:54.102000",NULL,24.38
94659,20779,2,"2022-05-25 15:05:02.617000",NULL,24.343
94660,20780,2,"2022-05-25 16:37:11.076000",NULL,24.307
94661,20781,2,"2022-05-25 18:09:19.493000",NULL,24.27
94662,20782,2,"2022-05-25 19:41:27.868000",NULL,24.234
94663,20783,2,"2022-05-25 21:13:36.200000",NULL,24.197
94664,20784,2,"2022-05-25 22:45:44.490000",NULL,24.161
94680,20785,2,"2022-05-26 00:17:52.737000",NULL,24.124
94681,20786,2,"2022-05-26 01:50:00.941000",NULL,24.088
94682,20787,2,"2022-05-26 03:22:09.185000",NULL,24.052
94683,20788,2,"2022-05-26 04:54:17.322000",NULL,24.015
94684,20789,2,"2022-05-26 06:26:25.421000",NULL,23.979
94685,20790,2,"2022-05-26 07:58:33.482000",NULL,23.942
94686,20791,2,"2022-05-26 09:30:41.506000",NULL,23.906
94687,20792,2,"2022-05-26 11:02:49.493000",NULL,23.869
94688,20793,2,"2022-05-26 12:34:57.442000",NULL,23.833
94689,20794,2,"2022-05-26 14:07:05.354000",NULL,23.796
94690,20795,2,"2022-05-26 15:39:13.220000",NULL,23.76
94691,20796,2,"2022-05-26 17:11:21.050000",NULL,23.723
94692,20797,2,"2022-05-26 18:43:28.844000",NULL,23.687
94693,20798,2,"2022-05-26 20:15:36.602000",NULL,23.65
94694,20799,2,"2022-05-26 21:47:44.323000",NULL,23.614
94695,20800,2,"2022-05-26 23:19:52.008000",NULL,23.578
94712,20801,2,"2022-05-27 00:51:59.657000",NULL,23.541
94713,20802,2,"2022-05-27 02:24:07.269000",NULL,23.505
94714,20803,2,"2022-05-27 03:56:14.901000",NULL,23.468
94715,20804,2,"2022-05-27 05:28:22.454000",NULL,23.432
94716,20805,2,"2022-05-27 07:00:29.975000",NULL,23.396
94717,20806,2,"2022-05-27 08:32:37.462000",NULL,23.359
94718,20807,2,"2022-05-27 10:04:44.916000",NULL,23.323
94719,20808,2,"2022-05-27 11:36:52.337000",NULL,23.286
94720,20809,2,"2022-05-27 13:08:59.725000",NULL,23.25
94721,20810,2,"2022-05-27 14:41:07.052000",NULL,23.213
94722,20811,2,"2022-05-27 16:13:14.362000",NULL,23.176
94723,20812,2,"2022-05-27 17:45:21.638000",NULL,23.14
94724,20813,2,"2022-05-27 19:17:28.879000",NULL,23.104
94725,20814,2,"2022-05-27 20:49:36.084000",NULL,23.067
94726,20815,2,"2022-05-27 22:21:43.255000",NULL,23.031
94727,20816,2,"2022-05-27 23:53:50.390000",NULL,22.994
94744,20817,2,"2022-05-28 01:25:57.391000",NULL,22.958
94745,20818,2,"2022-05-28 02:58:04.402000",NULL,22.922
94746,20819,2,"2022-05-28 04:30:11.367000",NULL,22.885
94747,20820,2,"2022-05-28 06:02:18.288000",NULL,22.849
94748,20821,2,"2022-05-28 07:34:25.163000",NULL,22.812
94749,20822,2,"2022-05-28 09:06:31.992000",NULL,22.776
94750,20823,2,"2022-05-28 10:38:38.777000",NULL,22.74
94751,20824,2,"2022-05-28 12:10:45.515000",NULL,22.703
94752,20825,2,"2022-05-28 13:42:52.209000",NULL,22.667
94753,20826,2,"2022-05-28 15:14:58.856000",NULL,22.63
94754,20827,2,"2022-05-28 16:47:05.459000",NULL,22.594
94755,20828,2,"2022-05-28 18:19:12.002000",NULL,22.557
94756,20829,2,"2022-05-28 19:51:18.543000",NULL,22.521
94757,20830,2,"2022-05-28 21:23:25.050000",NULL,22.485
94758,20831,2,"2022-05-28 22:55:31.523000",NULL,22.448
94775,20832,2,"2022-05-29 00:27:37.963000",NULL,22.412
94776,20833,2,"2022-05-29 01:59:44.368000",NULL,22.375
94777,20834,2,"2022-05-29 03:31:50.739000",NULL,22.339
94778,20835,2,"2022-05-29 05:03:57.077000",NULL,22.303
94779,20836,2,"2022-05-29 06:36:03.347000",NULL,22.266
94780,20837,2,"2022-05-29 08:08:09.601000",NULL,22.23
94781,20838,2,"2022-05-29 09:40:15.823000",NULL,22.194
94782,20839,2,"2022-05-29 11:12:22.011000",NULL,22.157
94783,20840,2,"2022-05-29 12:44:28.166000",NULL,22.121
94784,20841,2,"2022-05-29 14:16:34.291000",NULL,22.084
94785,20842,2,"2022-05-29 15:48:40.348000",NULL,22.048
94786,20843,2,"2022-05-29 17:20:46.370000",NULL,22.011
94787,20844,2,"2022-05-29 18:52:52.357000",NULL,21.975
94788,20845,2,"2022-05-29 20:24:58.309000",NULL,21.939
94789,20846,2,"2022-05-29 21:57:04.227000",NULL,21.902
94790,20847,2,"2022-05-29 23:29:10.109000",NULL,21.866
94806,20848,2,"2022-05-30 01:01:15.956000",NULL,21.83
94807,20849,2,"2022-05-30 02:33:21.768000",NULL,21.793
94808,20850,2,"2022-05-30 04:05:27.545000",NULL,21.757
94809,20851,2,"2022-05-30 05:37:33.366000",NULL,21.72
94810,20852,2,"2022-05-30 07:09:39.094000",NULL,21.684
94811,20853,2,"2022-05-30 08:41:44.794000",NULL,21.648
94812,20854,2,"2022-05-30 10:13:50.464000",NULL,21.611
94813,20855,2,"2022-05-30 11:45:56.106000",NULL,21.575
94814,20856,2,"2022-05-30 13:18:01.718000",NULL,21.539
94815,20857,2,"2022-05-30 14:50:07.301000",NULL,21.502
94816,20858,2,"2022-05-30 16:22:12.858000",NULL,21.466
94817,20859,2,"2022-05-30 17:54:18.374000",NULL,21.43
94818,20860,2,"2022-05-30 19:26:23.864000",NULL,21.393
94819,20861,2,"2022-05-30 20:58:29.326000",NULL,21.357
94820,20862,2,"2022-05-30 22:30:34.762000",NULL,21.321
94837,20863,2,"2022-05-31 00:02:40.170000",NULL,21.284
94838,20864,2,"2022-05-31 01:34:45.551000",NULL,21.248
94839,20865,2,"2022-05-31 03:06:50.905000",NULL,21.212
94840,20866,2,"2022-05-31 04:38:56.115000",NULL,21.176
94841,20867,2,"2022-05-31 06:11:01.381000",NULL,21.139
94842,20868,2,"2022-05-31 07:43:06.618000",NULL,21.103
94843,20869,2,"2022-05-31 09:15:11.826000",NULL,21.067
94844,20870,2,"2022-05-31 10:47:17.006000",NULL,21.03
94845,20871,2,"2022-05-31 12:19:22.156000",NULL,20.994
94846,20872,2,"2022-05-31 13:51:27.278000",NULL,20.958
94847,20873,2,"2022-05-31 15:23:32.372000",NULL,20.922
94848,20874,2,"2022-05-31 16:55:37.436000",NULL,20.885
94849,20875,2,"2022-05-31 18:27:42.472000",NULL,20.849
94850,20876,2,"2022-05-31 19:59:47.479000",NULL,20.813
94851,20877,2,"2022-05-31 21:31:52.457000",NULL,20.776
94852,20878,2,"2022-05-31 23:03:57.407000",NULL,20.74
94868,20879,2,"2022-06-01 00:36:02.327000",NULL,20.704
94869,20880,2,"2022-06-01 02:08:07.219000",NULL,20.668
94870,20881,2,"2022-06-01 03:40:12.082000",NULL,20.631
94871,20882,2,"2022-06-01 05:12:16.797000",NULL,20.595
94872,20883,2,"2022-06-01 06:44:21.573000",NULL,20.559
94873,20884,2,"2022-06-01 08:16:26.324000",NULL,20.522
94874,20885,2,"2022-06-01 09:48:31.051000",NULL,20.486
94875,20886,2,"2022-06-01 11:20:35.753000",NULL,20.45
94876,20887,2,"2022-06-01 12:52:40.430000",NULL,20.414
94877,20888,2,"2022-06-01 14:24:45.083000",NULL,20.377
94878,20889,2,"2022-06-01 15:56:49.711000",NULL,20.341
94879,20890,2,"2022-06-01 17:28:54.314000",NULL,20.305
94880,20891,2,"2022-06-01 19:00:58.893000",NULL,20.269
94881,20892,2,"2022-06-01 20:33:03.447000",NULL,20.232
94882,20893,2,"2022-06-01 22:05:07.976000",NULL,20.196
94883,20894,2,"2022-06-01 23:37:12.480000",NULL,20.16
94900,20895,2,"2022-06-02 01:09:16.960000",NULL,20.124
94901,20896,2,"2022-06-02 02:41:21.415000",NULL,20.087
94902,20897,2,"2022-06-02 04:13:25.741000",NULL,20.051
94903,20898,2,"2022-06-02 05:45:30.130000",NULL,20.014
94904,20899,2,"2022-06-02 07:17:34.493000",NULL,19.978
94905,20900,2,"2022-06-02 08:49:38.831000",NULL,19.942
94906,20901,2,"2022-06-02 10:21:43.145000",NULL,19.906
94907,20902,2,"2022-06-02 11:53:47.433000",NULL,19.87
94908,20903,2,"2022-06-02 13:25:51.696000",NULL,19.833
94909,20904,2,"2022-06-02 14:57:55.933000",NULL,19.797
94910,20905,2,"2022-06-02 16:30:00.146000",NULL,19.761
94911,20906,2,"2022-06-02 18:02:04.336000",NULL,19.725
94912,20907,2,"2022-06-02 19:34:08.485000",NULL,19.688
94913,20908,2,"2022-06-02 21:06:12.609000",NULL,19.652
94914,20909,2,"2022-06-02 22:38:16.708000",NULL,19.616
94931,20910,2,"2022-06-03 00:10:20.782000",NULL,19.58
94932,20911,2,"2022-06-03 01:42:24.854000",NULL,19.544
94933,20912,2,"2022-06-03 03:14:28.872000",NULL,19.508
94934,20913,2,"2022-06-03 04:46:32.866000",NULL,19.472
94935,20914,2,"2022-06-03 06:18:36.835000",NULL,19.435
94936,20915,2,"2022-06-03 07:50:40.779000",NULL,19.399
94937,20916,2,"2022-06-03 09:22:44.698000",NULL,19.363
94938,20917,2,"2022-06-03 10:54:48.592000",NULL,19.327
94939,20918,2,"2022-06-03 12:26:52.462000",NULL,19.291
94940,20919,2,"2022-06-03 13:58:56.307000",NULL,19.254
94941,20920,2,"2022-06-03 15:31:00.126000",NULL,19.218
94942,20921,2,"2022-06-03 17:03:03.898000",NULL,19.182
94943,20922,2,"2022-06-03 18:35:07.676000",NULL,19.146
94944,20923,2,"2022-06-03 20:07:11.428000",NULL,19.11
94945,20924,2,"2022-06-03 21:39:15.156000",NULL,19.074
94946,20925,2,"2022-06-03 23:11:18.859000",NULL,19.038
94963,20926,2,"2022-06-04 00:43:22.537000",NULL,19.001
94964,20927,2,"2022-06-04 02:15:26.190000",NULL,18.965
94965,20928,2,"2022-06-04 03:47:29.818000",NULL,18.929
94966,20929,2,"2022-06-04 05:19:33.422000",NULL,18.893
94967,20930,2,"2022-06-04 06:51:36.964000",NULL,18.857
94968,20931,2,"2022-06-04 08:23:40.506000",NULL,18.821
94969,20932,2,"2022-06-04 09:55:44.025000",NULL,18.784
94970,20933,2,"2022-06-04 11:27:47.520000",NULL,18.748
94971,20934,2,"2022-06-04 12:59:50.962000",NULL,18.712
94972,20935,2,"2022-06-04 14:31:54.408000",NULL,18.676
94973,20936,2,"2022-06-04 16:03:57.829000",NULL,18.639
94974,20937,2,"2022-06-04 17:36:01.225000",NULL,18.603
94975,20938,2,"2022-06-04 19:08:04.595000",NULL,18.567
94976,20939,2,"2022-06-04 20:40:07.940000",NULL,18.531
94977,20940,2,"2022-06-04 22:12:11.260000",NULL,18.495
94978,20941,2,"2022-06-04 23:44:14.561000",NULL,18.459
94994,20942,2,"2022-06-05 01:16:17.826000",NULL,18.423
94995,20943,2,"2022-06-05 02:48:21.066000",NULL,18.387
94996,20944,2,"2022-06-05 04:20:24.283000",NULL,18.351
94997,20945,2,"2022-06-05 05:52:27.477000",NULL,18.315
94998,20946,2,"2022-06-05 07:24:30.647000",NULL,18.279
94999,20947,2,"2022-06-05 08:56:33.793000",NULL,18.242
95000,20948,2,"2022-06-05 10:28:36.915000",NULL,18.206
95001,20949,2,"2022-06-05 12:00:39.969000",NULL,18.17
95002,20950,2,"2022-06-05 13:32:43.040000",NULL,18.134
95003,20951,2,"2022-06-05 15:04:46.087000",NULL,18.097
95004,20952,2,"2022-06-05 16:36:49.109000",NULL,18.061
95005,20953,2,"2022-06-05 18:08:52.106000",NULL,18.025
95006,20954,2,"2022-06-05 19:40:55.079000",NULL,17.989
95007,20955,2,"2022-06-05 21:12:58.027000",NULL,17.953
95008,20956,2,"2022-06-05 22:45:00.945000",NULL,17.917
95025,20957,2,"2022-06-06 00:17:03.835000",NULL,17.881
95026,20958,2,"2022-06-06 01:49:06.701000",NULL,17.845
95027,20959,2,"2022-06-06 03:21:09.543000",NULL,17.809
95028,20960,2,"2022-06-06 04:53:12.361000",NULL,17.773
95029,20961,2,"2022-06-06 06:25:15.156000",NULL,17.737
95030,20962,2,"2022-06-06 07:57:17.927000",NULL,17.701
95031,20963,2,"2022-06-06 09:29:20.674000",NULL,17.665
95032,20964,2,"2022-06-06 11:01:23.397000",NULL,17.629
95033,20965,2,"2022-06-06 12:33:26.096000",NULL,17.593
95034,20966,2,"2022-06-06 14:05:28.772000",NULL,17.557
95035,20967,2,"2022-06-06 15:37:31.423000",NULL,17.521
95036,20968,2,"2022-06-06 17:09:33.950000",NULL,17.485
95037,20969,2,"2022-06-06 18:41:36.534000",NULL,17.449
95038,20970,2,"2022-06-06 20:13:39.089000",NULL,17.413
95039,20971,2,"2022-06-06 21:45:41.614000",NULL,17.377
95040,20972,2,"2022-06-06 23:17:44.110000",NULL,17.341
95056,20973,2,"2022-06-07 00:49:46.576000",NULL,17.304
95057,20974,2,"2022-06-07 02:21:49.013000",NULL,17.268
95058,20975,2,"2022-06-07 03:53:51.420000",NULL,17.232
95059,20976,2,"2022-06-07 05:25:53.798000",NULL,17.196
95060,20977,2,"2022-06-07 06:57:56.146000",NULL,17.16
95061,20978,2,"2022-06-07 08:29:58.410000",NULL,17.124
95062,20979,2,"2022-06-07 10:02:00.691000",NULL,17.088
95063,20980,2,"2022-06-07 11:34:02.945000",NULL,17.052
95064,20981,2,"2022-06-07 13:06:05.172000",NULL,17.016
95065,20982,2,"2022-06-07 14:38:07.371000",NULL,16.98
95066,20983,2,"2022-06-07 16:10:09.542000",NULL,16.944
95067,20984,2,"2022-06-07 17:42:11.686000",NULL,16.908
95068,20985,2,"2022-06-07 19:14:13.802000",NULL,16.872
95069,20986,2,"2022-06-07 20:46:15.891000",NULL,16.836
95070,20987,2,"2022-06-07 22:18:17.791000",NULL,16.8
95071,20988,2,"2022-06-07 23:50:19.759000",NULL,16.764
95088,20989,2,"2022-06-08 01:22:21.700000",NULL,16.728
95089,20990,2,"2022-06-08 02:54:23.615000",NULL,16.692
95090,20991,2,"2022-06-08 04:26:25.502000",NULL,16.656
95091,20992,2,"2022-06-08 05:58:27.362000",NULL,16.62
95092,20993,2,"2022-06-08 07:30:29.195000",NULL,16.584
95093,20994,2,"2022-06-08 09:02:31.001000",NULL,16.548
95094,20995,2,"2022-06-08 10:34:32.780000",NULL,16.512
95095,20996,2,"2022-06-08 12:06:34.493000",NULL,16.476
95096,20997,2,"2022-06-08 13:38:36.215000",NULL,16.44
95097,20998,2,"2022-06-08 15:10:37.911000",NULL,16.404
95098,20999,2,"2022-06-08 16:42:39.581000",NULL,16.368
95099,21000,2,"2022-06-08 18:14:41.238000",NULL,16.332
