G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
102.6775773109511,74.8052699594275,80.0739106967901,84.9584840310665,82.05577397371538,29.377785737821842,59.117629830954314,53.30575904771806,-35.53865713694781,-1557.7411801125481,879.5123387753426,-1262.3881474884797
