G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
114.41246596140677,97.48215246777931,113.15470388827254,89.0740959322092,78.71418584668598,0.5788692011745973,-23.322295704893616,84.58469162955892,-29.527568740006075,-834.3194156898995,-89.18845212661634,-591.6541103957873
