rotate_ang,res_dmxl_x,res_dmxl_y,res_dmxl_z,G11,G12,G13,O1,G21,G22,G23,O2,G31,G32,G33,O3
0.0,123.23522166129824,227.09611853775962,78.93683101920887,-103.82810143764391,63.41468057365001,5.105210494257533,-70434.12210373046,-73.21841944291972,-95.51391904520858,7.605942417595997,-39250.78861284151,-0.03428838930133681,0.8895033513009912,76.7102790124724,-40629.76781959064
2.0,123.23521930198142,227.09611959970997,78.93683152275295,-105.97799259918317,59.75250158196603,5.105210499432529,-70434.12072503683,-69.84042905722545,-98.01102053434715,7.605942416266058,-39250.78897665518,-0.06531071353688972,0.8877648235171409,76.71027901228895,-40629.7676204041
4.0,123.2352204369032,227.09611722786318,78.93683066366496,-107.99876590119307,56.017523367223376,5.105210496732765,-70434.12103600679,-66.37734886691572,-100.3887106927451,7.605942416580189,-39250.788887617855,-0.0962534740794378,0.8849446432137447,76.71027901280492,-40629.76710165408
6.0,123.23522105035575,227.096117668859,78.93682980769616,-109.88795929541575,52.214296401733655,5.105210496086331,-70434.11982312097,-62.83339808285841,-102.64409267522306,7.605942413369655,-39250.78535210777,-0.127078955421773,0.8810463999578839,76.71027901231358,-40629.769560004475
8.0,123.23522024704366,227.09611961662853,78.93683086715474,-111.64327123358204,48.347454419030704,5.105210499316669,-70434.12109641657,-59.21289451957018,-104.77441863211716,7.605942417370985,-39250.788799595255,-0.15774962069141515,0.8760747052431959,76.7102790123636,-40629.76819369367
10.0,123.23522169430045,227.09611933153093,78.93683113216967,-113.26256299528542,44.42170847899632,5.105210498130527,-70434.12104069318,-55.5202491465968,-106.77709310392542,7.605942417012034,-39250.78858121127,-0.1882281032259195,0.870035670804349,76.7102790117804,-40629.76825101065
12.0,123.23522219158409,227.0961175757481,78.93683057604463,-114.74386177099487,40.44184153235176,5.105210496615294,-70434.12084428636,-51.759960902414974,-108.6496761361647,7.6059424176978885,-39250.78872859053,-0.21847722814089435,0.8629366025103296,76.71027901203637,-40629.76706839901
14.0,123.23522032675808,227.0961183424377,78.93683101419369,-116.08536282507275,36.41270242628636,5.105210497404932,-70434.12236705501,-47.93661111833671,-110.38988627453676,7.605942416887302,-39250.78915021293,-0.2484601891802957,0.8547861873875254,76.7102790124405,-40629.76700015892
16.0,123.23521793540067,227.0961185412737,78.93683106455063,-117.28543174730683,32.339200057261664,5.105210497923374,-70434.1211054619,-44.05485795826937,-111.9956033396232,7.605942415448269,-39250.788848023374,-0.2781404715383503,0.8455943440743241,76.71027901201539,-40629.76841927204
18.0,123.2352238033319,227.0961182181722,78.93683095025251,-118.34260643742118,28.226297352163414,5.105210497946215,-70434.12094511958,-40.119430739800244,-113.46487101361181,7.605942417800398,-39250.78854865167,-0.307481822107476,0.8353722300173313,76.71027901240883,-40629.767082110564
20.0,123.23521791889726,227.09611808711702,78.93683110702852,-119.25559889011282,24.07900525025519,5.105210495673534,-70434.1210697746,-36.13512417486985,-114.79589922130327,7.605942418752852,-39250.788993520844,-0.3364486036250709,0.8241324209638353,76.71027901226768,-40629.768065892116
21.999999999999996,123.23522346700426,227.09611949335164,78.93683090916129,-120.02329676607974,19.902376592422662,5.105210497829797,-70434.1207152237,-32.10679252692957,-115.9870663079519,7.605942416282325,-39250.78835782772,-0.3650054368899388,0.8118885042564405,76.71027901203065,-40629.768003143174
24.0,123.23521887047256,227.0961195944299,78.9368310950659,-120.64476474287824,15.701499953390952,5.105210499157878,-70434.12069499507,-28.039343698148613,-117.03692102070914,7.605942416820684,-39250.78860873372,-0.3931175964551399,0.7986554048679825,76.71027901263749,-40629.76724947432
26.000000000000004,123.23521984535039,227.0961210199478,78.93683115500993,-121.1192456582077,11.481493455525543,5.105210500861956,-70434.12070174117,-23.937733248575547,-117.94418427362754,7.605942417082652,-39250.78856554079,-0.42075081068428666,0.7844492519318194,76.71027901242607,-40629.76819690177
28.0,123.2352207719796,227.09611897811905,78.93683094127071,-121.44616142775702,7.247498521441279,5.105210503686829,-70434.12112593124,-19.80695835840537,-118.7077507063651,7.605942416232424,-39250.7889981186,-0.4478713555872758,0.769287375820443,76.71027901239941,-40629.76797616796
29.999999999999996,123.23521888329716,227.0961168636845,78.93683146586578,-121.62511375799897,3.004673628474872,5.10521049859077,-70434.12071949997,-15.65205174078168,-119.32669002926136,7.605942416043239,-39250.788549262936,-0.4744462819248947,0.7531882932799845,76.71027901168638,-40629.76806800798
32.0,123.23522354120128,227.09611855188993,78.93683395381848,-121.65588468707779,-1.2418119899091744,5.105210497939716,-70434.12206875443,-11.478075514011834,-119.8002482099798,7.605942420781419,-39250.78829681125,-0.5004431886669292,0.736171557830493,76.71027901151044,-40629.76643318013
34.0,123.23522070056222,227.0961177157798,78.9368311615829,-121.5384365331636,-5.4867846519098125,5.105210497701837,-70434.12072342684,-7.29011500909092,-120.12784814618409,7.605942417349286,-39250.78892865541,-0.5258303141342877,0.7182578968456539,76.71027901212288,-40629.76801975846
36.0,123.23521827140416,227.09611693334185,78.93683074201438,-121.27291257611792,-9.725072524513815,5.1052104948636545,-70434.12105167903,-3.093272624059465,-120.30909085250208,7.605942417767342,-39250.78838189234,-0.5505768235455649,0.699469110368709,76.71027901237932,-40629.767675749885
38.0,123.23521890095655,227.09611791114634,78.93683110499181,-120.85963626002099,-13.951511879959474,5.105210499822416,-70434.12096822553,1.1073384263811152,-120.34375546064743,7.605942418363218,-39250.78893539078,-0.5746525461776356,0.6798281450094334,76.71027901251897,-40629.767102889775
