rotate_ang,res_dmxl_x,res_dmxl_y,res_dmxl_z,G11,G12,G13,O1,G21,G22,G23,O2,G31,G32,G33,O3,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
-12,52.74672208220696,42.525726848170706,345.4432393098636,-33.664248747883434,8.96732928849281,6.1635968132569605,801382.2088432173,19.53001343924975,95.45166876085031,25.778901550890275,-119328.1928301205,0.9174424849092093,-0.1155436681351027,117.2279473265282,-57233.01060803431,35.37915437095725,100.78191434646821,117.23159422887514,79.96699212108116,75.1796599532035,0.4519376133435747,-14.915838121483153,78.43652267532251,-7.178098761966643,22651.253911853586,-1184.0238757510983,-488.2046600534699
-11,47.661475152139325,29.2503479763151,380.206127835705,-35.89332973936981,-0.6373515408910891,-1.1812897916952116,808790.1438151182,19.54693088321723,95.45041368063562,25.778859385174055,-119572.3977127729,0.9818287008004306,-0.12700588919496572,117.22852462601044,-58204.42717405316,35.918418427566785,100.78399461203311,117.23270492522444,91.88469118792874,75.17999766328019,0.48385831886171915,1.0172841666402244,78.42662812403461,-7.370650044208945,22517.420844855056,-1186.4224887400578,-496.4862596250611
-10,47.01499936238022,38.1995149221084,372.5337923298986,-34.194649993103,10.479594477520251,-4.111180745772688,809546.0925369858,19.525505836489828,95.45254644741158,25.778606325540693,-119259.193668842,0.9912161492434526,-0.12880994518720051,117.23298408536596,-58359.59983539924,35.99996938454954,100.78179669738613,117.2372451869122,96.55745919171382,75.17981587117079,0.48850283130349836,-17.03866972593302,78.43922315108784,-7.404174887628395,22487.410583310848,-1183.3406188117212,-497.79061033339786
-9,55.051955841775815,40.65870253189872,397.18993944943196,-34.736428662486475,8.334810015173781,6.500836543756619,813444.8932702916,19.53428036736308,95.45120094226378,25.779357398850685,-119392.65497469058,1.0280781869170708,-0.13467877896756042,117.23571534978392,-58921.20742729931,36.309081646079875,100.78241482862396,117.24030039498994,79.68605854330069,75.17946716494902,0.5067250746366018,-13.492718728892116,78.4340091893736,-7.463277875639746,22403.345289734574,-1184.657612915036,-502.56786470855207
-8,53.18743787921659,27.505524284071637,518.468439334107,-36.617070107294595,-0.43110005049075806,2.1619966827887716,818480.6288961665,19.466519788725687,95.46440455393223,25.78588449926763,-118389.14594098566,1.0924330391223331,-0.14449867096400387,117.23631650905308,-59889.542162070924,36.6833736201082,100.78347964290207,117.24149520720788,86.62121832472124,75.17578892982166,0.5385287007755828,0.6745234461971589,78.47460533210717,-7.5349063127981015,22312.032621980867,-1174.6880179218292,-510.82206053602926
-7,51.8390319330913,27.52006797224152,542.8098591042932,-36.11364968221733,3.7073564014464235,-5.746712637866067,819256.6919590848,19.551557997863462,95.44876185166837,25.783701776099115,-119663.24557755375,1.08597931361114,-0.142247903978992,117.24145304279031,-59804.098950886066,36.755474299748485,100.78456645954844,117.24656880745204,98.99509111325499,75.17723604486382,0.5352348917246005,-5.861339580230388,78.42376750962512,-7.462450411725114,22289.378863074307,-1187.3171635419255,-510.0712077050139
-6,52.539543390224665,46.07428439199628,653.6196619485529,-35.005551846417035,11.118202170035127,-3.4045462034904044,820912.4575782204,19.517018223615125,95.45885947098667,25.787229854352546,-119152.014022344,1.1691571699545862,-0.15394008200163406,117.23909165841084,-61045.38189034327,36.88623068866844,100.78833799306206,117.24502223517278,95.29585578010719,75.17572875742951,0.5762895175227024,-17.62050059749222,78.4448570163883,-7.500848798041814,22255.254664185766,-1182.2004052745272,-520.66502036988
-5,57.1843215078345,50.64626519894247,549.8016008036894,-35.10204993047707,11.747272340865289,3.2326704422320542,824625.0457690218,19.56249803174172,95.45155386254027,25.790655537335507,-119837.97647616814,1.145509636654928,-0.1485487810046393,117.2427046252204,-60700.086273411755,37.15645939752932,100.79111258965652,117.24839464531992,85.00886691493326,75.17413177799861,0.5644725591472843,-18.503362548394797,78.41779468181058,-7.388836749820917,22193.316024719366,-1188.973644571776,-517.705052227209
-4,57.86248431000579,40.24745148150536,555.2109853107658,-35.95179028249201,7.6797672167743904,6.726870189451121,827541.4836522422,19.656648640876288,95.43838660927544,25.785461846978528,-121243.87538805847,1.1592712555062585,-0.1497566544829659,117.24313205729172,-60907.93208884711,37.37326359265211,100.79563243035075,117.24895885040067,79.63073464734315,75.177865756676,0.5712151669031397,-12.057896571870891,78.36200682303492,-7.36080248382172,22142.606882609623,-1202.8683432472865,-519.475248957735
-3,55.225141912635124,29.258904419140354,743.6461112171531,-36.697568163530285,3.6343974662015066,6.533050966473546,828415.1670298858,19.701123805353237,95.43439731508752,25.78504587918127,-121910.57532206568,1.1747736841610938,-0.15169685604805214,117.24233916391695,-61139.34083575602,37.45131651877974,100.80043184966681,117.24832279300232,79.95386148031945,75.17883223622903,0.5788532686890453,-5.655928112733019,78.33592117071794,-7.357807676512232,22119.787607853035,-1209.425129287962,-521.4517306460351
-2,62.37945215075947,28.49455621712538,868.429582264852,-37.07386978624828,1.3555083281680498,5.012918279451279,827988.2290673663,19.657652981367132,95.44636084161736,25.78705605941089,-121270.40179012368,1.226888070952577,-0.16030577050944259,117.23991267801696,-61911.7502854549,37.435792678022494,100.80378653034458,117.24644163908663,82.30457270350185,75.17815489039855,0.6046608491375286,-2.093936425530274,78.36237425146888,-7.44412215331138,22117.555682304413,-1203.0341911175938,-528.0480108388662
-1,58.93737094616956,26.601329207210398,842.5775100964178,-37.19729010513782,0.5054510282455393,3.921114440660596,827465.6227174111,19.68726777386263,95.44429780304732,25.787188980777675,-121717.2284153026,1.2016060088244338,-0.15694480995925822,117.24049546135943,-61534.33380567811,37.406804332427214,100.80764659016148,117.2467580135965,83.98299873928602,75.17865729816333,0.5921951177753252,-0.7785090887015127,78.34507611434553,-7.441421976751035,22120.72475809161,-1207.420592905517,-524.8275930882651
1,67.46330569041491,25.83097227560542,850.8163781616689,-37.06409832372816,1.3574810021972943,5.011727661204216,827909.2819871928,19.691824486094795,95.4480402160547,25.781265333050776,-121671.54434448811,1.175073143543547,-0.1488579635102023,117.24074283425587,-61029.77307439336,37.42602775305435,100.81056479779251,117.24672590701242,82.30439199890567,75.18257871839637,0.57883030014177,-2.097533364661961,78.34289692235443,-7.219758196041336,22121.217016401824,-1206.9324736801038,-520.5243268182658
2,60.26487851762717,30.162123289261736,850.9951242814069,-36.72515387667835,3.640652434294129,6.532063046631362,828933.4537685285,19.742839479110128,95.43943919369538,25.777729548250097,-122319.4407679469,1.148792007575158,-0.14615061803887608,117.24424601325256,-60751.30292032385,37.47878233158331,100.81149540091008,117.24996505882598,79.96283371855712,75.18479729457215,0.5659066706345975,-5.661370955277311,78.31250263973459,-7.250285446272296,22117.406228269792,-1213.3481432995652,-518.1349341114435
3,62.5964822248102,42.39710625071461,684.8670529149296,-36.07461879938731,7.692481294385836,6.727397487663171,829465.1384760077,19.723526484977114,95.4426723043709,25.77762946225031,-121992.40000434149,1.2135863600956347,-0.15926891520640457,117.24904817709377,-62004.24649840829,37.49413643414929,100.81075029130672,117.25543679026238,79.66371178826981,75.18474412528995,0.5981035826983429,-12.037353242611077,78.32400627301361,-7.476666860647963,22122.529476916796,-1210.113005327581,-528.796345787503
4,62.02081562031112,50.8609165958779,539.2909775560431,-35.33720232221137,11.765657686638509,3.2367169611783213,828075.9819571176,19.68215577518102,95.44972739568742,25.785177448384015,-121448.86492400491,1.3050371107618626,-0.17521989360076237,117.25448299586643,-63712.845510382875,37.38482185923635,100.81127462696911,117.26187618531227,85.0332065121243,75.18038550802582,0.6433945979970606,-18.415378264379818,78.34866436214007,-7.647045689005971,22150.05825291988,-1204.7151012959698,-543.3381042760706
5,51.07618321819265,46.617195624118295,690.6491723526747,-35.15680052126962,11.130734614920089,-3.3974743583466926,822681.4441776457,19.71445258172348,95.44733456945865,25.787663820594933,-122101.53383515199,1.429149845811872,-0.19606991320426065,117.25631005603634,-65858.29230214903,37.03291384668168,100.81595569320969,117.26518307089269,95.26383221706661,75.17962769702375,0.7048414405308498,-17.567922754452308,78.32978492250899,-7.8118343509639905,22214.872088747663,-1211.1330294454172,-561.6184666026095
6,47.32185405773549,28.44951637199866,687.4367843931161,-35.78278942813215,3.6864199843320997,-5.758748265419732,812854.4702349289,19.84290014863896,95.42640826472342,25.79152341526385,-124263.7404063756,1.4303536978171045,-0.1976357155041953,117.26261792217502,-66094.2748021174,36.43021950446365,100.82233264854882,117.27150776526626,99.0952457723446,75.17831772769281,0.7054904952953763,-5.881983495942649,78.25335031929497,-7.866896167886141,22312.64267115747,-1232.502136600429,-563.6004521610948
7,50.076760600201375,28.73263375862362,688.850500157096,-35.7429197602416,-0.535478336183809,2.085006768145006,802139.271828637,19.866582733940813,95.43100049390566,25.7978910252256,-124927.753487064,1.5015786831112037,-0.20918247123529518,117.2600867283426,-67273.06460087412,35.80768497485982,100.8329715229188,117.2698871636972,86.66189821566863,75.17617462680353,0.7407473140022366,0.8583057528252516,78.24027103633027,-7.930740714885693,22401.3161529937,-1238.9573727743268,-573.6601801873276
8,60.049612170488835,48.0837065653217,646.809077365861,-33.768207251808036,8.102436929025677,6.408177465592149,793584.3526345878,20.051203438294124,95.40632355867265,25.78987998136616,-128041.73251489409,1.4646243484921877,-0.20248472978724025,117.26197115715885,-66680.77494230303,35.31297273836377,100.84411358011565,117.27129232770632,79.54471683147649,75.18255821204674,0.7224035615960872,-13.492632376900549,78.13108992824817,-7.871262584637553,22472.884356531198,-1269.6996182446612,-568.6027127250234
9,44.166436640866685,49.895049427884686,680.9873909397148,-33.01899367905401,10.216297173419054,-4.077227979016148,786052.5496400957,20.138285347197463,95.39792130514456,25.78324543053024,-129654.836221959,1.398960283913043,-0.1920472707545063,117.2642845226025,-65445.53211535177,34.803023712112875,100.85182036531945,117.27278625763115,96.72773845137769,75.18761525864694,0.6899147258655646,-17.192416667816453,78.07999502182903,-7.816624686993463,22585.754506339552,-1285.5973819045137,-558.0623962628254
10,49.00781897286124,36.47504291507591,790.4839075417375,-34.27620895909287,-0.8267032357463978,-1.2209782768047688,778608.8805936546,20.208993790750114,95.39027765333506,25.778104428831423,-130879.6708176777,1.3218243980991298,-0.18083784148517432,117.26888022671912,-63893.27127337141,34.307910557185224,100.85741999852401,117.27646904512821,92.03952024223554,75.19147736373769,0.6518108894103543,1.3816412685626827,78.03841468416742,-7.790231777021628,22694.733312186156,-1297.6702241599385,-544.8089611973664
11,60.69647249062279,51.44890185475519,578.8578622271227,-31.730340939294713,8.50876380155759,6.028453706277663,762624.2301018365,20.197084398340234,95.39171498038287,25.774345082808928,-130746.80057296771,1.199121161135432,-0.15861069569751934,117.27948013989572,-61697.66467584724,33.39993789879424,100.8554330194462,117.28571742030684,79.60152527096318,75.19338798418858,0.5909008642155311,-15.011193854964995,78.04543586126158,-7.534912770627658,22833.103235481394,-1296.3783572051898,-526.0458479760717
