rotate_ang,res_dmxl_x,res_dmxl_y,res_dmxl_z,G11,G12,G13,O1,G21,G22,G23,O2,G31,G32,G33,O3,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
0,16.511750795638246,9.181928047606634,92.7722093320095,113.19174375079942,42.382930489755466,-0.3164270435558785,-132319.78557512723,-32.09555852723969,115.36614690205113,0.9053240211731514,57456.05282090536,0.20922857880662254,-0.14092563834917296,94.91916548547073,-61270.06630402228,120.86680179569565,119.75095966122535,94.9195006997609,90.14999945857893,89.56683654330111,0.15227243677334967,20.527650001295832,-74.45311177360263,-33.96218620283678,-1094.757068188094,479.79617853124637,-645.4950337109876
