rotate_ang,res_dmxl_x,res_dmxl_y,res_dmxl_z,G11,G12,G13,O1,G21,G22,G23,O2,G31,G32,G33,O3,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
0,39.57467025097966,32.5095130773747,37.17370346755406,147.10631230380932,-34.43360216010281,7.2309440659948665,-501816.259499043,-57.98649189263199,98.20567137713059,26.13006217577298,300640.37781634455,5.454056176461995,-2.2959481395416295,110.22003841995404,-117511.73926846399,151.25550115427757,117.00242425675206,110.37877955445789,87.25986462604304,77.09534926073191,3.0732057587906203,-13.174202241627528,-59.43986103567499,-22.829223066062188,-3317.672783267569,2569.5226378952143,-1064.6225637101459
