rotate_ang,res_dmxl_x,res_dmxl_y,res_dmxl_z,G11,G12,G13,O1,G21,G22,G23,O2,G31,G32,G33,O3
0.0,109.28607177620687,89.56554648374001,108.25349104524962,-102.63514545588595,71.26706673022976,6.086257878663576,-163047.065645215,-74.26330555493647,-105.42747004039646,8.075896855315834,91929.03865484233,-0.09735523539755286,0.8082597005394029,73.75309251034703,-43124.668557842546
2.0,109.28606147727247,89.5655538670485,108.2534907980573,-105.05980766095851,67.6417379044062,6.086257876564174,-163047.0658034253,-70.53870071309959,-107.95499845474194,8.07589685584146,91929.0386725289,-0.12550374545863513,0.8043690254088103,73.75309250999996,-43124.66698758034
4.0,109.286070960304,89.56554713735676,108.25349104069073,-107.35647069284991,63.93399794534392,6.086257882001482,-163047.06114852207,-66.72815533441305,-110.35100029693929,8.0758968585757,91929.03684117895,-0.15349931051041915,0.7994981734550461,73.75309251954477,-43124.66502268917
6.0,109.28610686354877,89.56553749045946,108.25349129789893,-109.52233635824176,60.14836426086769,6.086257885586069,-163047.06565776677,-62.83631197046356,-112.61255650725874,8.075896859513904,91929.03852141224,-0.18130786154481765,0.7936540152855278,73.7530925095396,-43124.66476583508
8.0,109.28607533120041,89.56556095417558,108.25349101797676,-111.55476594520354,56.289449050066885,6.0862578803768175,-163047.06552100845,-58.86791225332487,-114.73691156689083,8.075896858092536,91929.03813881874,-0.20889571530640497,0.7868441325563088,73.75309251029961,-43124.66744402202
10.0,109.28609491376503,89.56553467505232,108.25349093273847,-113.45128326214365,52.361953990768804,6.086257883670938,-163047.06589251242,-54.82779103195205,-116.72147752361991,8.07589685914393,91929.03854413185,-0.23622898308303883,0.7790748075732814,73.75309251049124,-43124.66841019996
12.0,109.28609237234468,89.56557215197006,108.25349122605718,-115.20957763708905,48.37066377429141,6.086257881468876,-163047.0658062639,-50.720870616838766,-118.56383619767415,8.075896857719654,91929.03816537728,-0.263273868477801,0.770353401951265,73.75309250871769,-43124.66199404256
14.0,109.28608922344408,89.56554103721788,108.25349108446176,-116.82750689631658,44.32044139896999,6.086257879403231,-163047.06586134885,-46.55215459805628,-120.2617432691788,8.075896858348722,91929.03868397277,-0.2899995615823912,0.7607004892129993,73.75309251177153,-43124.67349375814
16.0,109.28607903084945,89.56555727441854,108.25349119856881,-118.30309982699745,40.216221367346186,6.086257879479063,-163047.06575018406,-42.326721976273966,-121.81312980811158,8.075896857783244,91929.0385448632,-0.31637017845417015,0.7501135421989187,73.75309250980452,-43124.66653811395
18.0,109.28609297663051,89.56556376268026,108.25349086552998,-119.63455865897716,36.06300408633727,6.086257882096914,-163047.0657354975,-38.049720765841016,-123.21610581451013,8.075896855955252,91929.03850389725,-0.3423556688990983,0.7386142785479768,73.75309250930887,-43124.66350243396
20.0,109.28607275424012,89.56554846220939,108.25349092841901,-120.82026119496693,31.86584954905153,6.08625787962248,-163047.06561143874,-33.726361822168826,-124.46896200587435,8.075896856065894,91929.03855701577,-0.3679247367942373,0.7262173039473554,73.75309250993678,-43124.66610831787
21.999999999999996,109.28608044789037,89.5655292603988,108.25349123936229,-121.8587628729733,27.6298714395076,6.086257883610556,-163047.06700089367,-29.361912520331288,-125.57017190832202,8.075896858206683,91929.03448901257,-0.393045166588335,0.7129343746033876,73.7530924874949,-43124.66222805355
24.0,109.28610371673885,89.56554413888887,108.25349109994931,-122.74879835605721,23.360230446134505,6.086257873049738,-163047.06513844733,-24.961690241093486,-126.51839389410435,8.07589685811128,91929.03820450536,-0.4176866939511904,0.6987827961102031,73.75309250983325,-43124.665338952065
26.000000000000004,109.28606638862725,89.56553185995438,108.25349099952372,-123.48928344356726,19.062128851341104,6.086257878384184,-163047.0656223189,-20.531055969377345,-127.31247276394797,8.07589685843562,91929.03847655331,-0.44182014095473365,0.6837814751984141,73.75309251044071,-43124.66918362626
28.0,109.28609562400123,89.56553884501042,108.2534907472829,-124.07931592818956,14.740803098468975,6.08625788070676,-163047.0662205432,-16.075407758345897,-127.95144100797779,8.075896858643484,91929.0386936611,-0.46541440138060586,0.6679451944469255,73.75309251003581,-43124.667726912405
29.999999999999996,109.28610536409022,89.56554057493847,108.25349089899346,-124.51817675402654,10.401517693714652,6.086257883190356,-163047.06620494756,-11.600174169147108,-128.43452007356953,8.075896857807264,91929.03870328041,-0.4884419976804698,0.6512958483516652,73.75309250913904,-43124.66039785024
32.0,109.2860676239962,89.5655597659899,108.2534909627948,-124.80533127491618,6.049559504646781,6.086257875976668,-163047.06555586832,-7.11080753427872,-128.76112149311007,8.075896858065297,91929.0387009035,-0.5108741071758336,0.633852379324104,73.75309251029913,-43124.66753118299
34.0,109.28611272588864,89.565523419122,108.2534916745967,-124.94042919346435,1.6902300882014554,6.086257880467534,-163047.06326868632,-2.6127775573672496,-128.93084720123514,8.075896858106605,91929.03858631865,-0.5326841278461978,0.6156371145518423,73.7530925108901,-43124.67148460106
36.0,109.28608131188392,89.56552711817754,108.25349092846477,-124.92330773678242,-2.6711566741408865,6.086257877573791,-163047.06314171694,1.888435991922518,-128.9434909525765,8.075896857572804,91929.03908416048,-0.5538437446742259,0.596669928397999,73.75309250945344,-43124.664031769964
38.0,109.2860857868732,89.56554084889679,108.25349121531012,-124.75398577466596,-7.0292900951587844,6.086257882316216,-163047.06571335814,6.3873482272603255,-128.79903619919023,8.07589685724683,91929.03801126669,-0.5743307626261249,0.5769787768149901,73.75309251012817,-43124.66630974558
40.0,109.2860847685225,89.56555495669647,108.25349112732448,-124.43267025089594,-11.378859452540576,6.08625788267528,-163047.06528583387,10.878478889587724,-128.49766021147605,8.07589685932924,91929.03839104484,-0.5941159662721368,0.5565819849415969,73.75309250907084,-43124.66188347671
42.0,109.28609486691731,89.56554126694206,108.25349111486285,-123.95975278812338,-15.714565295360076,6.08625788240591,-163047.06546935622,15.356355696082904,-128.0397294855928,8.075896857577025,91929.03853164139,-0.6131781516122942,0.535508247859355,73.75309250861704,-43124.66084523937
43.99999999999999,109.28608787458202,89.56554019519831,108.25349111253487,-123.3358094911554,-20.03112533296413,6.086257882981971,-163047.06567761773,19.815523128571364,-127.42580204921146,8.075896856783556,91929.03860830284,-0.6314940231941852,0.5137828795141983,73.75309250942588,-43124.662275558905
46.0,109.28607742452833,89.56556448080048,108.25349094718815,-122.56160050688173,-24.3232805405822,6.086257879695047,-163047.06612749244,24.250548387349852,-126.65662589236274,8.075896856900762,91929.03856075893,-0.6490410307922612,0.49143193150511777,73.75309250934862,-43124.665434138085
48.0,109.28606938319669,89.56554253496023,108.25349088161559,-121.63806909478986,-28.585801530807647,6.086257877297472,-163047.06814977084,28.65602813575397,-125.7331381891897,8.075896862211925,91929.03853354816,-0.6657979709959183,0.4684828168200659,73.75309253147894,-43124.670542108164
50.0,109.28606198937794,89.56555809869458,108.2534920242588,-120.5663394119954,-32.81349608807992,6.086257876618358,-163047.05923199287,33.026594203761505,-124.65646341557736,8.075896859042475,91929.03355349989,-0.6817413585897711,0.44496072260064023,73.7530925097861,-43124.665347636146
52.00000000000001,109.28611816271375,89.5655263594185,108.25349085317671,-119.34772008019239,-37.001210835502455,6.086257878855286,-163047.06579079037,37.35692386770229,-123.427915129091,8.07589685864768,91929.03870836267,-0.696856359788866,0.420898268370582,73.75309251102958,-43124.67212322057
54.0,109.28608268518123,89.56556129063527,108.25349103020993,-117.98369303639295,-41.14384606079882,6.086257880293806,-163047.06246754824,41.64173911293781,-122.04898830807207,8.075896861403834,91929.03673636595,-0.7111189506326625,0.39632047728389774,73.75309251713303,-43124.66703420058
56.0,109.28610459983926,89.56555774560553,108.25349105959612,-116.47592104340887,-45.236353844902766,6.0862578779536864,-163047.06576799598,45.875820372986546,-120.52136363434998,8.075896858017842,91929.0386400553,-0.724517721697115,0.3712617359371583,73.75309251024989,-43124.66765601805
58.0,109.28608060191252,89.56557898515078,108.25349074195827,-114.82624106499246,-49.27374811114417,6.086257878358612,-163047.06578306248,50.054008982919335,-118.84690222638845,8.075896858273873,91929.03854029487,-0.7370332701856915,0.34575035374084223,73.75309251055678,-43124.667869641096
59.99999999999999,109.28609336867568,89.56556545719427,108.25349106658219,-113.03666268990743,-53.25111008273843,6.086257884240112,-163047.06367278204,54.17121472478141,-117.02764431022823,8.075896857462137,91929.03992825357,-0.7486512447695668,0.31981785552056297,73.75309250951395,-43124.66388801165
62.0,109.28607664835341,89.56553273911932,108.25349121146324,-111.10936715863481,-57.16359342669758,6.086257873135771,-163047.0655359971,58.222420775751914,-115.06580599726578,8.075896859285908,91929.03869033934,-0.7593583601950983,0.29349640040140224,73.75309251150722,-43124.673879065456
64.0,109.28606856031394,89.56555842490741,108.2534910712453,-109.04670176367833,-61.00643186920928,6.086257882798596,-163047.06584998514,62.20269194970162,-112.96377782702294,8.075896856899703,91929.0385669115,-0.7691348413678927,0.26681451470949524,73.75309250885044,-43124.66348438697
66.0,109.28609723463265,89.5655780234895,108.25349100250227,-106.85117958736467,-64.7749434548541,6.08625788265966,-163047.06557683254,66.1071787458015,-110.72412070463658,8.075896856876504,91929.03866831149,-0.777978857229938,0.2398099979456148,73.75309250995335,-43124.66564100603
68.0,109.28607693975732,89.56554469298692,108.25349113978096,-104.5254758854303,-68.46453666844064,6.086257878738095,-163047.0658036896,69.93112410660488,-108.34956328845608,8.07589685703884,91929.03848207634,-0.7858727636568018,0.21251221482575905,73.7530925088699,-43124.6619994412
70.0,109.28608064174048,89.56555423043062,108.25349110153161,-102.07242388202914,-72.07071642883449,6.086257882383816,-163047.06633070204,73.66986919984704,-105.84299863216336,8.075896856762572,91929.03962941564,-0.79281412449021,0.1849575000806215,73.75309251872092,-43124.67221107952
72.0,109.28609798023582,89.56555625710881,108.25349088098005,-99.49501242746189,-75.58908911174292,6.086257880751412,-163047.06580432347,77.31885890116203,-103.20748058527919,8.075896856978687,91929.03871011056,-0.7987852630353006,0.1571757425175272,73.75309251058086,-43124.66896824344
74.0,109.28608915800223,89.56553189741712,108.25349117072807,-96.79638156351992,-79.01536814571594,6.086257881909516,-163047.06570990177,80.87364748645103,-100.44622012015988,8.075896860265136,91929.03873275357,-0.8037829397044607,0.129202441872656,73.7530925096003,-43124.666328305124
76.0,109.28610435194241,89.56557559856654,108.25349105925905,-93.97981924015511,-82.34537911840427,6.086257881076481,-163047.0656457848,84.32990390545172,-97.56258138627658,8.075896856496906,91929.03834559985,-0.807800490927586,0.10107164656873394,73.7530925087119,-43124.66140837027
78.0,109.28607982959328,89.56552360237488,108.25349165901284,-91.04875677415409,-85.57506497546854,6.0862578816116795,-163047.06429712422,87.6834167327249,-94.56007755280018,8.075896858525287,91929.03474314763,-0.8108364835496529,0.07281841423316661,73.75309251013391,-43124.66399433905
80.0,109.28607801250669,89.56550082934025,108.25349079317486,-88.00676590205744,-88.70049069747746,6.086257883852702,-163047.06587180233,90.93010218171457,-91.44236712039353,8.075896859928891,91929.03863044159,-0.8128877468110699,0.044476962777203005,73.75309251120565,-43124.67292002494
82.0,109.28609159324685,89.56558436652121,108.25349095272912,-84.85755184297155,-91.71784866449609,6.0862578785538926,-163047.05864898732,94.06600275543784,-88.21324808885407,8.075896856236694,91929.04648104546,-0.8139403826485165,0.016079867928542324,73.7530925048453,-43124.65800159099
84.0,109.2860796528605,89.56554240905301,108.25349068536988,-81.6049528399749,-94.62346231229793,6.086257880603834,-163047.06715377804,97.0872980799564,-84.87665482319805,8.075896856963391,91929.03714386048,-0.814007317584942,-0.012335855928679973,73.75309252119563,-43124.66904066848
86.00000000000001,109.28606438460999,89.5655471271593,108.25349109742837,-78.25292958942562,-97.41379212962867,6.086257884584668,-163047.0656925636,99.9903076037443,-81.43665241439494,8.075896857744153,91929.03823679622,-0.8130808944976382,-0.040736785949869174,73.75309250965005,-43124.665958872436
87.99999999999999,109.28606928824978,89.56553153076304,108.25349101284073,-74.80556770011054,-100.08543813722221,6.086257881821867,-163047.0657426877,102.77149447910352,-77.89743199867546,8.07589685711835,91929.0386791358,-0.8111652827313932,-0.06908806325987965,73.7530925103984,-43124.66924261997
90.0,109.28604416561122,89.56556918626613,108.25349085406256,-71.26706705126567,-102.63514541898991,6.0862578796998825,-163047.07029181503,105.42747001118364,-74.26330555744248,8.075896860451975,91929.03655330514,-0.808258574013899,-0.09735522649524052,73.75309251028776,-43124.667027280695
92.0,109.28607097894216,89.56554356767936,108.25349102833636,-67.64173787370927,-105.05980765991207,6.086257880090541,-163047.06573009523,107.95499845411447,-70.53870071305496,8.075896855753049,91929.03869939304,-0.8043693084862514,-0.12550376980205719,73.75309250975383,-43124.66329831127
94.0,109.28610427282811,89.56555055372121,108.25349112326276,-63.93399798286584,-107.35647067448336,6.086257883639623,-163047.06589773085,110.35100028936161,-66.72815533353742,8.075896857036478,91929.03842488724,-0.7994986997419314,-0.1534993565892739,73.75309251002274,-43124.66625182787
96.0,109.28607224662133,89.56552133650133,108.25349111870543,-60.14836428362607,-109.52233636034993,6.086257882341638,-163047.06575399265,112.61255649327826,-62.83631197190277,8.075896857358766,91929.0384919341,-0.793655619214307,-0.18130805650398393,73.75309251070554,-43124.66875332868
98.0,109.28608546848815,89.56557771495585,108.2534910144672,-56.28944914016313,-111.55476595773186,6.086257883984427,-163047.0658739387,114.73691165760468,-58.867912240564856,8.075896857643066,91929.0385848232,-0.7868456926129375,-0.20889597310588015,73.75309251116788,-43124.67144930544
