G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
123.05861165792325,124.32955091322171,87.38738186567362,89.77454071625782,88.38150234211952,0.8399786831862934,19.02917146518825,-73.74069483166855,-41.22507830345051,-1079.5907479000641,401.6273301072648,-631.1487366761653
