G11,G12,G13,O1,G21,G22,G23,O2,G31,G32,G33,O3
110.5125170421938,48.668782087120626,-1.0673504477485087,-74422.29454043083,-35.254286276904004,112.74570669786335,2.2244152739707057,-24671.74336465002,0.5953975920340908,-0.14550882158461542,92.73879392193203,-60312.34736201627
