G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
121.6685108372994,121.28289910064903,94.93597905772467,90.44253838086006,88.98056004523723,1.1152392105526545,19.6129424258316,-74.00220752952042,-39.783677828873394,-675.6324096207115,-71.17383585152723,-549.4240559271052
