f,att_rot,res_med,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
36.4,"[0.9073575411119282, -0.41504318604127466, 0.06664431318719138]",701.2245239212803,121.87894797352313,121.54525269405707,92.30454974185045,90.31858358006029,88.82674580458173,0.8578109083989233,2.538664540760572,88.4859527438509,-57.5859253644306,-688.5702095524173,-100.21329685609184,-615.5645328405345
36.4,"[0.8590670235903904, -0.48843036665769735, 0.15310005194700232]",1466.1180019983356,116.56801448992799,111.2176105338698,91.95663091239136,90.33331504266633,88.72025982201575,0.717317689512415,6.281514681064883,84.4077326405376,-58.40218550288439,-1973.6932165297612,1743.0372871269224,-652.5706002864135
36.4,"[0.8675147850164331, -0.4732342192424829, 0.15319096421084752]",1422.4336256979275,117.1805233293183,112.61965402020694,91.85949539480735,90.331259523806,88.73773603027007,0.7329619171332054,5.666176396076969,85.10040392463111,-58.28830728024025,-2074.293778388524,1885.0635886409102,-656.1149791249397
36.4,"[0.8756966840654735, -0.4578931841253853, 0.15326170248385554]",1368.643262697703,117.82595850716848,114.06976605723999,91.76802153294074,90.3291420932948,88.75524235629673,0.748903199608523,5.047463254770174,85.78667126405581,-58.17779312705132,-2181.3612618907046,2034.5056020056095,-659.812552750192
36.4,"[0.8836102284518017, -0.44241193433431303, 0.15331224521846315]",1298.6474179725926,118.50312188353693,115.56458966035119,91.68232405649466,90.32696854857177,88.77271958614558,0.765098445368966,4.427254562067157,86.46449474571264,-58.070822134145374,-2295.101467707245,2191.5029119215087,-663.6710546688449
36.4,"[0.891253007633137, -0.42679518560792273, 0.15334257701886372]",1242.0343113590395,119.21022893236204,117.09970443569641,91.60251207430909,90.3247460967346,88.79010269960098,0.781491044750197,3.8076906997482416,87.13168019671588,-57.96760105118082,-2415.706954844149,2356.188634996186,-667.6981084473423
36.4,"[0.8986226935449034, -0.41104769495915927, 0.1533526886456971]",1201.702249832668,119.94481317209222,118.66947091157527,91.52868924976082,90.32248357212497,88.8073205919389,0.7980164613076981,3.1911911451766817,87.78587233814453,-57.868326907732886,-2543.353331266422,2528.689385676548,-671.9004123101366
36.4,"[0.905717041309381, -0.39517425922622373, 0.15334257701886372]",1176.3468636069663,120.7036214575229,120.26686668138004,91.46095371679303,90.3201914923858,88.82429593516514,0.8145952344910995,2.5804733166435003,88.42454823698124,-57.77322299599857,-2678.1953405717936,2709.1251294017925,-676.2838659677287
36.4,"[0.9125338899195159, -0.3791797136114097, 0.15331224521846315]",1145.5444714275209,121.48250314101567,121.88331818869726,91.399398180643,90.31788220073764,88.84094498353909,0.8311349429359327,1.97857125672698,89.0450109095716,-57.68251708946252,-2820.362636528005,2897.608997703839,-680.8529942023699
36.4,"[0.9190711628971849, -0.363068930208254, 0.15326170248385554]",1136.0566301318465,122.27630088580314,123.50853063721961,91.34410987049026,90.31557010614078,88.85717741972579,0.8475255675083359,1.3888502721505827,89.64438195699263,-57.59646435955824,-2969.954873673745,3094.2471837796475,-685.6106922719163
36.4,"[0.9253268689257115, -0.3468468165174501, 0.15319096421084752]",1106.3149053263346,123.0787408335442,125.13032348118983,91.29517061088865,90.31327165828887,88.87289621657374,0.8636406910822468,0.8150220376199049,-89.78040660665765,-57.51533380811811,-3127.0366798854575,3299.1388794183276,-690.557709580525
36.4,"[0.8613096249846713, -0.4895874166121517, 0.13583037732335113]",1365.1657144681917,117.29345301148264,112.50005782275092,92.12206779324028,90.33165158543392,88.73261500319543,0.7363655460375806,5.850549334748642,84.90251253363117,-58.281827216542176,-1590.4512203937113,1176.2994606819814,-641.5383252898963
36.4,"[0.8697689985588678, -0.47437038083299665, 0.135921414553637]",1325.9152667056412,117.89356379402139,113.8832263238017,92.01432816359794,90.32960358169657,88.74969935448107,0.7520616136132485,5.247789301266947,85.57372344412565,-58.17302336812726,-1689.574358227953,1319.6572934901144,-645.0985675482275
