f,att_rot,res_med,G11,G12,G13,G21,G22,G23,G31,G32,G33,O1,O2,O3
36.4,"[0.9073575411119282, -0.41504318604127466, 0.06664431318719138]",701.2245239212803,-121.75744871275411,-5.398368876471653,-0.6776839730654809,-83922.21274615698,-3.210799561230469,-121.47734546065224,2.4887262752544825,-12180.450489678238,-0.7407442766410406,1.16659268056107,92.29420492360303,-56819.407040898055
36.4,"[0.8590670235903904, -0.48843036665769735, 0.15310005194700232]",1466.1180019983356,-115.8662153102802,-12.753913101110436,-0.6781241812346058,-230069.49946311378,-10.835295212946265,-110.66066798939977,2.4839143809085007,193856.44214569504,-0.6031888315824172,0.9805532572550271,91.94942439896462,-60008.1938348154
36.4,"[0.8675147850164331, -0.4732342192424829, 0.15319096421084752]",1422.4336256979275,-116.60603371579248,-11.569311338358743,-0.6774835499874956,-243066.83049031624,-9.616499128558505,-112.18090134418627,2.4808848718739513,212295.209158829,-0.6176802983293277,0.999653265202856,91.85197906733997,-60270.390903391526
36.4,"[0.8756966840654735, -0.4578931841253853, 0.15326170248385554]",1368.643262697703,-117.36711136060264,-10.366268779415586,-0.6768608378406339,-257020.98153267885,-8.378750916524131,-113.73463700678913,2.4779843353460764,232075.5780629241,-0.6324520498898358,1.0191585216023287,91.76018252152025,-60549.692548484214
36.4,"[0.8836102284518017, -0.44241193433431303, 0.15331224521846315]",1298.6474179725926,-118.14760198549939,-9.147498006541687,-0.6762554552416312,-271976.6889627961,-7.124893133376045,-115.31818415659603,2.475213935950155,253260.1347556739,-0.6474657845611944,1.039017494667143,91.67414998298975,-60846.90470106463
36.4,"[0.891253007633137, -0.42679518560792273, 0.15334257701886372]",1242.0343113590395,-118.94516934035694,-7.916365784514388,-0.6756666824335404,-287976.9791204702,-5.858446712295502,-116.92692485509644,2.4725745645543578,275908.99275280035,-0.6626706891156147,1.0591615896491944,91.59399141105676,-61162.82404104101
36.4,"[0.8986226935449034, -0.41104769495915927, 0.1533526886456971]",1201.702249832668,-119.75692198948869,-6.676982162927318,-0.6750938361286357,-305062.0401493694,-4.583706848781691,-118.55518431124031,2.470066979958209,300078.2314979523,-0.678008736956841,1.0795124274552323,91.51981158662238,-61498.16404512066
36.4,"[0.905717041309381, -0.39517425922622373, 0.15334257701886372]",1176.3468636069663,-120.57934168911393,-5.434297731430306,-0.6745360976720314,-323267.8765776794,-3.3058436273141565,-120.19609443238394,2.4676917291322327,325817.9907609418,-0.6934080047561759,1.0999728354977587,91.45171020754867,-61853.56736468829
36.4,"[0.9125338899195159, -0.3791797136114097, 0.15331224521846315]",1145.5444714275209,-121.4082078638513,-4.19420633321704,-0.6739925290092221,-342624.7128508166,-2.031005361212577,-121.84145365977292,2.4654492457468455,353170.1994535692,-0.7087846269598777,1.1204293340192681,91.3897819794083,-62229.55391958543
36.4,"[0.9190711628971849, -0.363068930208254, 0.15326170248385554]",1136.0566301318465,-122.23852512049793,-2.9636435594816692,-0.6734623472793004,-363155.09575058834,-0.7664236993043119,-123.48158442256972,2.463339881125414,382165.9230969791,-0.7240383007734792,1.140746200712519,91.33411670715806,-62626.49840326881
36.4,"[0.9253268689257115, -0.3468468165174501, 0.15319096421084752]",1106.3149053263346,-123.06444931008504,-1.750687480547426,-0.6729446646688773,-384871.73710060876,0.47948398443842866,-125.10519428552736,2.461363930085251,412822.31519098545,-0.7390534536459048,1.1607669604560427,91.28479937496404,-63044.58391281853
