f,att_rot,res_med,G11,G12,G13,G21,G22,G23,G31,G32,G33,O1,O2,O3
233.59999999999997,"[0.9073575411119282, -0.41504318604127466, 0.06664431318719138]",701.1679940812502,114.70834884798373,41.18261392486387,-0.6776121486133448,-84164.29341042838,-32.87647120200123,116.98839757777172,2.488674547151154,-12352.485629899964,1.0567439656746624,-0.8981103019440514,92.29420824805386,-56787.07421756535
233.59999999999997,"[0.7983387039744916, -0.5532272555347582, 0.2378968630936698]",2399.18060364747,96.08562736860817,54.173714198819646,-0.6770288369410348,-368705.29230788356,-7.380157333432035,97.65924381434432,2.478999706422373,389294.10979208676,0.6366394734249606,-0.589528841482962,91.7581518289033,-62812.58854405843
233.59999999999997,"[0.8173405558459301, -0.5245844635645157, 0.23825523363862366]",2258.5305577523086,97.8007456383002,52.7182463921812,-0.67642486875699,-391178.285096214,-9.993582958245561,99.44414910016712,2.4748295742755513,421011.09969217866,0.6656708947799801,-0.6101064785125179,91.6183807945004,-63244.481671190806
233.59999999999997,"[0.8353337823516852, -0.4952966812879299, 0.23853442008898829]",2118.649380334143,99.65844154599453,51.18538764755893,-0.6759233648401946,-416706.8151115882,-12.782282690712211,101.37889505701226,2.4711710207878204,457032.19289063767,0.696804209273962,-0.6322955936794883,91.4989923629006,-63727.498424417136
233.59999999999997,"[0.8522964615169037, -0.46539959135626785, 0.23873408229907933]",2003.4011278510816,101.66412000036375,49.572612077363914,-0.6755251980429028,-445632.63929949893,-15.752829643609616,103.4694434622362,2.4680441091302403,497845.15310810885,0.7300758485542738,-0.6561257085090194,91.40106891979678,-64267.24916723075
233.59999999999997,"[0.8682079269299234, -0.43492961876831765, 0.2388539770112493]",1884.8948386056584,103.82036214497576,47.87937811704101,-0.6752293725710671,-478317.4714588572,-18.90797914136567,105.71887833517893,2.46546523272415,543967.5432232383,0.7654638516269043,-0.6815832031293164,91.3256244874635,-64869.55426876594
233.59999999999997,"[0.8830487929211117, -0.40392388649213806, 0.2388939581522599]",1775.6222608541832,106.12537635288926,46.108271821098924,-0.6750331911832833,-515130.7732832416,-22.244484740778578,108.12579827875584,2.4634469077674264,595929.8338730922,0.8028577401851544,-0.7085891126082873,91.27360616847308,-65540.18720015459
233.59999999999997,"[0.8968009781813187, -0.37242017023644086, 0.2388539770112493]",1616.463293299161,108.5708706909024,44.266576764411106,-0.6749317132223207,-556428.7819528513,-25.750094214269485,110.68210429832774,2.4619976622485704,654246.1314985548,0.8420163071650254,-0.7369679935641201,91.2458956432565,-66284.44575387311
233.59999999999997,"[0.9094477277911661, -0.340456852426708, 0.23873408229907933]",1517.7130998645594,111.13921005200054,42.36837139958707,-0.6749179690268892,-602520.8841770939,-29.399525294628027,113.37003520000114,2.4611220500499,719367.0696097624,0.8825205395019182,-0.766413259034471,91.24331061695304,-67106.49158217307
233.59999999999997,"[0.9209736336343372, -0.30807287544211914, 0.23853442008898829]",1497.661102379292,113.7997438788809,40.43723807380682,-0.6749831946819387,-653618.5725903913,-33.14925780431455,116.15832974299629,2.4608209150855505,791608.0069415087,0.9237024763393777,-0.7964348472367603,91.26660613137201,-68008.369899383
