f,att,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
0.0,0,122.85183285064274,124.10034260192346,87.38355045076031,90.38587911200732,88.82771112525587,2.5311497001134096,-34.55664717524705,52.797953760771414,-74.66743925756178,-1072.4036348241937,407.0499330791498,-706.7469632992329
100.0,0,122.85183282454595,124.10034271416642,87.38355050102592,90.38587910979473,88.8277111349998,2.531150418662177,65.44335284324407,-27.2020461996903,25.332557587337302,-1072.4036381872447,407.04992246625966,-706.7469561107164
200.0,0,122.85183280747516,124.10034277416388,87.38355046410504,90.38587915205751,88.82771112642428,2.5311499217363966,-14.556647157877991,72.79795382469898,-54.66744006674823,-1072.4036250204329,407.0499236920942,-706.746975709855
300.0,0,122.85183300410728,124.10034274964222,87.38355039202877,90.3858790945096,88.82771113384298,2.531148818973168,85.44335272003515,-7.202046189771728,45.33256664970187,-1072.4036252323203,407.0499138370983,-706.747061578686
