f,att_rot,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
233.49999999999997,184,120.01984754015749,120.33304234278629,89.3290724644039,92.08158995755942,90.11041425894554,2.2514727335672746,19.210170603319213,-74.0622713345457,52.2862608127085,-4764.299948691511,5561.898011197869,-1083.0531746651432
233.49999999999997,185,120.04700745973022,120.38313537292227,89.32973733623218,92.08131788023213,90.11051870015497,2.2518964807502817,19.19153745526714,-74.04413526504537,52.23826647657858,-4728.425748488815,5510.65128122527,-1083.0402821732378
233.49999999999997,186,120.07396565658689,120.43234613087537,89.33066045797526,92.08106008420546,90.1106320803763,2.252330861300295,19.17329762723412,-74.02646463873712,52.192012270791004,-4691.390897625821,5457.827544222078,-1083.0217235412533
233.49999999999997,187,120.10075011165706,120.48070980372054,89.3318575821211,92.08081642287773,90.1107542713701,2.2527755918778505,19.155445825041898,-74.00925310639596,52.147500066107305,-4653.204531962164,5403.439878245931,-1082.997366996163
233.49999999999997,188,120.12738963256879,120.52826339636302,89.33334473670502,92.08058672379816,90.11088500579082,2.253230277606814,19.137976122597138,-73.99249387245303,52.10477155119427,-4613.876144655366,5347.502013021473,-1082.967002236324
233.49999999999997,189,120.1539143817982,120.57504596515828,89.33513820428445,92.08037083683513,90.11102431012742,2.25369453114163,19.12088217462802,-73.97617956988614,52.06385495344163,-4573.415536956152,5290.027982564692,-1082.9305799642211
233.49999999999997,190,120.1803555040884,120.62109839077343,89.33725450610086,92.08016855162728,90.11117184907998,2.2541682586089875,19.10415723549407,-73.96030232161793,52.02470128891618,-4531.832947867832,5231.032277481656,-1082.8878350548255
233.49999999999997,191,120.20674492721506,120.66646292347421,89.33971035515927,92.0799797316008,90.11132756137961,2.2546509431028015,19.08779390770269,-73.94485401824153,51.98739760528475,-4489.138843385778,5170.529858768135,-1082.838899743531
233.49999999999997,192,120.23311587962804,120.71118394914961,89.3425226610777,92.07980411957988,90.11149125124588,2.2551422625427664,19.071784675920682,-73.92982577046152,51.951944627257696,-4445.344154599339,5108.536081790464,-1082.7834701475783
233.49999999999997,193,120.25950206780553,120.75530726048774,89.34570848055603,92.07964154396177,90.11166281042888,2.255641967170957,19.0561213625139,-73.91520842517028,51.91837740074339,-4400.459980946691,5045.0666514278555,-1082.721716126915
233.49999999999997,194,120.28593830870689,120.79887995982455,89.34928501972938,92.07949175033409,90.11184194350002,2.2561497346343202,19.040795525218176,-73.90099244775125,51.886706408071475,-4354.497942790932,4980.137841800149,-1082.653424065474
233.49999999999997,195,120.31245995582088,120.84195082191032,89.35326957581215,92.07935448901456,90.11202852030773,2.256665305401773,19.025798331252656,-73.88716781116759,51.85689689743933,-4307.469847344212,4913.766221315635,-1082.5785877343924
233.49999999999997,196,120.3391032015981,120.88456982985078,89.35767954575135,92.07922955383282,90.11222253228824,2.25718837961673,19.011120531498207,-73.8737241512752,51.82902095453234,-4259.387835375816,4845.968800226569,-1082.4972761771085
233.49999999999997,197,120.36590472505911,120.92678801420293,89.36253235883511,92.07911671181826,90.11242349206798,2.257718513960816,18.99675261296897,-73.86065080285613,51.80309312225458,-4210.2643954110445,4776.762993660658,-1082.409423494343
233.49999999999997,198,120.39290187253387,120.96865801834332,89.36784551118139,92.07901567269164,90.11263146184936,2.2582557208593,18.982684826093788,-73.84793663412341,51.779089742761286,-4160.112237655119,4706.166535713674,-1082.3152040484702
233.49999999999997,199,120.4201322532477,121.01023272466611,89.37363650410228,92.07892617209788,90.1128460660021,2.258799512042474,18.968906878036286,-73.83557039678101,51.75707120152526,-4108.9445060873995,4634.197719650737,-1082.2144844190732
233.49999999999997,200,120.44763427710184,121.05156680441597,89.37992276689994,92.07884793131338,90.11306718934253,2.2593496401072652,18.955408463377356,-73.823540315002,51.73702405155948,-4056.774484151809,4560.875003489069,-1082.1076052123224
233.49999999999997,201,120.47544638214195,121.09271498267246,89.38672176890408,92.0787807134315,90.11329467164013,2.25990594908192,18.94217895701339,-73.81183462371453,51.71896362260823,-4003.6158524810694,4486.217471770266,-1081.9942211738344
233.49999999999997,202,120.50360750078156,121.13373349086397,89.39405081740048,92.07872418391767,90.11352828826988,2.2604681252604593,18.929207384731683,-73.80044097807544,51.70288544174553,-3949.4824481453416,4410.24432778004,-1081.874859450249
233.49999999999997,203,120.53215661875596,121.17467835724906,89.4019272084987,92.07867805737158,90.11376783932315,2.26103600506356,18.916482772997078,-73.78934715856359,51.688811473060966,-3894.3885182219187,4332.975318719994,-1081.7494690432518
233.49999999999997,204,120.56113294649045,121.2156068417046,89.41036805948815,92.07864208007277,90.11401308775812,2.2616092612920453,18.903993875544398,-73.77854047102937,51.67674998235284,-3838.348495790438,4254.430471411876,-1081.618225773909
233.49999999999997,205,120.59057576697052,121.25657599341623,89.41939039380195,92.07861592832906,90.11426384388875,2.262187679126047,18.891729240817696,-73.76800827225037,51.66674667183685,-3781.377113793966,4174.630264604545,-1081.4813195050917
233.49999999999997,206,120.62052440664176,121.29764362048977,89.42901101279709,92.0785992960305,90.11452000111039,2.2627711927812335,18.879677465216773,-73.75773761868746,51.65873274881153,-3723.489341668732,4093.5954163708807,-1081.3388370909054
233.49999999999997,207,120.65101808880647,121.33886750257729,89.43924654022344,92.07859185260838,90.11478120293265,2.263359515164678,18.86782662580912,-73.74771551660433,51.65276847053107,-3664.7002904883993,4011.3470685982134,-1081.1911341280017
233.49999999999997,208,120.68209575958632,121.38030556283225,89.45011338544856,92.07859333684205,90.11504740972421,2.263952373460398,18.85616540375864,-73.73792885712393,51.64885143909632,-3605.025569139102,3927.906691295859,-1081.0383058197538
233.49999999999997,209,120.71379642278065,121.42201569176244,89.46162771466524,92.07860339373724,90.11531825006647,2.264549773418244,18.844681855352963,-73.7283644647834,51.64697662922735,-3544.4808228821425,3843.2960979788845,-1080.8806335617144
233.49999999999997,210,120.74615856129766,121.4640555064231,89.47380540849035,92.07862174375562,90.11559359946949,2.2651514387689002,18.833364309431694,-73.71900916252396,51.64717844927337,-3483.0820392177357,3757.53743470935,-1080.7183715873566
233.49999999999997,211,120.77922047255525,121.50648247161425,89.48666205430321,92.07864808089758,90.11587324931389,2.265757208961428,18.822200882593016,-73.70984977015499,51.649413039661766,-3420.8453049527875,3670.6532054936847,-1080.5517970287017
233.49999999999997,212,120.8130200040482,121.54935383403448,89.50021292106678,92.07868202334035,90.11615692923534,2.266366981929777,18.811179868888114,-73.7008729923244,51.65372126615997,-3357.7870929809374,3582.6661928305543,-1080.3812072280602
233.49999999999997,213,120.84759435915619,121.59272606343329,89.51447294671411,92.07872334060981,90.11644460087449,2.266980597193958,18.800289620747613,-73.69206572343967,51.66009583773718,-3293.9240360884405,3493.5995785962396,-1080.2069034304338
233.49999999999997,214,120.88298049215993,121.6366552567352,89.5294566822143,92.07877168266822,90.11673578227067,2.267597896986646,18.789518423191865,-73.68341486125303,51.66854392552384,-3229.2729455916774,3403.476803178265,-1080.0291569113815
233.49999999999997,215,120.9192140823233,121.68119670972466,89.54517830635346,92.07882674145944,90.11703063809782,2.268218906268379,18.778855028890675,-73.67490743270916,51.67904972105717,-3163.8509820897593,3312.3216673987713,-1079.8483546667762
233.49999999999997,216,120.95633086066155,121.7264050087384,89.56165154826701,92.07888819874681,90.11732867366283,2.2688434444057157,18.7682878414885,-73.66653051672667,51.69161932955483,-3097.6753589229816,3220.1582642526973,-1079.6648390354108
