f,att_rot,G11,G12,G13,G21,G22,G23,G31,G32,G33,O1,O2,O3
233.49999999999997,249,116.46900320220345,38.78399711511272,-4.4644862802741505,-75721.51636053756,-35.389862229773904,118.6931959715826,-0.2762857384998845,-26187.086101123805,2.167855286916247,2.901135390954363,90.51092056215533,-97382.63136087374
233.49999999999997,250,116.55161665603836,38.78545391315782,-4.4676654158458575,-65932.88124015072,-35.43380429326831,118.77186122508634,-0.27714834889376955,-39837.36429740373,2.165685071563059,2.9065298467215523,90.55673576943933,-97432.56530556049
233.49999999999997,251,116.63539499163997,38.78717571569365,-4.470890206366969,-56130.11974515923,-35.47826540674365,118.85174058374584,-0.2780111483713657,-53505.158065882286,2.163444517780062,2.912021278886874,90.60336965731882,-97484.71877473727
233.49999999999997,252,116.72030776140808,38.78916694672184,-4.474159769597797,-46315.9926302714,-35.52322349238959,118.93280435743291,-0.27887386126929864,-67186.62746657748,2.161132816672356,2.917609616044517,90.65080908448799,-97539.13082370821
233.49999999999997,253,116.80632038528131,38.79143368298857,-4.477473235560739,-36493.32458783222,-35.56865489486116,119.01502069756317,-0.2797364788242627,-80877.88961990473,2.1587540682313353,2.9232908549431955,90.69903994904776,-97595.8005327822
233.49999999999997,254,116.89339549711565,38.79398276009179,-4.480829575238708,-26664.986744910024,-35.61453150991162,119.09835352621553,-0.2805985646389793,-94574.97528415108,2.1563057812749236,2.9290655131622274,90.74804721254571,-97654.7764263399
233.49999999999997,255,116.98149336185978,38.79682146102621,-4.484227834216628,-16833.890174790857,-35.66082379754961,119.18276471706689,-0.2814603175561352,-108273.86836031468,2.153787910430929,2.9349330593100422,90.79781488399999,-97716.09759743563
233.49999999999997,256,117.07057001285689,38.799958876613125,-4.487666868650365,-7003.015564238032,-35.70749884115388,119.26821269260599,-0.2823212172080677,-121970.47958845072,2.1512025893750852,2.940890415800877,90.84832600768073,-97779.76227861231
233.49999999999997,257,117.1605766086348,38.80340638431988,-4.491145504871684,2824.575398293938,-35.75452193189949,119.35465357812875,-0.28318129630819083,-135660.6663576592,2.1485507490851807,2.946936042492809,90.89956268469918,-97845.7985216962
233.49999999999997,258,117.25147442794622,38.80716660880796,-4.494662609463148,12645.97036144841,-35.80185523490092,119.442040225392,-0.2840404289438874,-149340.21092508044,2.1458311911297434,2.9530694548674163,90.95150606772829,-97914.23265159295
233.49999999999997,259,117.34320428944763,38.81125594267785,-4.498216966146413,22457.933768640436,-35.84945834501209,119.53032262604947,-0.2848984475330228,-163004.8299733282,2.1430449928298976,2.9592885072693726,91.00413635755625,-97985.08084249982
233.49999999999997,260,117.43571232753168,38.81568556574576,-4.501807168514068,32257.3027358583,-35.897287712054066,119.61944749092598,-0.285755124684291,-176650.1613756242,2.1401932973269546,2.9655912789380197,91.05743281208885,-98058.35297201698
233.49999999999997,261,117.52894175834909,38.82046752310843,-4.505431903039916,42040.86007337622,-35.94529805617307,119.70935929243699,-0.2866104817454528,-190271.78631478388,2.137276877772452,2.971975519576776,91.11137374518255,-98134.04640223076
233.49999999999997,262,117.62283370113337,38.825614132250855,-4.50908971750109,51805.3456938047,-35.99344120908017,119.79999943214114,-0.28746427745556136,-203865.21060800273,2.134295710443154,2.9784401464599766,91.1659365471882,-98212.19107425668
