f,att,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
234.99999999999997,0,124.23167256706827,126.90838991856484,80.33331438473262,89.33877784943492,87.91147353055084,1.554195499141105,19.919655600456405,-71.4334857520668,-12.791038141840987,-896.3514939773419,155.60801869377948,-768.2311693296723
