f,attG11,G12,G13,G21,G22,G23,G31,G32,G33,O1,O2,O3
0.0,0,-103.77153794559617,62.04795104160688,6.600474198824189,-60241.92716724241,-73.87345420068552,-93.16223663336085,8.782757047102121,-67648.39063804685,-0.006660045391371899,1.4158508844632378,72.72306787907048
100.0,0,-43.08556483399998,-112.96952874540229,6.600474199295679,-60241.92645917673,104.57488337257185,-56.57369786422308,8.782757048002546,-67648.386918879,-1.393184039300344,-0.2524187250496583,72.72306787941683
200.0,0,118.73499777836764,-22.81404603796197,6.600474201306138,-60241.91796618892,37.55497835973626,112.81007541708549,8.782757046815842,-67648.3863331181,0.49050774228310234,-1.3281862489647334,72.72306787952667
300.0,0,1.8493325166088037,120.89276336452149,6.600474199772621,-60241.93272343227,-117.61759037880816,17.395169871313218,8.782757046709712,-67648.38527277873,1.2228321039935384,0.7136927887723666,72.72306787956744
