f,attG1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
0.0,0,121.08693808873562,119.22091423663687,72.73684953190599,86.8752463653661,85.7753118701475,1.1153672731135995,-30.87640237532309,51.58716896665254,-89.73048738250792,-497.5097076374627,-567.4204989216425
100.0,0,121.08693811340123,119.22091403685698,72.7368495246693,86.87524636577983,85.77531186262136,1.1153669663067873,69.12359760496918,-28.412831109890384,10.26951279135042,-497.50970168853814,-567.4204686768766
200.0,0,121.08693841093401,119.22091400652893,72.7368495218718,86.8752463725128,85.7753118621166,1.115366848677738,-10.876402630928645,71.5871688782066,-69.73048690615421,-497.5096303264791,-567.4204639079805
300.0,0,121.08693787658947,119.22091394847835,72.7368495163729,86.8752463594366,85.77531186010692,1.115366624546059,89.1235977963126,-8.412831144006894,30.269512296186228,-497.50975439506294,-567.4204552903626
