f,att_rot,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
234.99999999999997,-1,121.46285435458311,121.20870055977046,90.62158105775416,92.1083717433695,90.13096367682995,2.299672178594144,19.38180569720904,-74.35695947166775,58.19115565491179,-881.4561054322417,142.4684103154751,-1100.9883544549343
