f,attG11,G12,G13,G21,G22,G23,G31,G32,G33,O1,O2,O3
234.99999999999997,0,110.68141611265303,48.663173432333,6.60047419681236,-60241.92654651933,-33.165555608583325,114.17764873220095,8.78275704706043,-67648.38897287555,1.1580999714933984,-0.8145451013798752,72.72306787891945
