f,att_rot,res_med,G11,G12,G13,G21,G22,G23,G31,G32,G33,O1,O2,O3
36.5,"[0.9989939212587063, -0.043215985728773866, 0.011980144642051618]",2680.6517506600994,-121.11359682233197,-5.553801565417515,-4.47834555021348,-82945.64470991479,-3.4047626906572175,-120.66841025919733,-0.2821870886697037,-16428.991928345986,-2.7156208438275278,-2.4409355845396044,90.70781917030438,-100339.00333889613
36.5,"[0.9995961171332225, -0.025775971778888566, 0.011966699254144009]",2718.860501082644,-120.65898214184284,-6.000649064246366,-4.471010606563617,-107329.8429974225,-3.85932870922315,-119.93196104878591,-0.2819539985465905,17668.667796480786,-2.7024436451979805,-2.4479753656058314,90.61778886693803,-100315.20055961543
36.5,"[0.9998939825350913, -0.008328115708131356, 0.01194429482500576]",2721.0491309100717,-120.19643570943391,-6.4649581359492245,-4.463728622900108,-131623.0522597237,-4.332818669840802,-119.17509092609332,-0.2818782572791492,51660.146073699936,-2.6897630065848057,-2.4544958985388208,90.53135557257443,-100277.28131131732
36.5,"[0.9998874267316258, 0.009122267697517422, 0.011912938179243028]",2727.146403504583,-119.7275316509532,-6.94473012079427,-4.456512751859171,-155781.19955542535,-4.823117152818908,-118.40074136896274,-0.2819494757933438,85482.1452764848,-2.6775635376963094,-2.4605270512157307,90.44858632931884,-100226.07695481634
36.5,"[0.9890674696182584, -0.14735807044500926, -0.005580288313298626]",2662.3381336616167,-124.01427999492643,-3.371986769055776,-4.543873053220296,114285.21470296019,-1.2301440863904842,-124.8859501277718,-0.2929555968468921,-291422.69297118945,-2.799561564633292,-2.4289556290404386,91.64433426796373,-100779.77816782132
36.5,"[0.9914874508343431, -0.13008436937556633, -0.0055400074167251435]",2644.129790632922,-123.61763649988185,-3.6847288626556245,-4.535935687175752,89823.38576873354,-1.5397119941442643,-124.30305307806707,-0.2916045415603812,-257416.4746185873,-2.7831016833886832,-2.439053996190488,91.52453972810598,-100856.51889872809
36.5,"[0.9936057276964457, -0.11277106232382417, -0.00550866509899698]",2639.898295282861,-123.20227212786212,-4.028595160634213,-4.527964633039197,65097.744517675,-1.882623554318645,-123.67965393324717,-0.2904766038102589,-223007.9625035739,-2.767236693975163,-2.4484374215272995,91.40786306340448,-100913.04422464751
36.5,"[0.9954216549569137, -0.09542342309082844, -0.00548627090728775]",2641.7702976083538,-122.77033614332959,-4.400862321079876,-4.5199762760024385,40181.066729855294,-2.256020011245469,-123.01973382196373,-0.2895595847035937,-188300.76648652504,-2.751953370505741,-2.457134952678288,91.2943984315926,-100950.35177182815
36.5,"[0.996934679466712, -0.07804673593553989, -0.005472831663085185]",2649.1288356915834,-122.3238928348249,-4.798913079212552,-4.51198641449995,15141.40697029702,-2.657150618554542,-122.32712171005538,-0.28884152927627693,-153391.8547822214,-2.7372387281253645,-2.465175367152637,91.18423546514666,-100969.41322950684
36.5,"[0.9981443403439183, -0.060646293965197766, -0.005468351460113256]",2658.7018273906697,-121.86491325115894,-5.220247353813927,-4.504010280025415,-9958.012228939706,-3.083382360111282,-121.60548147903616,-0.28831050999716135,-118371.5108407676,-2.7230742919521296,-2.4725946913976364,91.07745932039653,-100971.26957931658
36.5,"[0.9990502691141108, -0.04322739752298811, -0.005472831663085185]",2676.700331046197,-121.39527073435075,-5.6624885969217145,-4.496062957479769,-35058.707209497974,-3.532209206287855,-120.85829994272495,-0.28795525067737565,-83323.3511002387,-2.7094470471953733,-2.4794209000529275,90.97415066200315,-100956.83596957453
36.5,"[0.9996521898226105, -0.025795352573507867, -0.00548627090728775]",2704.7209538453153,-120.9167412894083,-6.123383417414254,-4.488158747943511,-60106.81880158917,-4.001253304498835,-120.08888463211274,-0.28776440236338097,-48324.467292569105,-2.696338007737134,-2.4856898153101805,90.874385791247,-100927.11577877938
36.5,"[0.9999499191185385, -0.008355469086516625, -0.00550866509899698]",2717.0615018088974,-120.4309950183787,-6.600812524905677,-4.4803115599004535,-85053.09050703039,-4.488272732857668,-119.30035416620048,-0.2877272446185755,-13445.532240139346,-2.6837301105998757,-2.4914346277181925,90.77823659487892,-100883.03142430558
36.5,"[0.9999433663106668, 0.009086940580531513, -0.0055400074167251435]",2725.9803372761744,-119.93960297990854,-7.0927825234146065,-4.472534487035197,-109852.60120170574,-4.991156755516412,-118.49564419963578,-0.28783353503109,21248.90692389877,-2.6716059231767906,-2.496688185650282,90.68577067011573,-100825.48789657457
36.5,"[0.9888271015441399, -0.14727699255845075, -0.023031515685113434]",2658.148135751594,-124.47893547686226,-3.389364195028697,-4.566315994900279,166504.04361696113,-1.262848541344292,-125.31858601196132,-0.29862095499851926,-364129.09225807496,-2.79393001172537,-2.4727101088586294,91.9939991445221,-101479.72656296445
36.5,"[0.9912452393242732, -0.13001644983972344, -0.02299126547276692]",2643.7272951486266,-124.05397768477005,-3.7215024031805797,-4.557776839769159,141301.49432169402,-1.5923275536857926,-124.69496509110053,-0.2973254666167521,-329125.3772308206,-2.7774876562199493,-2.4820817655348626,91.86416267144638,-101552.14848263476
36.5,"[0.9933619025756183, -0.11271633130880357, -0.022959947030246935]",2649.355411137344,-123.61095768443509,-4.083913180801284,-4.549206628039445,115838.47736802367,-1.9542907991011227,-124.03202862684762,-0.2962506866093726,-293722.0874648389,-2.7616554348915883,-2.490717690773863,91.73746217690889,-101603.673432036
36.5,"[0.9951764465420447, -0.09538190674938572, -0.02293756989745445]",2653.434742074276,-123.15205764079806,-4.473831780733804,-4.540621875516778,90190.05096843473,-2.3458360897383357,-123.33381822009056,-0.29538417239650155,-258026.0730485923,-2.7464162254998223,-2.4986525734756873,91.61399352461395,-101635.4107961017
36.5,"[0.9966883184958817, -0.07801845639511305, -0.022924140890680903]",2651.3558198864193,-122.67936423793938,-4.888613535118472,-4.532038938497876,64426.176089993714,-2.7641792549708524,-122.60420937677505,-0.2947138464867974,-222137.1234552909,-2.7317554603719105,-2.5059178531137034,91.4938478310196,-101648.4140364726
36.5,"[0.9978970579062868, -0.06063126932116696, -0.02291966410053184]",2673.261622366662,-122.1948645833174,-5.325739079822688,-4.523473476037858,38611.74005776145,-3.2066675246018983,-121.84689446075168,-0.29422749317619556,-186147.8989605356,-2.717655075083622,-2.5125491743526553,91.37711152547368,-101643.76005690677
36.5,"[0.998802296579526, -0.04322564183316366, -0.022924140890680903]",2697.745645032691,-121.70044284046938,-5.782819199703109,-4.514940704285727,12806.642770671553,-3.670780934666629,-121.06537997442568,-0.29391331554558336,-150144.05974593537,-2.7040971462246817,-2.518581284039713,91.26386638124744,-101622.49906561848
36.5,"[0.9994037587711304, -0.025806875853848096, -0.02293756989745445]",2710.5930288042982,-121.19787640761034,-6.257599994679511,-4.506455269857076,-12934.13144319173,-4.154138418529532,-120.26297896825972,-0.2937603335438055,-114204.38013058732,-2.6910619847400996,-2.524051643768616,91.15418957650601,-101585.67823172106
36.5,"[0.9997012612698896, -0.008380277308076896, -0.022959947030246935]",2715.542413122988,-120.688834681123,-6.747964630662185,-4.498031136387656,-38560.374448176735,-4.654499278273772,-119.4428089847053,-0.2937573026329347,-78400.94446915883,-2.678532804814626,-2.528992482360363,91.04815372415844,-101534.25276715789
