f,att,G11,G12,G13,G21,G22,G23,G31,G32,G33,O1,O2,O3
234.99999999999997,0,116.7912756949159,42.32317328846338,1.4336642424609085,-111355.24530479561,-40.38146681645286,120.22348342699772,4.624997530011161,19747.963110845492,2.124770382736216,-0.4823865011001235,80.30376114554343,-61714.55604591132
