f,att_rot,res_med,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
35.0,-1,216.9511277771612,1.0000000747017783,1.000000598718678,0.9999996202558541,89.91017224807149,89.93709757066627,0.10992554118093735,-1.9107247069230274e-05,-89.99994849741897,35.043053622161445,0.01721120586105546,0.015039944601585933,-0.010185229971260767
