f,att_rot,res_med,G11,G12,G13,G21,G22,G23,G31,G32,G33,O1,O2,O3
35.0,"[-0.7865565366209487, -0.6168810613361856, 0.028045349209957944]",1444.8569891165535,-119.66079613306351,-9.00412480783893,-0.8299261820480721,-77982.05823307278,-6.593601528837299,-116.43538803335787,2.3707939104448674,-20270.687183199047,-0.6407042365312028,1.0191147493676556,93.0939117677267,-56322.244337798256
35.0,"[-0.8322396332167721, -0.5423677928996982, 0.1149537738759496]",1991.5728142148123,-103.41170526626247,-33.65731389882372,-0.8462851971195984,-197225.87402289954,-32.36817974620134,-80.55834256675699,2.410839964896953,158343.4324301202,-0.342353039921851,0.5972546892044405,93.81311563961422,-58482.47899021568
35.0,"[-0.8226159637215951, -0.5568481021575374, 0.11499203169759302]",2032.9594883612715,-104.38405539610233,-31.988516112130064,-0.8449716453926276,-192678.9046971632,-30.63101657784358,-82.84868838176064,2.406073435351995,151528.46028302656,-0.3685938977203969,0.6342054563667816,93.6719125484605,-58384.9778460905
35.0,"[-0.8127411315648323, -0.5711583306025158, 0.11502179987316846]",2094.9633997763062,-105.41580833771538,-30.259456177844367,-0.8437028338471482,-188014.24812587863,-28.83143061736992,-85.24585897850572,2.4015507698463376,144542.54704487353,-0.3961724288400407,0.6730996701093441,93.5435185958832,-58283.10562726494
35.0,"[-0.8026181447160184, -0.5852941192004226, 0.11504306933500125]",2158.8285285290835,-106.4740651522511,-28.517202962173506,-0.8424791073818864,-183392.59877924918,-27.018923517773896,-87.67918130468978,2.3972722830712825,137626.95943388747,-0.4244041532310722,0.7129593125475742,93.42796951669645,-58180.256933341625
35.0,"[-0.7922500867350112, -0.5992511620531148, 0.11505583360420726]",2265.0041929380777,-107.50278970500477,-26.84189428014893,-0.8413070336765027,-179075.1685762989,-25.27762528803241,-90.02847045980425,2.393247552712306,131173.39902886984,-0.4520847576560292,0.7520632499780371,93.32529645173004,-58082.09728459031
35.0,"[-0.781640115832709, -0.613025207710134, 0.11506008879266649]",2398.537340539285,-108.41385993477019,-25.359537619934738,-0.8402036306898208,-175458.988864381,-23.739655357593463,-92.1049189155609,2.3895018481328303,125776.68903069079,-0.4772787873845275,0.787645022250406,93.23552620067976,-57997.39894253568
35.0,"[-0.77079146390903, -0.6266120604637414, 0.11505583360420726]",2569.7642114704836,-109.07909647486079,-24.25341855751656,-0.8392019453644964,-173105.1973404655,-22.59699297365285,-93.63410917213291,2.386084343588825,122276.85308265121,-0.49712216510909446,0.815610068089315,93.15868141682829,-57938.7616369392
35.0,"[-0.7597074355684433, -0.6400075816269692, 0.11504306933500125]",2790.323087975162,-109.32890297614287,-23.766062679417875,-0.8383563134239272,-172735.40718684366,-22.103417078191395,-94.25321460142312,2.3830760845865,121753.2761121174,-0.5077586530184459,0.8304448066210786,93.09478075637325,-57922.668245347966
35.0,"[-0.7483914071133548, -0.6532076907943057, 0.11502179987316846]",3112.501719823242,-108.96704795271293,-24.178124185538156,-0.8377442988056543,-175156.23255020892,-22.5522610173913,-93.54277139063015,2.3805927890322356,125411.21914535342,-0.5046420427763993,0.8256478354617776,93.04383905932363,-57967.90849952049
