f,attG1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
234.99999999999997,0,121.08693810989836,119.22091414759237,72.73684953988646,86.87524636686614,85.7753118670065,1.115367602109825,23.733597607722327,-73.80283106762367,-35.120487534488085,-497.5097024242518,-567.420485378334
