f,att_rot,med_resG1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
234.99999999999997,-1,4185.792781774753,121.08112093106539,121.2832738559802,94.80116380303446,91.18099712295327,89.52307548719382,2.5779355250140905,19.671888906515527,-73.80992720053958,-18.02935942324971,-742.1634861790324,-114.67822849607917
