f,att_rot,res_med,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
233.68,-1,4185.792781774753,121.08112093106539,121.2832738559802,94.80116380303446,91.18099712295327,89.52307548719382,2.5779355250140905,19.671888906515527,-73.80992720053958,-18.02935942324971,-742.1634861790324,-114.67822849607917,-426.92967371556557
233.68,0,4145.7647454068765,122.87856388996431,123.68064199458415,95.74105374046682,91.17241547622443,89.52777177218255,2.655498566667477,19.257652158539123,-73.38541419240573,-18.665615734091116,299.43359074581815,-1564.4268545046225,-331.4118598894648
233.68,3,4147.0731028574955,122.9268199802092,123.81031786456246,95.71601191567821,91.1716104724646,89.52851313939487,2.662163877638353,19.202403628988353,-73.32847173880019,-18.708173224827906,296.23575237462745,-1558.513902046472,-331.2527682161434
233.68,6,4148.495672850317,122.97029753822235,123.93367890379258,95.6883629917858,91.17082764715097,89.52924147993133,2.668629747726261,19.148252610658883,-73.27271517708014,-18.74893556895774,290.153779375344,-1548.6173429792811,-331.3639146301311
233.68,9,4150.023376685069,123.00887713394873,124.05036331329538,95.6582073070941,91.17006921314616,89.52995475060494,2.674871748807443,19.09535731456237,-73.21830172163635,-18.78776828701854,281.19616677316117,-1534.7604760455658,-331.74762198546904
233.68,12,4151.648088945742,123.04245624246308,124.16002378749008,95.62565428933719,91.1693375137053,89.53065067605029,2.680872068266512,19.043871129939166,-73.1653862210703,-18.824586679946837,269.3808948959109,-1516.9776904594394,-332.40343669011975
233.68,15,4153.360940236636,123.07093693458933,124.26232612806092,95.5908208616874,91.16863485303159,89.53132744415409,2.6866071469746307,18.993950557710008,-73.11412156563469,-18.859270289533278,254.7324055276637,-1495.3140096206484,-333.33189941441645
233.68,18,4155.152652261598,123.0942389231898,124.35695420613386,95.55383161896289,91.16796351431381,89.53198284860807,2.6920583206537865,18.94574598018461,-73.06465687876052,-18.891729063293816,237.28474891883204,-1469.8255951396625,-334.531291238795
233.68,21,4157.015409876538,123.11229527803405,124.44360735600522,95.51481790188558,91.16732552658445,89.53261502494128,2.6972087989867086,18.89940417050588,-73.01713834218343,-18.921891147793563,217.08045662609678,-1440.5790364906445,-335.9987940812113
233.68,24,4158.938883465673,123.12504719458491,124.5220042499193,95.47391644393645,91.16672304575265,89.5332220422208,2.70203564849684,18.85507133507424,-72.97170776959034,-18.949638074362042,194.16919471927295,-1407.6516131901847,-337.7323516456534
233.68,27,4160.91502393199,123.13244534417998,124.59188195634877,95.43126969996763,91.16615810939308,89.53380191266527,2.706523236118713,18.81289177880045,-72.92850284028191,-18.974903866626175,168.60798054684858,-1371.1307831547956,-339.7273992049681
233.68,30,4162.936255841261,123.13446724619115,124.65299959865914,95.38702449195651,91.1656326529186,89.53435290580245,2.710655369386297,18.772995828479754,-72.88765575092884,-18.99761802582516,140.4651896792988,-1331.1143535810236,-341.9787187123504
233.68,33,4164.993110695528,123.13109304017296,124.70513678800957,95.34133135458777,91.16514853144936,89.5348733037373,2.714416722792782,18.73551558321528,-72.84929366720857,-19.017713569550907,109.81455891033906,-1287.7098054193116,-344.48025205255556
233.68,36,4167.078129542004,123.12231536904228,124.74809734579583,95.29434365036138,91.16470739183242,89.53536140285101,2.717790947955361,18.70057780818601,-72.813537345105,-19.03511628511273,76.73736881104739,-1241.0344143634136,-347.22568796862384
233.68,39,4169.18437183667,123.10814783317173,124.78170820523087,95.24621734332023,91.16431094129517,89.535815697238,2.720767239903922,18.668297915957805,-72.78050141965119,-19.04978867540642,41.324199572115795,-1191.214604263133,-350.206514810362
233.68,42,4171.3029704734645,123.08860855849606,124.80582278719068,95.19710974089574,91.16396068081363,89.53623458399184,2.723333738046779,18.638790381519627,-72.75029314686945,-19.06168077455686,3.6707677833219883,-1138.3859640988042,-353.4139970805101
233.68,45,4173.429475352604,123.06374070393277,124.82032056471076,95.14717899883551,91.16365796229823,89.53661688724158,2.7254801760897975,18.612154703136696,-72.72301244752956,-19.070754168141953,-36.11751681451079,-1082.6926523948807,-356.838601308074
233.68,48,4175.555818479772,123.03359779041728,124.8251077877576,95.09658326674099,91.1634039151219,89.53696115830333,2.7271958872570625,18.588484693471653,-72.69875155822962,-19.0769623290002,-77.92934338116312,-1024.2869706535964,-360.47044711291704
233.68,51,4177.676050310491,122.99823948106703,124.82012083351547,95.04548039367054,91.16319975181169,89.5372663012561,2.728474363855371,18.56787082460805,-72.67759376783357,-19.080285480673616,-121.64881094803799,-963.3293226172173,-364.2981412253782
233.68,54,4179.787200070506,122.95774521950734,124.80532434567839,94.9940270782807,91.16304634522594,89.5375313075167,2.7293105944354092,18.55039077593833,-72.6596139378606,-19.08071277006526,-167.15260018799123,-899.9873505445112,-368.30967371328006
233.68,57,4181.881648147752,122.91221524371096,124.78071340523881,94.94237800471319,91.16294443949212,89.53775514018194,2.729697695257285,18.536108324852155,-72.64487761508565,-19.078211343741216,-214.3101320285405,-834.4357054040318,-372.49310692943726
233.68,60,4183.955879937856,122.86175568034379,124.74631417138391,94.89068619437354,91.16289460282698,89.5379371851098,2.7296384077388347,18.525082843414285,-72.63344070257135,-19.072814899673713,-262.987458743499,-766.8555372702427,-376.8338774622215
233.68,63,4186.007626561239,122.8064896349889,124.70218418335355,94.83910110783022,91.16289730031191,89.5380766532635,2.7291277036162738,18.51736152905234,-72.62534917779311,-19.064499212888236,-313.0450776342132,-697.4339768725885,-381.3193329225505
233.68,66,4188.030788946391,122.74655581648086,124.64841289270258,94.78776946204962,91.1629527345646,89.53817310032211,2.7281690750675645,18.51297993118918,-72.62063876296743,-19.053296163165577,-364.33868814276923,-626.3636162472222,-385.9346321765385
233.68,69,4190.0249305258185,122.68210913679924,124.58512225191663,94.7368339617135,91.16306086401883,89.53822602472943,2.7267642475213694,18.51196119546206,-72.6193345383202,-19.039217467147157,-416.71950092688746,-553.8420153096595,-390.6650825667756
233.68,72,4191.986454664584,122.61331318472315,124.51246588323203,94.68643330511757,91.16322169302421,89.53823528401551,2.7249178812676678,18.51432066186471,-72.62145104170399,-19.02229549850601,-470.0364138612109,-480.0710039627804,-395.49567310495604
