f,att_rot,res_med,G11,G12,G13,G21,G22,G23,G31,G32,G33,O1,O2,O3
233.68,"[0.775557834085989, -0.6180132990602016, 0.1287230758979082]",4185.792781774753,113.99010113491002,40.75127922464697,-2.495582242908761,-89861.98682066449,-33.81560323681641,116.46938793891398,1.0095385528350935,-13908.550992008642,4.054623197678272,-1.3197243296467387,94.70522169779424,-40473.42993028538
233.68,"[0.706784056731381, -0.6742291641570282, 0.21417593550734754]",4360.976772919141,105.83167870118528,45.32417656877518,-2.4830346563364514,-355722.5032006217,-23.707182359728392,107.99246012128341,1.0075576945365714,363532.95364231337,3.4229683045089576,-0.8666181315631782,93.62261257974387,-59083.088140324515
233.68,"[0.712741478568708, -0.6678986084527849, 0.2142686014200995]",4353.904643823061,106.14670466912645,44.986257447194724,-2.480692810361029,-358537.10134899686,-24.2641654535811,108.3233512851413,1.0057996675388943,367502.24012248014,3.4493729461039617,-0.8863639426512071,93.54227307396907,-59145.18673098506
233.68,"[0.7186439542132528, -0.6615166572439601, 0.2143515319784698]",4347.287156701883,106.46919314051871,44.643372412139016,-2.4783595923981605,-361443.6587073602,-24.831331155596377,108.66211054503738,1.0040329681285052,371600.67987814045,3.4763622305045776,-0.9065308439280436,93.4623287320309,-59212.14161508473
233.68,"[0.7244910341686426, -0.6550837965408475, 0.21442472086697528]",4341.127846225774,106.7993009366982,44.29544220248459,-2.4760354096404473,-364444.9420445836,-25.408871285205223,109.00890558406927,1.0022575896430137,375832.1848102076,3.503946834867958,-0.9271262326824777,93.38280686701171,-59284.1868942262
233.68,"[0.7302822731571009, -0.6486005162306949, 0.2144881625119987]",4335.422199219109,107.1371869787986,43.94238571958663,-2.473720903714456,-367543.82275644084,-25.996981015200028,109.36390632817886,1.0004736860515488,380200.8187623857,3.53214257483289,-0.9481617014887205,93.30373451685679,-59361.49747413943
233.68,"[0.7360172301533571, -0.6420673100403993, 0.2145418520822132]",4330.171220972112,107.4830126397659,43.58411965351769,-2.4714162489511056,-370743.2738750141,-26.59585834842348,109.72728443283846,0.9986812642245204,384710.8123895606,3.5609665466708833,-0.9696496586451101,93.2251384771189,-59444.25323419187
233.68,"[0.741695468418232, -0.6354846754989062, 0.21458578548895013]",4325.372683726552,107.83694041973965,43.22055952973131,-2.4691218197653435,-374046.3905214571,-27.205704924900537,110.09921408892872,0.9968806380695829,389366.5508816115,3.5904333079266313,-0.9916006194595597,93.14704522458389,-59532.66267801386
233.68,"[0.7473165555318974, -0.6288531138993216, 0.21461995938651046]",4321.02401705426,108.19913440407971,42.851619312448555,-2.466838344063567,-377456.3887448482,-27.826725076052956,110.47987111701623,0.9950716865982419,394172.5947146607,3.6205613299642243,-1.0140281410895953,93.06948097751284,-59626.91484450657
233.68,"[0.7528800634268071, -0.6221731302607368, 0.21464437117241963]",4317.125324475212,108.56976000126645,42.477211592394575,-2.464565806868002,-380976.60909056617,-28.459125492768486,110.8694328295312,0.9932544855427446,399133.68622871995,3.6513639574346004,-1.0369415892916451,92.99247166318932,-59727.281310412596
233.68,"[0.7583855684202945, -0.6154452332897682, 0.21465901898762552]",4313.671795959056,108.94898421905094,42.09724738967388,-2.462305015359629,-384610.5135847811,-29.10311548167786,111.26807820357158,0.9914290772323068,404254.7509247769,3.6828617173036746,-1.0603561978153768,92.9160429144691,-59833.94332898623
233.68,"[0.7638326512468392, -0.6086699353418182, 0.2146639017166404]",4310.661035495445,109.33697422546152,41.711637234523586,-2.460055849707548,-388361.71229284705,-29.758906300628755,111.67598725907263,0.9895954561973552,409540.90668823017,3.715070018490003,-1.0842829547103237,92.84022007131571,-59947.16674329926
233.68,"[0.7692208970899945, -0.6018477523820576, 0.21465901898762552]",4308.090456417395,109.73389828972049,41.320290455959196,-2.4578190418327943,-392233.94601238146,-30.426710687109036,112.0933409499623,0.9877536705831825,414997.47578904306,3.7480086436456954,-1.1087363488533426,92.76502817596423,-60067.1977565601
233.68,"[0.7745498956139782, -0.5949792039461314, 0.21464437117241963]",4305.956290374367,110.13992524658065,40.92311533691653,-2.455594617664646,-396231.09440294636,-31.1067427628495,112.52032106248419,0.9859038189659145,420629.9882395767,3.781693686896826,-1.1337278345005477,92.69049196373949,-60194.32102235396
233.68,"[0.7798192409949206, -0.5880648131005959, 0.21461995938651046]",4304.253904339021,110.55522247591993,40.52002124817598,-2.453383188687475,-400357.215036263,-31.799217579598846,112.95710957937894,0.9840458037151694,426444.18421220843,3.816148491597216,-1.1592747665587373,92.61663586461289,-60328.75775954296
233.68,"[0.7850285319517698, -0.5811051064030842, 0.21458578548895013]",4302.980157947546,110.9799587091208,40.11091565291886,-2.451184904359872,-404616.48928138515,-32.50434973214377,113.40388767189818,0.9821795439494758,432446.0387287863,3.851388540193376,-1.1853880494485343,92.54348400719935,-60470.84619672831
233.68,"[0.7901773717768507, -0.5741006138622067, 0.2145418520822132]",4302.128942862419,111.41430099881433,39.69570708058117,-2.449000181084969,-409013.2648671461,-33.22235386852191,113.86083687210355,0.9803051776417572,438641.75629023917,3.8874359385993262,-1.212083990224567,92.47106020766034,-60620.861717169486
233.68,"[0.7952653683660763, -0.5670518688971897, 0.2144881625119987]",4302.9481129617525,111.85841439410613,39.27430553276201,-2.4468290325172823,-413552.0943855195,-33.95344333799247,114.32813697001205,0.978422444290578,445037.78448541265,3.9243114308407065,-1.2393775746015452,92.39938795192688,-60779.11220064941
233.68,"[0.8002921342488072, -0.5599594082972522, 0.21442472086697528]",4307.0207425372155,112.31246258232282,38.84662046234935,-2.4446719779664043,-418237.65522085916,-34.69782984395414,114.80596633059918,0.9765313652517384,451640.8103096179,3.962033078419217,-1.267281833909192,92.32849043909178,-60945.95845957369
233.68,"[0.8052572866173595, -0.552823772180729, 0.2143515319784698]",4311.7253995185365,112.77660667996784,38.41256382177402,-2.4425291824944906,-423074.8263383197,-35.45572213820155,115.29450112848018,0.9746320514366446,458457.79060863506,4.0006269540847725,-1.2958159986691102,92.25839052549725,-61121.69296713893
