f,att_rot,med_resG11,G12,G13,G21,G22,G23,G31,G32,G33,O1,O2,O3
234.99999999999997,-1,4185.792781774753,113.99010113491002,40.75127922464697,-2.495582242908761,-89861.98682066449,-33.81560323681641,116.46938793891398,1.0095385528350935,-13908.550992008642,4.054623197678272,-1.3197243296467387,94.70522169779424
