f,att_rot,res_med,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
233.59999999999997,"[0.9073575411119282, -0.41504318604127466, 0.06664431318719138]",701.1679940812502,121.87892411462725,121.54563351890695,92.30462711077155,90.31854987693661,88.8267738705039,0.8608750815563231,19.74916306140717,-74.30339713791521,-40.36069398937202,-690.5565832799097,-101.62837834876628,-615.2137329953912
233.59999999999997,"[0.7983387039744916, -0.5532272555347582, 0.2378968630936698]",2399.18060364747,110.30728654518009,97.9690770814965,91.76225411970944,90.35166433453662,88.55003857824107,0.5417768370015309,29.414592263494107,-85.67834397424805,-42.799720201875886,-3342.5288922945974,3973.6427185922025,-684.5144460173743
233.59999999999997,"[0.8173405558459301, -0.5245844635645157, 0.23825523363862366]",2258.5305577523086,111.10651151340004,99.97567340118952,91.6228303811957,90.34882320602443,88.58153718340863,0.5646734552563886,28.32632185553925,-84.26136003798744,-42.50615122458145,-3520.7503121816203,4211.135422941491,-690.2698967938765
233.59999999999997,"[0.8353337823516852, -0.4952966812879299, 0.23853442008898829]",2118.649380334143,112.03662683427427,102.2114171703923,91.50383017803128,90.34567080525898,88.61462181816934,0.5891753131743412,27.18540165680043,-82.81382421192656,-42.221297285176306,-3719.3802320377354,4471.4397426731575,-696.4462394680958
233.59999999999997,"[0.8522964615169037, -0.46539959135626785, 0.23873408229907933]",2003.4011278510816,113.10832638632029,104.69082392401968,91.40633955788543,90.34219384317419,88.64914987464988,0.6152946747623433,25.994403321423704,-81.34341022131203,-41.946318299568844,-3939.874751372816,4755.384803059956,-703.0940028676223
233.59999999999997,"[0.8682079269299234, -0.43492961876831765, 0.2388539770112493]",1884.8948386056584,114.33091611412061,107.42472448404256,91.33137565259887,90.33838632169206,88.68491022834007,0.6429953446359726,24.757980709987894,-79.8597785094906,-41.682461023414255,-4183.623185363262,5063.708990978535,-710.265818348265
233.59999999999997,"[0.8830487929211117, -0.40392388649213806, 0.2388939581522599]",1775.6222608541832,115.71094981106987,110.41772468887555,91.27988750036346,90.33425334709439,88.72161083749802,0.6721689442521651,23.48349107199873,-78.37486031658375,-41.43109695934139,-4451.875765641325,5397.048667251983,-718.0134528528381
233.59999999999997,"[0.8968009781813187, -0.37242017023644086, 0.2388539770112493]",1616.463293299161,117.25024227624293,113.66466907724042,91.2527565886375,90.32981554188143,88.75886580332714,0.7026019261270193,22.181732574141805,-76.90316167400927,-41.19377563241678,-4745.651447285701,5755.932224233761,-726.3829415332604
233.59999999999997,"[0.9094477277911661, -0.340456852426708, 0.23873408229907933]",1517.7130998645594,118.9430889976419,117.14586672411542,91.25079706023418,90.32511480057367,88.7961821817712,0.7339391177511752,20.8677938119501,-75.46209087386417,-40.972248677220136,-5065.623309892676,6140.780632951473,-735.4071826668694
233.59999999999997,"[0.9209736336343372, -0.30807287544211914, 0.23853442008898829]",1497.661102379292,120.7725446127957,120.82088603066809,91.27475515973559,90.32022087268946,88.83294679181142,0.7656291107646422,19.56199853131555,-74.07231619200053,-40.768572651414374,-5411.979806221134,6551.913604909122,-745.0950679666552
233.59999999999997,"[0.9313646531699917, -0.2753076941702607, 0.23825523363862366]",1469.6340768075281,122.7057194541151,124.62088880888518,91.32530811123785,90.31523836712047,88.86841321353197,0.7968684075823443,18.29090669051004,-72.75816665443409,-40.585167782770945,-5784.259327114576,6989.558477811428,-755.4164448812874
233.59999999999997,"[0.8049128437817461, -0.5572770569256973, 0.20385680204353124]",2203.9212441157642,111.75563068374396,100.81334060030125,92.00039112634161,90.34783146141244,88.58689636631338,0.5857115472638539,28.12348674325709,-83.99378035810156,-42.331747742394434,-2654.9699021012075,2852.7352327316257,-667.0718256502496
233.59999999999997,"[0.8240200523690951, -0.528475453566075, 0.2042171595918546]",2063.77108308346,112.6234902090315,102.99853204012385,91.82076247700729,90.34468023808869,88.61985010966495,0.6111510676616692,26.98633527810595,-82.56033124318307,-42.0530670032688,-2821.238464540352,3080.538608262578,-672.9503082985926
233.59999999999997,"[0.8421130432170895, -0.49902528371917015, 0.20449789400542492]",1907.4943987624413,113.62931137658599,105.41992583774952,91.66154093790503,90.34120914879621,88.65418388374248,0.6383051410941766,25.800791076266865,-81.1059162803072,-41.783852762776526,-3008.459108327728,3332.597215247767,-679.2803375400975
233.59999999999997,"[0.8591697728033925, -0.4689624278804905, 0.2046986632526031]",1759.732632937253,114.7817134477398,108.08689351448047,91.52380858843394,90.33741359394178,88.68968375134097,0.6671468283151198,24.571669404268913,-79.64012839784934,-41.52530780763554,-3218.208471036009,3609.922015205422,-686.11862619108
233.59999999999997,"[0.875169460130391, -0.43832351300904754, 0.2048192227269876]",1634.7527182208958,116.0865219416286,111.00260766589686,91.4085700713564,90.33329974656435,88.72605905483631,0.6975799206754607,23.306379227945314,-78.17467972854614,-41.278729954287066,-3451.99488526226,3913.441531433167,-693.5239025480179
233.59999999999997,"[0.8900926120436398, -0.40714586790304896, 0.20485942554542957]",1504.1926087692686,117.54489817558938,114.16075199175813,91.31675369610647,90.32888899571287,88.76293136682104,0.729411454699506,22.015589120732024,-76.7236543398027,-41.0455319478526,-3711.182548303722,4243.991747123993,-701.553411420404
233.59999999999997,"[0.9039210469812682, -0.37546747772050854, 0.2048192227269876]",1400.7660094185474,119.15077143915765,117.54115478799633,91.24921206288718,90.32422285795127,88.79982352992228,0.7623075133353203,20.71397687427135,-75.30377354425939,-40.82732370513982,-3996.8953086810466,4602.311460216961,-710.2573466118184
233.59999999999997,"[0.9166379171254115, -0.3433269377001815, 0.2046986632526031]",1332.5644384097393,120.88745997300808,121.10421398109382,91.20672258949577,90.31936888846269,88.83614909256285,0.7957563303750063,19.421046081058467,-73.93467749481013,-40.62590101606607,-4309.8985382904875,4989.04313761615,-719.6695938776876
233.59999999999997,"[0.9282277289286832, -0.3107634061392122, 0.20449789400542492]",1284.8135924295977,122.72347819639035,124.78413480096498,91.18998686916784,90.31442699666074,88.87120242117001,0.8290041737627579,18.161967103182832,-72.639233435806,-40.443371589097275,-4650.4571598381735,5404.7375641062135,-729.795967555597
233.59999999999997,"[0.9386763619906743, -0.2778165566847801, 0.2042171595918546]",1294.8873872371864,124.60774502256578,128.48133697060004,91.19962977594923,90.30953523086086,88.9041493551972,0.8609978761391802,16.968381401861503,-71.44388423969919,-40.282222807243606,-5018.165933229431,5849.857304259503,-740.5972222900031
233.59999999999997,"[0.8105063212761711, -0.5606479020647224, 0.16956837288183566]",1896.9217824518341,113.26763208380308,103.61974960269168,92.32646834363854,90.34416976684523,88.62003043243718,0.6272452926329204,26.965991734538484,-82.52885696493357,-41.94911935075319,-1930.2408865796986,1711.1643793106364,-647.2785203956225
233.59999999999997,"[0.829695607389007, -0.531722577632867, 0.16993027839336472]",1752.0533180026869,114.1781726466521,105.92549430359924,92.10554138599997,90.34078783647395,88.65361911965462,0.6546489312099513,25.80577398241276,-81.1081550654464,-41.686918062954696,-2084.851938712867,1932.9091213898525,-653.1952494446693
233.59999999999997,"[0.8478663190569038, -0.5021459007111507, 0.17021221873850165]",1631.11696804229,115.2254334895666,108.45816936285757,91.90510958720274,90.3370996496684,88.6882666654847,0.683733599923038,24.60586468537736,-79.67886841402711,-41.43504642186481,-2261.2153105970847,2180.77390723929,-659.5874361836948
233.59999999999997,"[0.8649963180666781, -0.47195390592446507, 0.17041385041636542]",1528.5464988166505,116.41361188845066,111.21813103860102,91.72625149886943,90.33311384900662,88.72368415884037,0.7143992940192392,23.373849973024463,-78.25249887635535,-41.19476308664775,-2461.058731676966,2455.9545622227424,-666.5167944896681
233.59999999999997,"[0.8810647341532103, -0.4411833775677372, 0.17053492776981563]",1389.6129079809464,117.74227064487341,114.19647546295703,91.56995907467882,90.32885342059562,88.75950126389134,0.7464523881322394,22.120371318204867,-76.84272736565373,-40.967421754626294,-2686.037279695129,2759.563972443453,-674.0465736145939
233.59999999999997,"[0.8960519904266487, -0.4098718047899332, 0.17057530328474754]",1283.6679756122426,119.20404145398098,117.37117112720799,91.43713909053656,90.32436030654722,88.79525733631377,0.779570695752104,20.859771537306393,-75.4656265106131,-40.754499795419335,-2937.6509591853064,3092.6211425397805,-682.2372624622735
233.59999999999997,"[0.9099398272238344, -0.378057335919305, 0.17053492776981563]",1227.5705554165156,120.78168987967202,120.70225214453478,91.32861424732172,90.31970035862611,88.83039313849763,0.8132625877256331,19.61077772043476,-74.13988077192656,-40.5576471190142,-3217.141322280109,3456.0451862108594,-691.1397724522712
233.59999999999997,"[0.9227113243548867, -0.3457787319855279, 0.17041385041636542]",1180.50443646227,122.44458101104512,124.12616237642027,91.24512370655323,90.31496850377286,88.86424346992436,0.8468159758977407,18.397182652107976,-72.88702085582771,-40.37874893959439,-3525.3651728814707,3850.653395751225,-700.7858231087889
233.59999999999997,"[0.9343509217178501, -0.3130753194953577, 0.17021221873850165]",1152.7052553526314,124.14478444948297,127.54963259899745,91.18732327081754,90.3102936150166,88.89603078576344,0.8792480508271686,17.24846534450672,-71.73168193896299,-40.21999070770352,-3862.642386829774,4277.159775770986,-711.1741937304338
233.59999999999997,"[0.9448444382562803, -0.2799869425193392, 0.16993027839336472]",1146.4342483993855,125.81337553802307,130.84394716423776,91.15578529453485,90.30584208069419,88.92485986592276,0.9092585819169068,16.200271317282038,-70.70189972733836,-40.08394557864723,-4228.573304779084,4736.167288902738,-722.2532215469587
233.59999999999997,"[0.815112321667049, -0.5633356840962706, 0.1350733507777893]",1636.9591175338721,114.78144855054695,106.25942187626376,92.74173781617095,90.34085574834741,88.64813045058098,0.6648020173268924,25.985297858591686,-81.32089824929939,-41.644129585242666,-1185.3429733282999,571.0739796989017,-625.5343531843989
233.59999999999997,"[0.834360306116126, -0.5343218796443976, 0.13543636332640557]",1526.7456613150775,115.69559972060297,108.6047809202483,92.47823692281067,90.33735108492503,88.68146008573409,0.6933592410424526,24.83185130621402,-79.9426388136355,-41.39968011741144,-1330.351635005514,791.4512545022744,-631.4514387637545
233.59999999999997,"[0.8525866003907416, -0.5046547302727612, 0.13571916610222806]",1416.2166633044599,116.7349695378146,111.14889226521392,92.23542832974937,90.33357817440128,88.7154313936571,0.7233913906369339,23.65168616121449,-78.57033495843105,-41.16649985779975,-1498.2991316826735,1040.1596325433834,-637.867816393924
233.59999999999997,"[0.8697689985588678, -0.47437038083299665, 0.135921414553637]",1325.7934485966525,117.89715759921877,113.87977806909015,92.01438678120377,90.32956189785834,88.74968412010232,0.7546942979191444,22.455411605271618,-77.21724321106824,-40.9459102827395,-1691.0817054834895,1318.5557251653865,-644.8499555856897
233.59999999999997,"[0.8858865665150821, -0.44350572813995004, 0.13604286227204826]",1199.6916510800072,119.1732217582425,116.77320801130155,91.81609076222341,90.32534464087168,88.78377604019805,0.7869470392020343,21.257006444585848,-75.8987831461712,-40.73930991820661,-1910.5069929243277,1627.9026029353731,-652.4645149250701
233.59999999999997,"[0.900919667485551, -0.4120983760185924, 0.1360833612921245]",1097.9513008944596,120.54524086935773,119.78873026959135,91.64142435425948,90.3209902242468,88.81717666966854,0.8196709300177045,20.074371968866902,-74.63270634804984,-40.54824820433469,-2158.200953358255,1969.356712543361,-660.7739210155191
233.59999999999997,"[0.9148499859524135, -0.380186589489552, 0.13604286227204826]",1042.0630763842992,121.98349656364503,122.86518535108378,91.4911789900625,90.31658816682535,88.84926198982369,0.852193107935192,18.929863016982363,-73.4392713727372,-40.374447043204555,-2435.4926249820323,2343.959094491266,-669.8281400246262
233.59999999999997,"[0.9276605499684188, -0.34780924814908043, 0.135921414553637]",989.3943282725415,123.44351864783538,125.91609491459783,91.36605490103318,90.31225720253083,88.87931043414926,0.8836025288707521,17.850742271085558,-72.34143064496291,-40.21987116326354,-2743.2742429914706,2752.6276703175613,-679.6542365709389
233.59999999999997,"[0.9393357518346299, -0.31500579880025414, 0.13571916610222806]",1001.7544028804515,124.8634973422643,128.82568869561385,91.26666245999238,90.30814782210965,88.90650017929822,0.9127168932347717,16.86948646501745,-71.36503705055014,-40.08679472694313,-3081.832867957472,3196.1462094556923,-690.2419292504447
233.59999999999997,"[0.9498613671159994, -0.2818162073931205, 0.13543636332640557]",1048.4103784703664,126.16288757368446,131.44681625250925,91.19352404584869,90.30444251826385,88.92990804696969,0.9380671158044829,16.02385784109348,-70.53907918824449,-39.977881908077286,-3450.648615167812,3675.1396482667287,-701.5262732148357
233.59999999999997,"[0.8187252332524037, -0.5653371283719575, 0.10041376260227466]",1444.9682988323202,116.23022278610009,108.59716874257545,93.24776594264125,90.33806742815935,88.67002829794838,0.6967545265343186,25.22182770664157,-80.40192790725818,-41.4107114460274,-439.7959922036172,-545.5268357708715,-602.3898444379481
233.59999999999997,"[0.8380084653335954, -0.5362701927515576, 0.10077743991310542]",1367.9021997843686,117.09799213845993,110.8833757837358,92.94022119795126,90.33456857417411,88.70219089302852,0.7254698806027771,24.10704856474609,-79.09486634121704,-41.18500845259708,-578.8865900584611,-321.2174318367959,-608.3294711630606
233.59999999999997,"[0.8562681362829015, -0.5065487157816364, 0.10106076056799365]",1269.4616729599268,118.0689301767264,113.32161820599683,92.6536814627452,90.33086191133737,88.73451004041135,0.7552755499183325,22.982062895273607,-77.80969938158341,-40.971573667158815,-742.5248837793081,-66.14595673626665,-614.7995832152835
233.59999999999997,"[0.8734819995039572, -0.47620890850363895, 0.10126337938436361]",1138.84032334353,119.13275567410186,115.88590845882946,92.38921716459042,90.32698968076936,88.76656428176345,0.7858478346580776,21.860392843019195,-76.56116907911695,-40.7717657511996,-932.7596168115086,221.16025049178083,-621.8708352822198
233.59999999999997,"[0.88962908255602, -0.44528773529924476, 0.10138504950239863]",928.9784492205433,120.27122411895422,118.5359357883021,92.14779232524539,90.32301307830872,88.79785374385348,0.8167232290161381,20.759016951037395,-75.36609321988625,-40.58705320544943,-1151.5149488403026,542.0608359730875,-629.6130951584662
233.59999999999997,"[0.9046897127056583, -0.41382286885496156, 0.10142562268580169]",837.7479499331818,121.4560031398429,121.2137071250897,91.93026747753242,90.31901537464081,88.82779674355314,0.8472681360439623,19.698765541437442,-74.24348873693863,-40.41904305910376,-1400.483477301642,897.7862877203534,-638.0892002109312
233.59999999999997,"[0.9186455408949472, -0.3818526442637607, 0.10138504950239863]",799.1718605722439,122.64659426694386,123.84031026726731,91.73740246584708,90.3151045096382,88.85572746299802,0.8766473353198967,18.704629422505096,-73.214705624219,-40.26953832966654,-1680.995422019732,1289.4256914081066,-647.346449509589
233.59999999999997,"[0.9314795640969683, -0.3494160123196709, 0.10126337938436361]",797.7995878574678,123.78872015300533,126.31348342276574,91.56985940565615,90.31141452167931,88.88089545658352,0.9038026395026897,17.805923216909637,-72.3035597306345,-40.140579410542706,-1993.861846320678,1717.9103730051997,-657.4048725550023
