f,att_rot,res_med,G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
233.68,-1,4185.792781774753,121.08112093106539,121.2832738559802,94.80116380303446,91.18099712295327,89.52307548719382,2.5779355250140905,19.671888906515527,-73.80992720053958,-18.02935942324971,-742.1634861790324,-114.67822849607917,-426.92967371556557
233.68,0,4479.198558942826,113.68500162823217,108.54166807536748,92.93254003456443,91.24405435358251,89.47292640765806,2.0987948755724,23.64999927439534,-78.14664394341868,-13.393685595712883,-4154.304739227235,4872.644905870026,-711.3493343575694
233.68,1,4462.358004457186,113.99802258642477,109.38998300089852,92.80322917394712,91.23869479205374,89.47862965737626,2.136337927991917,23.23925730382764,-77.67776390306406,-13.791113941341699,-4200.187080826756,4919.102977096295,-714.6705595060132
233.68,2,4448.559015323187,114.3339574195953,110.28048207322684,92.67495205202604,91.23312835418334,89.48446235405251,2.175462225666426,22.81737694228294,-77.20087744529826,-14.190393632557106,-4249.405726285367,4969.445182298167,-718.3064747872756
233.68,3,4437.727959497632,114.69417111392367,111.21513763864921,92.54796689177124,91.22734804879353,89.49042296450432,2.2162387200767557,22.38426377574649,-76.7161995988045,-14.591288424271497,-4302.079929704657,5023.768373841393,-722.2760115023607
233.68,4,4431.768393928649,115.08007368402167,112.19598045641617,92.42253039224165,91.22134700599894,89.49650963025213,2.2587382813138412,21.939842524713974,-76.22397004606252,-14.993514852654664,-4358.334758124988,5082.173109977759,-726.5999238900541
233.68,5,4432.195370820597,115.49311802642536,113.22509017235909,92.29889804541361,91.21511834090015,89.50272017633588,2.303041900724308,21.484060121283534,-75.7244566834908,-15.396855631882824,-4418.300694562201,5144.764643514388,-731.2994677050979
233.68,6,4436.21029236647,115.93479763188657,114.30458972205349,92.17732318762373,91.20865544602701,89.50905181190369,2.3492268501226463,21.016890647516476,-75.21795749966591,-15.801007291808258,-4482.114311119202,5211.65297850901,-736.3990691416154
233.68,7,4443.584051577422,116.40664206822946,115.43663742917475,92.05805734470114,91.20195225865298,89.5155014678241,2.397376368853541,20.538338868034995,-74.70480279762731,-16.205689489952245,-4549.91812619211,5282.9531975826985,-741.924420971492
233.68,8,4454.072202890857,116.91021174159953,116.62341447421464,91.94135006309443,91.19500290785398,89.52206543092075,2.4475785526196727,20.0484456536722,-74.18535819517908,-16.61062369727085,-4621.8608923767115,5358.785959797423,-747.9030226702615
233.68,9,4467.4186655803815,117.44708986506608,117.86711012341786,91.82744865078143,91.18780210700005,89.52873952017595,2.499924138431409,19.547293920334692,-73.66002756484797,-17.015515463177827,-4698.097837033347,5439.277990664322,-754.3647157886319
233.68,10,4413.613067800016,114.33812733060643,109.46901726187713,93.25111810471269,91.23996081425524,89.47544133758791,2.1267677577626984,23.422189688093493,-77.88692661225757,-13.770162726879702,-3679.346825423812,4162.528664251669,-675.9222691126006
233.68,11,4396.908650154401,114.65585631285053,110.33789135849938,93.11215816901077,91.23444891841777,89.48125149707516,2.165844057952052,23.002975997772747,-77.4112209329361,-14.170712265195528,-3720.692755943456,4205.280413459046,-678.6944773648205
233.68,12,4383.483258488535,114.99726899763425,111.25029721505895,92.97414362368076,91.22872375880169,89.48719278214124,2.2065903776876628,22.57239382473444,-76.92748227620646,-14.573015771384071,-3765.3210824194657,4251.9504467402185,-681.7664306638287
233.68,13,4373.258634049564,115.36378280200243,112.20826939700675,92.83734151931492,91.22277812796857,89.49326347779463,2.2490801003451546,22.130357146004638,-76.43594435848391,-14.97679346787285,-3813.356795709467,4302.644389980415,-685.1573840553981
233.68,14,4366.137075847374,115.75685966121084,113.21389525991567,92.70201758818804,91.21660498710021,89.49946149047983,2.293394568132113,21.676801509272842,-75.93686844837036,-15.381811180647869,-3864.931140447218,4357.472661976699,-688.8873795133213
233.68,15,4362.0052018792485,116.17800384330923,114.26931026576416,92.56843548465292,91.21019760738331,89.50578426135023,2.339614991817754,21.21168769339522,-75.43054501900745,-15.7877809916002,-3920.181793515244,4416.550535166928,-692.9787662791279
233.68,16,4360.731474853388,116.62875866290808,115.37668842203126,92.43685690908713,91.20354941617832,89.5122286879828,2.38782753745876,20.735005889224777,-74.91729684026936,-16.194418503138703,-3979.25305074559,4479.998760540021,-697.4554910862926
233.68,17,4362.17377100548,117.11070120871192,116.53823245877179,92.30754134247604,91.19665429590859,89.51879143161138,2.4381217271754094,20.246780608422913,-74.39748119213841,-16.601431987457673,-4042.2961102541803,4547.943791384227,-702.3437184615824
233.68,18,4366.177587023198,117.62543526612902,117.75615977088617,92.18074598822419,91.18950655306742,89.5254683062469,2.4905919738166924,19.747076830273674,-73.87149309397209,-17.0085296852468,-4109.469441818334,4620.518414791397,-707.6713178216331
233.68,19,4376.49840192349,118.17458311271682,119.03268501534467,92.05672529323888,91.18210133750496,89.5322546262023,2.545332401567232,19.236005196488076,-73.33976826389461,-17.415376661834955,-4180.938793001197,4697.862190569274,-713.4690547769843
233.68,20,4366.407149430453,115.02319827675952,110.42535097359062,93.59576863023767,91.23588597117887,89.47791254220007,2.155076308917334,23.198469222278888,-77.63339011979674,-14.139575271511521,-3199.6738589760043,3449.834228558094,-639.4472111353946
