f,attG11,G12,G13,G21,G22,G23,G31,G32,G33,O1,O2,O3
234.61,0,133.18154653377684,38.71766571803259,6.925103514935168,804358.7359241284,-60.665532065660344,138.0246057497066,9.204953252950764,-1366657.7362042058,1.6057957402443974,-1.1320322917431367,76.16919273211434
234.61,100,120.1741629732814,38.4107620579208,6.401597730050939,-334673.6963148231,-50.85963967481086,124.2439307689923,8.528546293986892,346126.4729388879,1.365759403557182,-0.959718166354898,70.7361874548031
234.61,200,97.4470142797698,55.60997231370661,6.464200125101123,-479070.97899811406,-15.843065619510957,100.11833424502679,8.607637307038122,561465.9896134101,0.8814450869338084,-0.6183647374368484,71.32499662001707
234.61,300,112.2655428786218,54.98957827318807,7.015145533676502,336934.0491175018,-27.973823084125918,115.80297552055865,9.31736325627949,-669161.2672633736,1.157362589433243,-0.8166454306749116,76.95329021001184
