G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
115.52233690837525,124.4881674401788,86.9081806877123,95.0837214845571,92.4555752812269,6.994090590592598,17.400521891559027,-69.85505093012617,32.97481803601049,-941.3760661677985,814.3023660172084,-2945.202774105249
