G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
125.18356107456319,127.81208099930495,83.81752795147602,89.89055865109961,88.36737537351281,1.8460117371156992,19.466816366005336,-71.01150286437797,-19.687216497490837,-1019.9450957181682,331.2704129715355,-750.4661786305867
