rotate_ang,res_dmxl_x,res_dmxl_y,res_dmxl_z,G11,G12,G13,O1,G21,G22,G23,O2,G31,G32,G33,O3
0.0,351.89186950352496,37.53563843421079,96.63266258960638,-95.89705043078371,67.68883653281607,26.579097307470185,-51799.88923429438,-70.18242132411594,-98.5564274765659,22.642019731204414,-96613.0103274153,0.23662097425636602,1.1651286703851176,53.30251401333789,-20967.097530622297
2.0,351.8918745010123,37.53563513856684,96.63266454600519,-98.20093882372267,64.30084227740542,26.579097308079056,-51799.90334771624,-66.70009838852984,-100.94572031439074,22.642019731041728,-96613.00543457516,0.19581445781894294,1.172675082512763,53.30251401371966,-20967.116885332525
4.0,351.89185596688736,37.53563757079854,96.63266560106933,-100.38518435164993,60.834506480186434,26.579097307145833,-51799.927466602094,-63.13651163931619,-103.21202702387488,22.642019732033067,-96613.00831154303,0.15476941207253006,1.1787945214643216,53.302514013270454,-20967.116944503494
6.0,351.8918109136812,37.53563580799549,96.63266455334836,-102.44712628682086,57.29405743708531,26.579097310391635,-51799.90352732612,-59.49600276018123,-105.35258577405834,22.642019732036943,-96613.01111879235,0.11353575223345998,1.1834782675652282,53.30251401367027,-20967.11194924339
8.0,351.89186145244236,37.53563553709083,96.6326644340929,-104.38425190445872,53.68380137211576,26.579097306561497,-51799.91408113576,-55.78300718731623,-107.36478834278938,22.642019729694905,-96613.01072991102,0.07216374100749345,1.1867199697566964,53.30251401330965,-20967.109136400893
10.0,351.89175076860374,37.535636275652806,96.6326650024956,-106.19420156673377,50.008141243924676,26.57909730893427,-51799.90895460204,-52.002048623149115,-109.24618341653944,22.64201973166787,-96613.00987738286,0.030704151378770722,1.188513836202875,53.30251401393066,-20967.12732955542
12.0,351.89181720282386,37.5356392551047,96.63266365982165,-107.87477049986158,46.2715563360489,26.579097307866853,-51799.87552560936,-48.15773362849351,-110.9944786042473,22.642019729955102,-96613.00626870207,-0.010793395045445547,1.1888629099008177,53.302514013090764,-20967.110251646376
14.0,351.8918763792001,37.5356331675613,96.63266438072591,-109.42390952396035,42.47859130773124,26.579097304459342,-51799.904105472895,-44.254745762362255,-112.60754457782444,22.64201973324706,-96613.00793608098,-0.05227722248872625,1.1877606259993019,53.30251401398158,-20967.12644923335
16.0,351.89184391401255,37.5356356194672,96.63266354752955,-110.8397329602692,38.63387536717965,26.579097308206993,-51799.90123276163,-40.29784037767101,-114.08341531494462,22.642019730500685,-96613.00625327617,-0.09369763487405915,1.1852127174212899,53.30251401370184,-20967.124613977863
18.0,351.8918692241843,37.5356377858508,96.63266488749301,-112.1205146407463,34.74208804614634,26.579097307656074,-51799.92165171137,-36.29183812211047,-115.42029350733314,22.642019731949212,-96613.01075715719,-0.13500360559368968,1.1812199035621056,53.3025140136546,-20967.133900614666
