G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
80.15732290759239,101.68272451673113,23.461595857994396,118.99611468874006,106.18262387049337,80.24392130644517,-22.237099513317435,-42.39412630333273,44.424875927536554,1223.7896461769712,173.31413403117998,30.683551556294702
