G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
115.1085021527129,118.9283728070444,60.907743744832395,78.07690026417237,79.93856831221947,2.415499407665819,16.540031902292842,-70.40600030794077,-87.42340198191019,-116.7240967223566,-1591.9680102735738,-587.7146697956424
