G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
119.20207700308639,114.68050287598211,89.85997102497389,90.0129780786263,88.34590661577268,0.6949636682998765,24.673631454889897,-75.19258918069137,-42.467714602150124,-66.12237982918977,-1064.053702909103,-606.2470033854654
