G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
124.53090077990576,128.26723479770342,76.66500866008785,89.46665204788893,87.98644815195979,2.160253566028484,19.723087621897488,-70.06835197211853,14.647023268997353,-850.7445938223458,30.66087110525509,-994.0034456669601
