G1,G2,G3,th1,th2,th3,ph1,ph2,ph3,O1/G1,O2/G2,O3/G3
124.12072468417887,126.78271596290722,87.3940221895105,89.7197759702354,88.37664549548481,0.9556806758077665,19.719834528990184,-71.32873797742995,-44.392402387886655,-1026.7140788431184,308.5122941294699,-640.9734619818125
