Timestamp,att_gei_x,att_gei_y,att_gei_z
2021-03-17/18:29:33.280167,0.8733147886551081,-0.4755327748260336,0.1057821314075275
2021-03-17/18:29:33.380167,0.8733147612606692,-0.47553282122989704,0.10578214891171918
2021-03-17/18:29:33.480167,0.8733147338662304,-0.4755328676337605,0.10578216641591086
2021-03-17/18:29:33.580167,0.8733147064717263,-0.47553291403773457,0.10578218392014427
2021-03-17/18:29:33.680167,0.8733146790772874,-0.475532960441598,0.10578220142433595
2021-03-17/18:29:33.780167,0.8733146516827833,-0.4755330068455721,0.10578221892856936
2021-03-17/18:29:33.880167,0.8733146242883445,-0.4755330532494355,0.10578223643276102
2021-03-17/18:29:33.980167,0.8733145968939056,-0.47553309965329893,0.1057822539369527
2021-03-17/18:29:34.080167,0.8733145694994014,-0.475533146057273,0.10578227144118611
2021-03-17/18:29:34.180167,0.8733145421049626,-0.47553319246113646,0.10578228894537779
2021-03-17/18:29:36.780197,0.8733138298406703,-0.4755343989766321,0.10578274406003711
2021-03-17/18:29:36.880197,0.8733138024461661,-0.4755344453806062,0.10578276156427052
2021-03-17/18:29:36.980197,0.8733137750517272,-0.4755344917844696,0.10578277906846219
2021-03-17/18:29:37.080197,0.8733137476572231,-0.47553453818844366,0.1057827965726956
2021-03-17/18:29:37.180197,0.8733137202627843,-0.4755345845923071,0.10578281407688728
2021-03-17/18:29:37.280197,0.8733136928683455,-0.47553463099617055,0.10578283158107896
2021-03-17/18:29:37.380197,0.8733136654738413,-0.4755346774001446,0.10578284908531237
2021-03-17/18:29:37.480197,0.8733136380794024,-0.475534723804008,0.10578286658950405
2021-03-17/18:29:37.580197,0.8733136106848983,-0.47553477020798207,0.10578288409373746
2021-03-17/18:29:37.680197,0.8733135832904595,-0.47553481661184555,0.10578290159792914
2021-03-17/18:29:37.780197,0.8733135558960207,-0.47553486301570896,0.1057829191021208
2021-03-17/18:29:37.880197,0.8733135285015164,-0.475534909419683,0.10578293660635421
2021-03-17/18:29:37.980197,0.8733135011070776,-0.47553495582354643,0.10578295411054589
2021-03-17/18:29:38.080197,0.8733134737125735,-0.47553500222752054,0.1057829716147793
2021-03-17/18:29:38.180197,0.8733134463181347,-0.47553504863138396,0.10578298911897098
2021-03-17/18:29:38.280197,0.8733134189236959,-0.4755350950352474,0.10578300662316266
2021-03-17/18:29:38.380197,0.8733133915291916,-0.47553514143922143,0.10578302412739607
2021-03-17/18:29:38.480197,0.8733133641347528,-0.4755351878430849,0.10578304163158773
2021-03-17/18:29:38.580197,0.8733133367402487,-0.47553523424705896,0.10578305913582114
2021-03-17/18:29:38.680197,0.8733133093458099,-0.4755352806509224,0.10578307664001282
2021-03-17/18:29:38.780197,0.873313281951371,-0.4755353270547858,0.1057830941442045
2021-03-17/18:29:38.880197,0.8733132545568668,-0.4755353734587599,0.10578311164843791
2021-03-17/18:29:38.980197,0.873313227162428,-0.4755354198626233,0.10578312915262959
2021-03-17/18:29:39.080197,0.8733131997679239,-0.4755354662665974,0.105783146656863
2021-03-17/18:29:39.180197,0.873313172373485,-0.47553551267046085,0.10578316416105468
2021-03-17/18:29:39.280182,0.8733131449831609,-0.47553555906735423,0.10578318166261716
2021-03-17/18:29:39.380182,0.8733131175886568,-0.4755356054713283,0.10578319916685057
2021-03-17/18:29:39.480182,0.873313090194218,-0.4755356518751917,0.10578321667104225
2021-03-17/18:29:39.580182,0.8733130627997138,-0.4755356982791658,0.10578323417527566
2021-03-17/18:29:39.680182,0.8733130354052749,-0.4755357446830292,0.10578325167946732
2021-03-17/18:29:39.780182,0.8733130080108361,-0.47553579108689265,0.105783269183659
2021-03-17/18:29:39.880182,0.873312980616332,-0.4755358374908667,0.10578328668789241
2021-03-17/18:29:39.980182,0.8733129532218932,-0.47553588389473017,0.1057833041920841
2021-03-17/18:29:40.080182,0.8733129258273891,-0.4755359302987042,0.1057833216963175
2021-03-17/18:29:40.180182,0.8733128984329501,-0.47553597670256764,0.10578333920050918
2021-03-17/18:29:40.280182,0.8733128710385113,-0.47553602310643106,0.10578335670470085
2021-03-17/18:29:40.380182,0.8733128436440072,-0.47553606951040517,0.10578337420893426
2021-03-17/18:29:40.480182,0.8733128162495684,-0.4755361159142686,0.10578339171312594
2021-03-17/18:29:40.580182,0.8733127888550642,-0.47553616231824264,0.10578340921735935
2021-03-17/18:29:40.680182,0.8733127614606254,-0.47553620872210606,0.10578342672155103
2021-03-17/18:29:40.780182,0.8733127340661865,-0.47553625512596953,0.1057834442257427
2021-03-17/18:29:40.880182,0.8733127066716824,-0.4755363015299436,0.10578346172997612
2021-03-17/18:29:40.980182,0.8733126792772435,-0.475536347933807,0.1057834792341678
2021-03-17/18:29:41.080182,0.8733126518827394,-0.47553639433778105,0.1057834967384012
2021-03-17/18:29:41.180182,0.8733126244883006,-0.47553644074164453,0.10578351424259287
2021-03-17/18:29:41.280182,0.8733125970938618,-0.47553648714550795,0.10578353174678455
2021-03-17/18:29:41.380182,0.8733125696993576,-0.475536533549482,0.10578354925101796
2021-03-17/18:29:41.480182,0.8733125423049187,-0.4755365799533454,0.10578356675520964
2021-03-17/18:29:41.580182,0.8733125149104146,-0.4755366263573195,0.10578358425944305
2021-03-17/18:29:41.680182,0.8733124875159758,-0.47553667276118294,0.10578360176363473
2021-03-17/18:29:41.780182,0.873312460121537,-0.47553671916504636,0.10578361926782641
2021-03-17/18:29:41.880182,0.8733124327270327,-0.4755367655690204,0.10578363677205982
2021-03-17/18:29:41.980182,0.8733124053325939,-0.4755368119728839,0.10578365427625148
2021-03-17/18:29:42.080182,0.8733123779380898,-0.47553685837685794,0.1057836717804849
2021-03-17/18:29:42.180182,0.873312350543651,-0.47553690478072136,0.10578368928467657
2021-03-17/18:29:42.280182,0.8733123231492121,-0.4755369511845848,0.10578370678886825
2021-03-17/18:29:42.380182,0.8733122957547079,-0.4755369975885589,0.10578372429310166
2021-03-17/18:29:42.480182,0.8733122683602691,-0.4755370439924223,0.10578374179729334
2021-03-17/18:29:42.580182,0.873312240965765,-0.47553709039639636,0.10578375930152675
2021-03-17/18:29:42.680182,0.8733122135713262,-0.4755371368002598,0.10578377680571842
2021-03-17/18:29:42.780182,0.8733121861768873,-0.47553718320412325,0.1057837943099101
2021-03-17/18:29:42.880182,0.8733121587823831,-0.4755372296080973,0.10578381181414351
2021-03-17/18:29:42.980182,0.8733121313879443,-0.4755372760119607,0.10578382931833519
2021-03-17/18:29:43.080182,0.8733121039934402,-0.4755373224159348,0.1057838468225686
2021-03-17/18:29:43.180182,0.8733120765990013,-0.47553736881979825,0.10578386432676028
2021-03-17/18:29:43.280182,0.8733120492045625,-0.47553741522366166,0.10578388183095196
2021-03-17/18:29:43.380182,0.8733120218100583,-0.4755374616276357,0.10578389933518537
2021-03-17/18:29:43.480182,0.8733119944156195,-0.4755375080314992,0.10578391683937703
2021-03-17/18:29:43.580182,0.8733119670211154,-0.47553755443547324,0.10578393434361044
2021-03-17/18:29:43.680182,0.8733119396266765,-0.47553760083933666,0.10578395184780212
2021-03-17/18:29:43.780182,0.8733119122322377,-0.4755376472432001,0.1057839693519938
2021-03-17/18:29:43.880182,0.8733118848377336,-0.4755376936471742,0.10578398685622721
2021-03-17/18:29:43.980182,0.8733118574432946,-0.4755377400510376,0.10578400436041889
2021-03-17/18:29:44.080182,0.8733118300487905,-0.47553778645501166,0.1057840218646523
2021-03-17/18:29:44.180182,0.8733118026543517,-0.4755378328588751,0.10578403936884397
2021-03-17/18:29:44.280167,0.8733117752639623,-0.47553787925587915,0.10578405687044819
2021-03-17/18:29:44.380167,0.8733117478695235,-0.47553792565974257,0.10578407437463987
2021-03-17/18:29:44.480167,0.8733117204750847,-0.475537972063606,0.10578409187883153
2021-03-17/18:29:44.580167,0.8733116930805805,-0.47553801846758004,0.10578410938306494
2021-03-17/18:29:44.680167,0.8733116656861417,-0.4755380648714435,0.10578412688725662
2021-03-17/18:29:44.780167,0.8733116382916375,-0.47553811127541756,0.10578414439149003
2021-03-17/18:29:44.880167,0.8733116108971987,-0.475538157679281,0.10578416189568171
2021-03-17/18:29:44.980167,0.8733115835027598,-0.4755382040831444,0.10578417939987339
2021-03-17/18:29:45.080167,0.8733115561082557,-0.4755382504871185,0.1057841969041068
2021-03-17/18:29:45.180167,0.8733115287138169,-0.4755382968909819,0.10578421440829848
2021-03-17/18:29:45.280167,0.8733115013193127,-0.475538343294956,0.10578423191253189
2021-03-17/18:29:45.380167,0.8733114739248738,-0.4755383896988194,0.10578424941672356
2021-03-17/18:29:45.480167,0.873311446530435,-0.47553843610268287,0.10578426692091523
2021-03-17/18:29:45.580167,0.8733114191359309,-0.4755384825066569,0.10578428442514864
2021-03-17/18:29:45.680167,0.8733113917414921,-0.47553852891052034,0.10578430192934032
2021-03-17/18:29:45.780167,0.8733113643469879,-0.4755385753144944,0.10578431943357373
2021-03-17/18:29:45.880167,0.873311336952549,-0.47553862171835787,0.10578433693776541
2021-03-17/18:29:45.980167,0.8733113095581102,-0.4755386681222213,0.10578435444195709
2021-03-17/18:29:46.080167,0.8733112821636061,-0.47553871452619534,0.10578437194619049
2021-03-17/18:29:46.180167,0.8733112547691673,-0.47553876093005876,0.10578438945038217
2021-03-17/18:29:46.280167,0.873311227374663,-0.47553880733403286,0.10578440695461558
2021-03-17/18:29:46.380167,0.8733111999802242,-0.4755388537378963,0.10578442445880726
2021-03-17/18:29:46.480167,0.8733111725857854,-0.4755389001417597,0.10578444196299894
2021-03-17/18:29:46.580167,0.8733111451912813,-0.47553894654573375,0.10578445946723235
2021-03-17/18:29:46.680167,0.8733111177968425,-0.47553899294959723,0.10578447697142403
2021-03-17/18:29:46.780167,0.8733110904023382,-0.4755390393535713,0.10578449447565744
2021-03-17/18:29:46.880167,0.8733110630078994,-0.4755390857574347,0.1057845119798491
2021-03-17/18:29:46.980167,0.8733110356134606,-0.4755391321612982,0.10578452948404078
2021-03-17/18:29:47.080167,0.8733110082189565,-0.4755391785652722,0.10578454698827419
2021-03-17/18:29:47.180167,0.8733109808245176,-0.47553922496913564,0.10578456449246587
2021-03-17/18:29:47.280167,0.8733109534300134,-0.4755392713731097,0.10578458199669928
2021-03-17/18:29:47.380167,0.8733109260355746,-0.47553931777697317,0.10578459950089096
2021-03-17/18:29:47.480167,0.8733108986411358,-0.4755393641808366,0.10578461700508264
2021-03-17/18:29:47.580167,0.8733108712466316,-0.47553941058481064,0.10578463450931605
2021-03-17/18:29:47.680167,0.8733108438521928,-0.47553945698867406,0.10578465201350772
2021-03-17/18:29:47.780167,0.8733108164576887,-0.47553950339264817,0.10578466951774113
2021-03-17/18:29:47.880167,0.8733107890632498,-0.4755395497965116,0.1057846870219328
2021-03-17/18:29:47.980167,0.8733107616688109,-0.475539596200375,0.10578470452612448
2021-03-17/18:29:48.080167,0.8733107342743068,-0.47553964260434906,0.1057847220303579
2021-03-17/18:29:48.180167,0.873310706879868,-0.47553968900821253,0.10578473953454957
2021-03-17/18:29:48.280167,0.8733106794853639,-0.4755397354121866,0.10578475703878298
2021-03-17/18:29:48.380167,0.8733106520909251,-0.47553978181605,0.10578477454297465
2021-03-17/18:29:48.480167,0.8733106246964862,-0.4755398282199134,0.10578479204716633
2021-03-17/18:29:48.580167,0.873310597301982,-0.4755398746238875,0.10578480955139974
2021-03-17/18:29:48.680167,0.8733105699075432,-0.47553992102775094,0.10578482705559142
2021-03-17/18:29:48.780167,0.8733105425130391,-0.475539967431725,0.10578484455982483
2021-03-17/18:29:48.880167,0.8733105151186003,-0.4755400138355884,0.10578486206401651
2021-03-17/18:29:48.980167,0.8733104877241614,-0.4755400602394519,0.10578487956820819
2021-03-17/18:29:49.080167,0.8733104603296572,-0.47554010664342594,0.1057848970724416
2021-03-17/18:29:49.180167,0.8733104329352184,-0.47554015304728936,0.10578491457663326
2021-03-17/18:29:49.280167,0.8733104055407143,-0.4755401994512634,0.10578493208086667
2021-03-17/18:29:49.380167,0.8733103781462754,-0.4755402458551269,0.10578494958505835
2021-03-17/18:29:49.480167,0.8733103507518366,-0.4755402922589903,0.10578496708925003
2021-03-17/18:29:49.580167,0.8733103233573324,-0.47554033866296436,0.10578498459348344
2021-03-17/18:29:49.680167,0.8733102959628936,-0.4755403850668278,0.10578500209767512
2021-03-17/18:29:49.780167,0.8733102685683894,-0.4755404314708019,0.10578501960190853
2021-03-17/18:29:49.880167,0.8733102411739506,-0.4755404778746653,0.10578503710610021
2021-03-17/18:29:49.980167,0.8733102137795118,-0.4755405242785287,0.10578505461029188
2021-03-17/18:29:50.080167,0.8733101863850076,-0.47554057068250283,0.10578507211452529
2021-03-17/18:29:50.180167,0.8733101589905687,-0.47554061708636625,0.10578508961871697
2021-03-17/18:29:50.280167,0.8733101315960646,-0.4755406634903403,0.10578510712295038
2021-03-17/18:29:50.380167,0.8733101042016258,-0.4755407098942037,0.10578512462714205
2021-03-17/18:29:50.480167,0.873310076807187,-0.4755407562980672,0.10578514213133373
2021-03-17/18:29:50.580167,0.8733100494126828,-0.47554080270204124,0.10578515963556714
2021-03-17/18:29:50.680167,0.8733100220182439,-0.47554084910590466,0.10578517713975881
2021-03-17/18:29:50.780167,0.8733099946237398,-0.4755408955098787,0.10578519464399222
2021-03-17/18:29:50.880167,0.873309967229301,-0.4755409419137422,0.1057852121481839
2021-03-17/18:29:50.980167,0.8733099398348622,-0.4755409883176056,0.10578522965237558
2021-03-17/18:29:51.080167,0.8733099124403579,-0.47554103472157966,0.10578524715660899
2021-03-17/18:29:51.180167,0.8733098850459191,-0.4755410811254431,0.10578526466080067
2021-03-17/18:29:51.280167,0.873309857651415,-0.4755411275294172,0.10578528216503408
2021-03-17/18:29:51.380167,0.8733098302569762,-0.4755411739332806,0.10578529966922576
2021-03-17/18:29:51.480167,0.8733098028625373,-0.475541220337144,0.10578531717341742
2021-03-17/18:29:51.580167,0.8733097754680332,-0.4755412667411181,0.10578533467765083
2021-03-17/18:29:51.680167,0.8733097480735943,-0.47554131314498155,0.10578535218184251
2021-03-17/18:29:51.780167,0.8733097206790902,-0.4755413595489556,0.10578536968607592
2021-03-17/18:29:51.880167,0.8733096932846514,-0.475541405952819,0.1057853871902676
2021-03-17/18:29:51.980167,0.8733096658902125,-0.47554145235668244,0.10578540469445928
2021-03-17/18:29:52.080167,0.8733096384957084,-0.47554149876065654,0.10578542219869269
2021-03-17/18:29:52.180167,0.8733096111012696,-0.47554154516451996,0.10578543970288436
2021-03-17/18:29:52.280167,0.8733095837067654,-0.475541591568494,0.10578545720711777
2021-03-17/18:29:52.380167,0.8733095563123265,-0.47554163797235743,0.10578547471130945
2021-03-17/18:29:52.480167,0.8733095289178877,-0.4755416843762209,0.10578549221550113
2021-03-17/18:29:52.580167,0.8733095015233836,-0.47554173078019496,0.10578550971973454
2021-03-17/18:29:52.680167,0.8733094741289448,-0.4755417771840584,0.10578552722392622
2021-03-17/18:29:52.780167,0.8733094467344406,-0.47554182358803243,0.10578554472815963
2021-03-17/18:29:52.880167,0.8733094193400017,-0.4755418699918959,0.1057855622323513
2021-03-17/18:29:52.980167,0.8733093919455629,-0.4755419163957593,0.10578557973654297
2021-03-17/18:29:53.080167,0.8733093645510588,-0.4755419627997334,0.10578559724077638
2021-03-17/18:29:53.180167,0.87330933715662,-0.4755420092035968,0.10578561474496806
2021-03-17/18:29:53.280167,0.8733093097621157,-0.4755420556075709,0.10578563224920147
2021-03-17/18:29:53.380167,0.8733092823676769,-0.4755421020114343,0.10578564975339315
2021-03-17/18:29:53.480167,0.8733092549732381,-0.47554214841529774,0.10578566725758483
2021-03-17/18:29:53.580167,0.873309227578734,-0.47554219481927185,0.10578568476181824
2021-03-17/18:29:53.680167,0.8733092001842951,-0.47554224122313526,0.10578570226600992
2021-03-17/18:29:53.780167,0.8733091727897909,-0.4755422876271093,0.10578571977024331
2021-03-17/18:29:53.880167,0.8733091453953521,-0.47554233403097274,0.105785737274435
2021-03-17/18:29:53.980167,0.8733091180009133,-0.4755423804348362,0.10578575477862667
2021-03-17/18:29:54.080167,0.8733090906064092,-0.47554242683881026,0.10578577228286008
2021-03-17/18:29:54.180167,0.8733090632119703,-0.4755424732426737,0.10578578978705176
2021-03-17/18:29:54.280167,0.8733090358174661,-0.47554251964664773,0.10578580729128517
2021-03-17/18:29:54.380167,0.8733090084230273,-0.4755425660505112,0.10578582479547685
2021-03-17/18:29:54.480167,0.8733089810285884,-0.4755426124543746,0.10578584229966852
2021-03-17/18:29:54.580167,0.8733089536340843,-0.4755426588583487,0.10578585980390193
2021-03-17/18:29:54.680167,0.8733089262396455,-0.4755427052622121,0.1057858773080936
2021-03-17/18:29:54.780167,0.8733088988451414,-0.4755427516661862,0.10578589481232702
2021-03-17/18:29:54.880167,0.8733088714507025,-0.4755427980700496,0.1057859123165187
2021-03-17/18:29:54.980167,0.8733088440562636,-0.47554284447391304,0.10578592982071038
2021-03-17/18:29:55.080167,0.8733088166617595,-0.4755428908778871,0.10578594732494379
2021-03-17/18:29:55.180167,0.8733087892673207,-0.47554293728175057,0.10578596482913546
2021-03-17/18:29:55.280167,0.8733087618728166,-0.4755429836857246,0.10578598233336887
2021-03-17/18:29:55.380167,0.8733087344783778,-0.47554303008958804,0.10578599983756054
2021-03-17/18:29:55.480167,0.8733087070839388,-0.47554307649345146,0.10578601734175222
2021-03-17/18:29:55.580167,0.8733086796894347,-0.47554312289742556,0.10578603484598563
2021-03-17/18:29:55.680167,0.8733086522949959,-0.475543169301289,0.10578605235017731
2021-03-17/18:29:55.780167,0.8733086249004918,-0.47554321570526303,0.10578606985441072
2021-03-17/18:29:55.880167,0.8733085975060529,-0.47554326210912645,0.1057860873586024
2021-03-17/18:29:55.980167,0.8733085701116141,-0.4755433085129899,0.10578610486279406
2021-03-17/18:29:56.080167,0.8733085427171099,-0.475543354916964,0.10578612236702747
2021-03-17/18:29:56.180167,0.8733085153226711,-0.4755434013208274,0.10578613987121915
2021-03-17/18:29:56.280167,0.873308487928167,-0.4755434477248015,0.10578615737545256
2021-03-17/18:29:56.380167,0.8733084605337281,-0.4755434941286649,0.10578617487964424
2021-03-17/18:29:56.480167,0.8733084331392893,-0.47554354053252834,0.10578619238383592
2021-03-17/18:29:56.580167,0.8733084057447851,-0.4755435869365024,0.10578620988806933
2021-03-17/18:29:56.680167,0.8733083783503462,-0.47554363334036587,0.10578622739226101
2021-03-17/18:29:56.780182,0.8733083509517927,-0.4755436797511993,0.10578624489908188
2021-03-17/18:29:56.880182,0.8733083235572885,-0.4755437261551734,0.10578626240331529
2021-03-17/18:29:56.980182,0.8733082961628497,-0.4755437725590368,0.10578627990750697
2021-03-17/18:29:57.080182,0.8733082687683456,-0.4755438189630109,0.10578629741174038
2021-03-17/18:29:57.180182,0.8733082413739067,-0.4755438653668743,0.10578631491593206
2021-03-17/18:29:57.280182,0.8733082139794679,-0.47554391177073774,0.10578633242012372
2021-03-17/18:29:57.380182,0.8733081865849637,-0.4755439581747118,0.10578634992435713
2021-03-17/18:29:57.480182,0.8733081591905248,-0.47554400457857526,0.10578636742854881
2021-03-17/18:29:57.580182,0.8733081317960207,-0.4755440509825493,0.10578638493278222
2021-03-17/18:29:57.680182,0.8733081044015819,-0.47554409738641273,0.1057864024369739
2021-03-17/18:29:57.780182,0.8733080770071431,-0.47554414379027615,0.10578641994116558
2021-03-17/18:29:57.880182,0.873308049612639,-0.47554419019425026,0.10578643744539899
2021-03-17/18:29:57.980182,0.8733080222182,-0.4755442365981137,0.10578645494959066
2021-03-17/18:29:58.080182,0.8733079948236959,-0.47554428300208773,0.10578647245382407
2021-03-17/18:29:58.180182,0.8733079674292571,-0.47554432940595115,0.10578648995801575
2021-03-17/18:29:58.280182,0.8733079400348183,-0.4755443758098146,0.10578650746220743
2021-03-17/18:29:58.380182,0.8733079126403142,-0.4755444222137887,0.10578652496644084
2021-03-17/18:29:58.480182,0.8733078852458753,-0.4755444686176521,0.10578654247063252
2021-03-17/18:29:58.580182,0.8733078578513711,-0.47554451502162615,0.10578655997486593
2021-03-17/18:29:58.680182,0.8733078304569323,-0.4755445614254896,0.1057865774790576
2021-03-17/18:29:58.780182,0.8733078030624934,-0.47554460782935304,0.10578659498324927
2021-03-17/18:29:58.880182,0.8733077756679893,-0.4755446542333271,0.10578661248748268
2021-03-17/18:29:58.980182,0.8733077482735505,-0.4755447006371905,0.10578662999167436
2021-03-17/18:29:59.080182,0.8733077208790463,-0.4755447470411646,0.10578664749590777
2021-03-17/18:29:59.180182,0.8733076934846075,-0.47554479344502804,0.10578666500009945
2021-03-17/18:29:59.280197,0.8733076660860539,-0.4755448398558615,0.10578668250692032
2021-03-17/18:29:59.380197,0.8733076386915497,-0.4755448862598356,0.10578670001115373
2021-03-17/18:29:59.480197,0.8733076112971109,-0.475544932663699,0.10578671751534541
2021-03-17/18:29:59.580197,0.8733075839026068,-0.47554497906767307,0.10578673501957882
2021-03-17/18:29:59.680197,0.8733075565081679,-0.4755450254715365,0.1057867525237705
2021-03-17/18:29:59.780197,0.8733075291137291,-0.47554507187539996,0.10578677002796218
2021-03-17/18:29:59.880197,0.8733075017192249,-0.475545118279374,0.10578678753219559
2021-03-17/18:29:59.980197,0.8733074743247861,-0.47554516468323743,0.10578680503638725
2021-03-17/18:30:00.080197,0.873307446930282,-0.4755452110872115,0.10578682254062066
2021-03-17/18:30:00.180197,0.8733074195358431,-0.47554525749107496,0.10578684004481234
2021-03-17/18:30:00.280197,0.8733073921414043,-0.4755453038949384,0.10578685754900402
2021-03-17/18:30:00.380197,0.8733073647469002,-0.47554535029891243,0.10578687505323743
2021-03-17/18:30:00.480197,0.8733073373524612,-0.47554539670277585,0.10578689255742911
2021-03-17/18:30:00.580197,0.8733073099579571,-0.47554544310674995,0.10578691006166252
2021-03-17/18:30:00.680197,0.8733072825635183,-0.4755454895106134,0.1057869275658542
2021-03-17/18:30:00.780197,0.8733072551690795,-0.4755455359144768,0.10578694507004587
2021-03-17/18:30:00.880197,0.8733072277745754,-0.47554558231845084,0.10578696257427928
2021-03-17/18:30:00.980197,0.8733072003801365,-0.4755456287223143,0.10578698007847095
2021-03-17/18:30:01.080197,0.8733071729856323,-0.47554567512628837,0.10578699758270436
2021-03-17/18:30:01.180197,0.8733071455911935,-0.4755457215301518,0.10578701508689604
2021-03-17/18:30:01.280197,0.8733071181967547,-0.4755457679340152,0.10578703259108772
2021-03-17/18:30:01.380197,0.8733070908022506,-0.4755458143379893,0.10578705009532113
2021-03-17/18:30:01.480197,0.8733070634078117,-0.47554586074185273,0.10578706759951281
2021-03-17/18:30:01.580197,0.8733070360133075,-0.4755459071458268,0.10578708510374622
2021-03-17/18:30:01.680197,0.8733070086188687,-0.47554595354969026,0.10578710260793789
2021-03-17/18:30:01.780197,0.8733069812244298,-0.4755459999535537,0.10578712011212957
2021-03-17/18:30:01.880197,0.8733069538299257,-0.47554604635752773,0.10578713761636298
